Public Master's / FY2006 																																					
Institution	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Current	  Alumni Participation 	  Undergraduate	  Alumni Donors	  Percentage	  Alumni Giving	  # Alumni of	  # Alumni Donors 	  Alumni: Total	  Athletics/Curr	  Athletics/Curr	  Athletics/Cap	  Athletics/Cap	  Athletics/Total:	  Athletics/Total	  Corporations:	  Expenditures	  Foundations:	  Foundations:	  Foundations:	  Corporations:	  Corporations:	  Total Curr	  Total Current	  Grand Total	  Grand Total	  Parents (incl.	  Parents (incl.	  Parents (incl.
"Auburn University at Montgomery (Montgomery, AL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Augusta State University (Augusta, GA) "	"$15,335 "	$0 	$0 	$772 	$0 	"$3,075 "	"$170,835 "	"$56,849 "	"$292,551 "	4.40%	--	4.40%	45.10%	11.90%	"20,837"	918	"$471,063 "	8	"$37,208 "	9	"$282,414 "	17	"$319,622 "	"$117,399 "	"$7,269 "	"$550,765 "	"$5,050 "	"$246,765 "	"$1,400 "	"$93,441 "	"$927,329 "	"$2,168,317 "	"$3,942,201 "	"$3,942,201 "	--	--	--
"Bloomsburg Univ. of Pennsylvania (Bloomsburg, PA) "	"$15,970 "	$0 	$0 	"$3,235 "	$725 	"$75,640 "	"$10,548 "	"$20,326 "	"$629,957 "	11.20%	--	10.80%	89.70%	21.40%	"47,389"	"5,303"	"$780,500 "	983	"$388,445 "	43	"$21,326 "	"1,026"	"$409,771 "	"$471,713 "	"$14,126 "	"$111,432 "	$0 	"$111,432 "	"$2,625 "	"$407,643 "	"$47,869 "	"$3,269,194 "	"$3,638,721 "	"$3,658,766 "	--	--	--
"Boise State University (Boise, ID) "	"$58,832 "	$0 	$0 	$0 	$0 	"$44,794 "	"$187,382 "	"$70,984 "	"$502,793 "	6.00%	6.10%	1.90%	70.40%	13.80%	"53,367"	"3,190"	"$2,157,346 "	"4,580"	"$2,581,044 "	282	"$2,811,803 "	"4,862"	"$5,392,847 "	"$3,929,251 "	"$8,772 "	"$1,819,282 "	"$80,590 "	"$1,045,905 "	"$400,844 "	"$2,525,565 "	"$2,581,219 "	"$7,466,113 "	"$15,686,746 "	"$15,686,746 "	--	--	--
"Bowie State University (Bowie, MD) "	--	--	--	--	--	--	--	--	--	2.60%	--	--	73.20%	31.20%	"23,886"	612	--	--	--	--	--	--	--	"$82,575 "	"$10,897 "	"$2,500 "	--	--	--	--	--	"$178,421 "	"$215,114 "	"$215,114 "	--	--	--
"Bridgewater State College (Bridgewater, MA) "	--	--	--	--	--	--	--	--	"$420,130 "	5.90%	--	--	52.30%	46.80%	"48,353"	"2,835"	"$634,421 "	--	--	--	--	--	--	"$191,400 "	"$10,442 "	"$166,689 "	--	"$30,025 "	--	"$39,775 "	--	"$765,532 "	"$1,356,049 "	"$1,360,621 "	--	--	--
"California Polytechnic State University (San Luis Obispo, CA) "	"$1,294,467 "	"$2,000 "	$0 	$920 	"$209,908 "	"$107,068 "	"$144,132 "	"$130,623 "	"$1,906,518 "	7.10%	--	7.00%	50.90%	16.80%	"127,399"	"9,062"	"$3,803,253 "	"1,580"	"$789,315 "	166	"$1,434,996 "	"1,746"	"$2,224,311 "	"$6,374,059 "	"$14,911 "	"$1,683,397 "	"$12,580 "	"$991,713 "	"$205,927 "	"$3,518,525 "	"$506,590 "	"$9,204,307 "	"$22,633,905 "	"$23,414,840 "	--	--	--
"California State Univ., Bakersfield (Bakersfield, CA) "	"$4,666 "	$0 	$0 	"$4,206 "	$0 	"$31,610 "	"$25,000 "	"$5,825 "	"$129,937 "	5.00%	--	4.80%	57.80%	14.20%	"23,047"	"1,150"	"$750,788 "	74	"$1,151,957 "	2	"$22,000 "	76	"$1,173,957 "	"$1,242,022 "	"$13,372 "	"$344,010 "	"$101,900 "	"$236,790 "	"$642,750 "	"$1,111,211 "	"$1,151,957 "	"$2,462,717 "	"$5,279,578 "	"$5,279,578 "	--	--	--
"California State Univ., Chico (Chico, CA) "	"$209,873 "	$0 	$0 	$0 	$0 	"$56,356 "	"$26,531 "	$250 	"$363,870 "	5.10%	5.70%	3.50%	100.00%	16.70%	"115,246"	"5,895"	"$1,226,622 "	849	"$156,781 "	3	$125 	852	"$156,906 "	"$854,900 "	"$12,967 "	"$898,140 "	$0 	"$134,401 "	"$79,103 "	"$407,881 "	"$156,781 "	"$1,436,868 "	"$7,342,285 "	"$8,561,401 "	--	--	--
"California State Univ., Dominguez Hills (Carson, CA) "	"$12,077 "	$0 	$0 	"$1,401 "	$0 	"$5,650 "	$410 	$0 	"$29,329 "	0.60%	--	0.60%	17.40%	1.30%	"57,586"	329	"$30,954 "	--	--	--	--	--	--	"$692,187 "	"$10,442 "	"$196,892 "	$0 	"$196,892 "	"$33,229 "	"$649,520 "	"$54,282 "	"$1,242,238 "	"$2,317,276 "	"$2,317,276 "	--	--	--
"California State Univ., East Bay (Hayward, CA) "	"$45,221 "	$0 	$100 	$200 	$100 	"$9,014 "	$0 	"$10,785 "	"$142,707 "	1.70%	--	1.60%	71.70%	11.20%	"73,130"	"1,261"	"$577,601 "	--	--	--	--	--	--	"$786,819 "	"$12,471 "	"$3,247,053 "	$0 	"$527,503 "	$0 	"$669,375 "	$0 	"$1,748,119 "	"$5,160,699 "	"$5,160,699 "	--	--	--
"California State Univ., Fresno (Fresno, CA) "	"$112,200 "	$100 	"$10,500 "	"$65,900 "	$0 	"$41,000 "	"$1,515,700 "	"$434,600 "	"$2,249,100 "	1.80%	1.60%	2.00%	40.40%	18.00%	"160,059"	"2,853"	"$2,644,800 "	"3,878"	"$6,201,800 "	57	"$257,200 "	"3,935"	"$6,459,000 "	"$4,261,900 "	"$13,430 "	"$512,600 "	$400 	"$415,800 "	"$1,668,500 "	"$3,702,800 "	"$6,201,800 "	"$10,713,300 "	"$14,678,700 "	"$14,699,500 "	--	--	--
"California State Univ., Fullerton (Fullerton, CA) "	"$567,074 "	"$7,048 "	$500 	"$1,103 "	$220 	"$128,658 "	"$118,638 "	"$69,479 "	"$1,054,735 "	3.10%	3.00%	3.10%	67.50%	17.40%	"149,467"	"4,681"	"$1,550,311 "	"1,150"	"$442,940 "	1	"$50,000 "	"1,151"	"$492,940 "	"$2,315,678 "	"$8,739 "	"$1,337,320 "	"$7,675 "	"$749,320 "	"$88,300 "	"$1,919,697 "	"$442,941 "	"$5,131,336 "	"$8,902,083 "	"$9,011,721 "	--	--	--
"California State Univ., Humboldt (Arcata, CA) "	"$80,675 "	$0 	"$45,000 "	"$2,840 "	$80 	"$133,378 "	"$36,268 "	"$6,358 "	"$364,917 "	4.40%	--	4.40%	88.30%	14.90%	"44,568"	"1,976"	"$689,062 "	"1,345"	"$237,545 "	0	$0 	"1,345"	"$237,545 "	"$237,966 "	"$14,914 "	"$362,248 "	"$5,739 "	"$296,248 "	"$80,778 "	"$227,356 "	"$237,545 "	"$3,609,731 "	"$4,614,520 "	"$4,614,520 "	--	--	--
"California State Univ., Long Beach (Long Beach, CA) "	"$423,734 "	$450 	$0 	"$7,783 "	$0 	"$203,757 "	"$210,886 "	"$55,284 "	"$1,668,206 "	5.50%	5.60%	5.50%	38.80%	18.70%	"199,858"	"11,059"	"$2,347,702 "	"1,756"	"$1,004,634 "	24	"$586,707 "	"1,780"	"$1,591,341 "	"$2,998,966 "	"$10,728 "	"$2,681,025 "	"$32,000 "	"$1,470,318 "	"$297,508 "	"$2,775,435 "	"$962,977 "	"$9,817,570 "	"$12,553,678 "	"$12,677,413 "	--	--	--
"California State Univ., Los Angeles (Los Angeles, CA) "	"$14,972 "	$250 	$50 	$450 	"$2,527 "	"$26,007 "	"$5,755 "	"$1,780 "	"$276,794 "	3.60%	--	3.50%	16.40%	17.50%	"105,206"	"3,754"	"$750,343 "	548	"$160,251 "	20	"$118,645 "	568	"$278,896 "	"$678,435 "	"$11,607 "	"$2,019,786 "	"$10,741 "	"$938,736 "	"$64,683 "	"$577,499 "	"$153,040 "	"$2,418,467 "	"$4,287,235 "	"$4,287,235 "	--	--	--
"California State Univ., Northridge (Northridge, CA) "	"$342,704 "	"$1,000 "	$0 	"$19,411 "	$100 	"$41,367 "	"$29,833 "	"$4,065 "	"$492,453 "	1.60%	--	1.60%	77.70%	5.70%	"184,626"	"2,956"	"$745,362 "	653	"$352,335 "	0	$0 	653	"$352,335 "	"$4,098,705 "	"$9,894 "	"$3,375,976 "	"$6,650 "	"$1,981,340 "	"$167,193 "	"$3,407,885 "	"$302,406 "	"$7,508,409 "	"$13,169,938 "	"$13,220,009 "	--	--	--
"California State Univ., Pomona (Pomona, CA) "	"$404,688 "	"$1,957 "	$25 	"$1,312 "	"$51,507 "	"$37,383 "	"$3,804 "	"$107,940 "	"$834,375 "	5.80%	--	5.80%	27.00%	18.70%	"78,290"	"4,534"	"$1,190,116 "	--	--	--	--	--	--	"$1,601,608 "	"$12,362 "	"$674,617 "	$0 	"$632,761 "	"$8,370 "	"$1,422,269 "	"$27,978 "	"$4,070,664 "	"$6,359,605 "	"$6,359,605 "	--	--	--
"California State Univ., Sacramento (Sacramento, CA) "	"$83,061 "	$420 	$0 	$540 	$0 	"$55,333 "	"$25,547 "	"$43,177 "	"$295,278 "	1.80%	1.80%	1.70%	15.90%	3.90%	"157,259"	"2,801"	"$379,724 "	--	--	--	--	--	--	"$2,057,092 "	"$11,486 "	"$2,185,613 "	$0 	"$1,013,513 "	"$42,314 "	"$876,120 "	"$94,479 "	"$5,535,605 "	"$9,638,233 "	"$9,638,233 "	--	--	--
"California State Univ., San Bernardino (San Bernardino, CA) "	"$62,486 "	$0 	$0 	$645 	$0 	"$43,068 "	"$3,925 "	"$41,761 "	"$155,616 "	2.40%	--	2.40%	19.40%	3.70%	"53,070"	"1,290"	"$177,247 "	0	$0 	0	$0 	0	$0 	"$1,210,574 "	"$11,207 "	"$774,256 "	$0 	"$381,506 "	"$4,864 "	"$889,294 "	"$10,354 "	"$2,288,132 "	"$4,727,468 "	"$5,728,536 "	--	--	--
"California State Univ., San Marcos (San Marcos, CA) "	"$3,005 "	$0 	$0 	"$1,065 "	$0 	"$13,120 "	$50 	"$3,765 "	"$24,767 "	0.50%	0.40%	0.50%	0.90%	0.50%	"14,402"	65	"$29,822 "	16	"$62,670 "	0	$0 	16	"$62,670 "	"$772,670 "	"$13,543 "	"$200,550 "	$0 	"$183,450 "	"$44,750 "	"$765,620 "	"$62,670 "	"$1,625,247 "	"$5,513,920 "	"$5,513,920 "	--	--	--
"California State Univ., Sonoma (Rohnert Park, CA) "	"$24,237 "	"$1,567 "	$0 	$430 	$0 	"$14,269 "	"$10,609 "	"$193,940 "	"$267,276 "	1.00%	0.90%	0.90%	1.00%	5.60%	"38,932"	382	"$324,816 "	--	--	--	--	--	--	"$523,776 "	"$14,364 "	"$1,770,865 "	$100 	"$1,743,215 "	"$92,130 "	"$472,473 "	"$279,054 "	"$4,032,647 "	"$5,767,839 "	"$6,095,751 "	--	--	--
"California State Univ., Stanislaus (Turlock, CA) "	"$2,781 "	$0 	$0 	$500 	"$9,000 "	"$33,256 "	"$4,585 "	"$6,045 "	"$122,503 "	3.30%	4.20%	3.30%	57.40%	6.50%	"35,944"	"1,196"	"$129,080 "	356	"$194,167 "	0	$0 	356	"$194,167 "	"$733,490 "	"$11,351 "	"$417,792 "	$700 	"$407,158 "	"$126,542 "	"$717,386 "	"$193,968 "	"$1,735,801 "	"$1,978,930 "	"$1,978,930 "	--	--	--
"California Univ. of Pennsylvania (California, PA) "	"$10,166 "	$0 	$0 	$66 	$54 	"$64,316 "	"$11,425 "	"$6,248 "	"$157,046 "	8.30%	--	4.40%	89.10%	23.50%	"43,186"	"3,584"	"$680,436 "	168	"$212,148 "	0	$0 	168	"$212,148 "	"$445,770 "	"$13,629 "	"$439,572 "	"$40,000 "	"$392,672 "	"$143,406 "	"$324,351 "	"$220,238 "	"$1,241,002 "	"$2,900,294 "	"$2,900,294 "	--	--	--
"Cameron University (Lawton, OK) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Castleton State College (Castleton, VT) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Central Connecticut State University (New Britain, CT) "	--	--	--	--	--	--	--	--	--	6.80%	--	--	90.00%	13.50%	"53,946"	"3,653"	--	--	--	--	--	--	--	"$1,803,060 "	"$14,229 "	"$400,770 "	--	--	--	--	--	"$491,739 "	"$2,749,158 "	"$2,749,158 "	--	--	--
"Central Washington University (Ellensburg, WA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Cheyney Univ. of Pennsylvania (Cheyney, PA) "	--	--	--	--	--	--	--	--	--	4.40%	--	--	100.00%	10.30%	"7,236"	316	--	--	--	--	--	--	--	"$150,600 "	"$17,793 "	"$260,325 "	--	--	--	--	--	"$599,948 "	"$610,098 "	"$610,098 "	--	--	--
"Chicago State University (Chicago, IL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Citadel Military College of South Carolina (Charleston, SC) "	--	--	--	--	--	--	--	--	--	21.10%	--	--	52.40%	55.50%	"28,894"	"6,098"	--	--	--	--	--	--	--	"$1,118,572 "	"$15,248 "	"$1,507,438 "	--	--	--	--	--	"$4,957,140 "	"$10,282,182 "	"$10,282,182 "	--	--	--
"Clarion Univ. of Pennsylvania (Clarion, PA) "	"$8,141 "	$0 	$0 	"$1,540 "	$200 	"$76,579 "	"$23,135 "	"$76,963 "	"$427,895 "	9.90%	--	7.80%	59.90%	30.60%	"41,101"	"4,074"	"$902,002 "	173	"$32,288 "	0	$0 	173	"$32,288 "	"$447,311 "	"$12,185 "	"$966,312 "	$0 	"$364,312 "	"$1,988 "	"$285,737 "	"$32,288 "	"$1,250,213 "	"$2,948,242 "	"$2,950,426 "	--	--	--
"College of Charleston (Charleston, SC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"College of New Jersey (Ewing, NJ) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Columbus State University (Columbus, GA) "	--	--	--	--	--	--	--	--	"$284,523 "	10.80%	10.30%	10.30%	100.00%	8.00%	"20,944"	"2,256"	"$1,114,384 "	385	"$147,707 "	6	"$19,821 "	391	"$167,528 "	"$1,610,157 "	"$9,742 "	"$7,137,092 "	--	"$326,718 "	--	"$301,052 "	--	"$1,445,310 "	"$13,902,841 "	"$13,935,630 "	--	--	--
Coppin State University (Baltimore) 	--	--	--	--	--	--	--	--	--	6.90%	--	--	100.00%	10.70%	"9,000"	623	--	--	--	--	--	--	--	"$56,213 "	"$10,913 "	"$85,100 "	--	--	--	--	--	"$388,441 "	"$388,441 "	"$388,441 "	--	--	--
"Cornerstone University (Grand Rapids, MI) "	"$7,825 "	$0 	$0 	$0 	$0 	"$32,300 "	"$5,250 "	"$68,913 "	"$186,716 "	3.90%	3.40%	3.90%	59.90%	6.90%	"13,351"	524	"$239,422 "	132	"$39,289 "	0	$0 	132	"$39,289 "	"$212,443 "	"$20,514 "	"$386,613 "	$0 	"$68,813 "	"$6,600 "	"$137,443 "	"$44,289 "	"$1,114,694 "	"$3,447,299 "	"$3,450,104 "	--	--	--
"CUNY-Bernard M. Baruch College (New York, NY) "	"$1,339,599 "	"$50,000 "	$0 	$0 	$0 	"$158,243 "	$0 	$0 	"$2,931,394 "	4.30%	--	4.30%	94.20%	52.70%	"84,739"	"3,680"	"$8,655,671 "	0	$0 	0	$0 	0	$0 	"$5,197,822 "	"$9,002 "	"$1,696,728 "	$0 	"$1,208,370 "	$0 	"$3,089,789 "	"$25,566 "	"$7,739,000 "	"$16,416,870 "	"$18,133,052 "	--	--	--
"CUNY-Brooklyn College (Brooklyn, NY) "	$0 	$0 	$0 	$0 	$0 	$0 	$0 	"$2,400,544 "	"$3,363,052 "	2.70%	--	2.60%	95.30%	53.40%	"90,809"	"2,491"	"$4,059,583 "	--	--	--	--	--	--	"$260,218 "	"$10,112 "	"$893,710 "	$0 	"$679,270 "	$0 	"$238,271 "	$0 	"$5,080,834 "	"$7,602,959 "	"$7,602,959 "	--	--	--
"CUNY-City College of NY (New York, NY) "	--	--	--	--	--	--	--	--	--	2.00%	--	--	70.00%	97.00%	"5,000"	100	--	--	--	--	--	--	--	"$225,000 "	"$8,933 "	"$1,225,000 "	--	--	--	--	--	"$60,486,339 "	"$61,448,690 "	"$62,898,690 "	--	--	--
"CUNY-College of Staten Island (Staten Island, NY) "	--	--	--	--	--	--	--	--	--	1.30%	--	--	70.00%	7.00%	"49,965"	642	--	--	--	--	--	--	--	"$513,949 "	$111 	"$375,863 "	--	--	--	--	--	"$1,280,992 "	"$1,293,807 "	"$1,330,992 "	--	--	--
"CUNY-Herbert H. Lehman College (Bronx, NY) "	$540 	$0 	$0 	"$1,410 "	$0 	"$13,295 "	$0 	$0 	"$65,697 "	2.20%	2.20%	2.20%	79.60%	11.20%	"53,095"	"1,177"	"$72,379 "	0	$0 	0	$0 	0	$0 	"$73,197 "	$114 	"$172,204 "	$0 	"$171,204 "	$0 	"$66,697 "	$0 	"$549,691 "	"$647,522 "	"$647,522 "	--	--	--
"CUNY-Hunter College (New York, NY) "	"$367,948 "	$850 	$0 	"$212,730 "	$0 	"$555,850 "	$0 	"$100,025 "	"$2,243,103 "	8.30%	--	7.80%	71.90%	32.00%	"113,622"	"9,437"	"$4,261,748 "	0	$0 	0	$0 	0	$0 	"$174,571 "	"$5,795 "	"$3,639,054 "	$0 	"$2,461,473 "	$0 	"$174,571 "	$0 	"$9,802,922 "	"$13,304,392 "	"$13,309,784 "	--	--	--
"CUNY-John Jay College (New York, NY) "	$0 	$0 	$0 	$0 	$0 	"$15,051 "	$0 	$0 	"$15,636 "	1.70%	1.40%	1.70%	99.80%	2.20%	"30,065"	502	"$15,636 "	0	$0 	0	$0 	0	$0 	"$178,045 "	"$8,146 "	"$283,800 "	$0 	"$283,800 "	"$10,425 "	"$178,045 "	"$28,938 "	"$723,965 "	"$723,965 "	"$723,965 "	--	--	--
"CUNY-Queens College (Flushing, NY) "	--	--	--	--	--	--	--	--	"$4,180,602 "	16.70%	20.00%	16.70%	82.40%	63.40%	"81,745"	"13,622"	"$8,871,263 "	8	"$30,000 "	0	$0 	8	"$30,000 "	"$787,852 "	"$9,359 "	"$1,284,844 "	--	"$1,284,844 "	--	"$787,852 "	--	"$8,297,115 "	"$13,987,776 "	"$15,473,764 "	--	--	--
"Delaware State University (Dover, DE) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Delta State University (Cleveland, MS) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"East Central University (Ada, OK) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"East Stroudsburg Univ. of Pennsylvania (East Stroudsburg, PA) "	$852 	$0 	$0 	"$13,235 "	$0 	"$237,408 "	$0 	"$3,615 "	"$445,388 "	11.90%	12.30%	11.30%	88.00%	67.00%	"34,882"	"4,137"	"$1,366,075 "	0	$0 	0	$0 	0	$0 	"$336,257 "	"$10,852 "	"$23,835 "	$0 	"$15,200 "	$0 	"$163,322 "	$0 	"$787,375 "	"$2,039,101 "	"$2,041,173 "	--	--	--
"Eastern Connecticut State University (Willimantic, CT) "	$0 	$0 	$0 	$0 	$400 	"$3,935 "	"$10,154 "	$0 	"$93,986 "	2.70%	2.90%	2.50%	60.00%	7.20%	"25,651"	690	"$122,975 "	323	"$175,297 "	0	$0 	323	"$175,297 "	"$708,655 "	"$14,422 "	"$192,755 "	"$6,050 "	"$121,480 "	"$9,730 "	"$542,620 "	"$175,298 "	"$989,241 "	"$1,708,654 "	"$1,708,654 "	--	--	--
"Eastern Illinois University (Charleston, IL) "	"$250,660 "	$0 	$10 	"$1,382 "	"$137,016 "	"$102,251 "	"$116,736 "	"$59,207 "	"$701,400 "	9.00%	--	--	100.00%	33.00%	"65,855"	"5,910"	"$947,490 "	"1,089"	"$480,129 "	0	$0 	"1,089"	"$480,129 "	"$454,759 "	"$12,546 "	"$228,064 "	"$2,250 "	"$75,964 "	"$139,503 "	"$338,131 "	"$359,399 "	"$1,671,873 "	"$2,869,878 "	"$2,916,075 "	--	--	--
"Eastern Kentucky University (Richmond, KY) "	"$28,724 "	$0 	$0 	$150 	"$1,000 "	"$362,387 "	"$151,780 "	"$13,610 "	"$578,836 "	5.80%	--	4.90%	39.20%	12.90%	"108,671"	"6,282"	"$859,395 "	700	"$234,978 "	0	$0 	700	"$234,978 "	"$224,027 "	"$15,743 "	"$164,489 "	"$22,000 "	"$56,000 "	"$15,082 "	"$150,032 "	"$235,583 "	"$1,077,484 "	"$6,672,228 "	"$6,682,842 "	--	--	--
"Eastern Michigan University (Ypsilanti, MI) "	"$234,311 "	$0 	$520 	"$32,122 "	"$2,002 "	"$56,091 "	"$89,970 "	"$307,033 "	"$777,778 "	2.80%	--	2.80%	92.00%	24.20%	"139,251"	"3,933"	"$1,797,213 "	780	"$355,064 "	12	"$43,386 "	792	"$398,450 "	"$2,221,952 "	"$10,663 "	"$679,525 "	"$1,200 "	"$176,025 "	"$131,103 "	"$871,878 "	"$355,064 "	"$4,076,140 "	"$7,441,542 "	"$7,446,367 "	--	--	--
"Eastern New Mexico University (Portales, NM) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Eastern Oregon State College (La Grande, OR) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Eastern Washington University (Cheney, WA) "	--	--	--	--	--	--	--	--	--	6.00%	--	--	91.10%	37.10%	"79,141"	"4,753"	--	--	--	--	--	--	--	"$1,136,447 "	"$11,372 "	"$186,493 "	--	--	--	--	--	"$1,378,749 "	"$3,069,877 "	"$3,069,877 "	--	--	--
"Edinboro Univ. of Pennsylvania (Edinboro, PA) "	$0 	$0 	$0 	"$2,641 "	$0 	"$27,251 "	"$57,782 "	"$18,517 "	"$264,734 "	10.50%	--	9.50%	47.30%	18.50%	"42,582"	"4,451"	"$498,533 "	265	"$134,695 "	0	$0 	265	"$134,695 "	"$728,552 "	"$10,955 "	"$168,155 "	$0 	"$85,658 "	"$23,500 "	"$451,533 "	"$134,695 "	"$1,263,088 "	"$2,692,181 "	"$2,692,181 "	--	--	--
"Emporia State University (Emporia, KS) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Evergreen State College (Olympia, WA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
