unitid,efres01,efres02,line,out_stat
"130697","1","1","28",""
"130697","4","4","29",""
"130697","2","2","30",""
"130697","7","6","33",""
"130697","59","52","34",""
"130697","4","4","35",""
"130697","189","167","36",""
"130697","2","2","37",""
"130697","9","8","39",""
"130697","2","2","40",""
"130697","4","4","41",""
"130697","32","28","42",""
"130697","4","4","44",""
"130697","5","4","45",""
"130697","1","1","47",""
"130697","9","8","48",""
"130697","4","4","50",""
"130697","14","12","51",""
"130697","10","9","53",""
"130697","2","2","54",""
"130697","9","8","55",""
"130697","1","1","57",""
"130697","4","4","61",""
"130697","3","3","63",""
"130697","24","21","64",""
"130697","707","630","65",""
"130776","1","0","6",""
"130776","867","338","9",""
"130776","2","0","10",""
"130776","2","1","12",""
"130776","1","0","13",""
"130776","1","0","23",""
"130776","8","5","25",""
"130776","16","13","34",""
"130776","75","27","36",""
"130776","1","0","42",""
"130776","1","0","50",""
"130776","15","2","64",""
"130776","990","386","65",""
"130794","6","6","1",""
"130794","3","3","2",""
"130794","8","8","4",""
"130794","4","4","5",""
"130794","139","133","6",""
"130794","4","4","8",""
"130794","114","106","9",""
"130794","2","1","10",""
"130794","10","10","11",""
"130794","40","37","12",""
"130794","22","22","13",""
"130794","8","8","15",""
"130794","3","3","16",""
"130794","47","46","17",""
"130794","7","6","18",""
"130794","8","7","19",""
"130794","6","6","20",""
"130794","10","8","21",""
"130794","4","4","22",""
"130794","6","6","23",""
"130794","45","44","24",""
"130794","103","100","25",""
"130794","17","17","26",""
"130794","15","13","27",""
"130794","6","5","28",""
"130794","15","15","29",""
"130794","4","4","30",""
"130794","1","1","31",""
"130794","2","2","32",""
"130794","7","7","33",""
"130794","83","81","34",""
"130794","2","2","35",""
"130794","233","229","36",""
"128258","1","0","24",""
"128258","1","0","28",""
"128258","1","1","34",""
"128258","13","1","35",""
"128258","1","0","39",""
"128258","1","1","40",""
"128258","2","1","42",""
"128258","1","0","46",""
"128258","1","0","47",""
"128258","2","1","48",""
"128258","1","1","50",""
"128258","1","0","56",""
"128258","11","1","57",""
"128258","13","0","64",""
"128258","361","123","65",""
"128328","15","14","1",""
"128328","4","4","2",""
"128328","14","13","4",""
"128328","12","11","5",""
"128328","101","97","6",""
"128328","57","55","8",""
"128328","9","9","9",""
"128328","3","3","10",""
"128328","1","1","11",""
"128328","52","51","12",""
"128328","24","24","13",""
"128328","7","6","15",""
"128328","7","7","16",""
"128328","40","40","17",""
"128328","18","18","18",""
"128328","22","21","19",""
"128328","21","20","20",""
"128328","20","17","21",""
"128328","12","12","22",""
"128328","2","2","23",""
"128328","15","14","24",""
"128328","19","18","25",""
"128328","26","25","26",""
"128328","30","29","27",""
"128328","11","11","28",""
"128328","28","26","29",""
"128328","11","10","30",""
"128328","7","7","31",""
"128328","11","11","32",""
"128328","8","7","33",""
"128328","28","26","34",""
"128328","39","39","35",""
"128328","40","37","36",""
"128328","28","27","37",""
"128328","5","5","38",""
"128328","47","42","39",""
"128328","20","20","40",""
"128328","10","10","41",""
"128328","38","37","42",""
"128328","4","4","44",""
"128328","16","16","45",""
"128328","6","6","46",""
"128328","16","15","47",""
"128328","120","113","48",""
"128328","10","9","49",""
"128328","2","2","50",""
"128328","34","32","51",""
"128328","28","26","53",""
"128328","4","4","54",""
"128328","27","27","55",""
"128328","5","5","56",""
"128328","1","","57",""
"128328","2","2","61",""
"128328","23","16","64",""
"128328","1160","1103","65",""
"128391","429","381","8",""
"128391","306","274","57",""
"128391","735","655","65",""
"128425","1","1","26",""
"128425","1","1","34",""
"128425","9","9","36",""
"128425","1","1","48",""
"128425","2","2","64",""
"128425","14","14","65",""
"128498","58","55","9",""
"128498","1","1","20",""
"128498","2","2","23",""
"128498","3","3","25",""
"128498","1","1","33",""
"128498","2","2","34",""
"128498","5","3","36",""
"128498","2","0","64",""
"128498","74","67","65",""
"128577","155","35","9",""
"128577","4","0","64",""
"128577","159","35","65",""
"128586","1","1","65",""
"128586","1","1","66",""
"128683","1","1","6",""
"128683","133","74","9",""
"128683","1","1","12",""
"128683","135","76","65",""
"128708","14","4","9",""
"128708","14","4","65",""
"128744","34","6","9",""
"128744","5","3","36",""
"128744","7","0","64",""
"128744","46","9","65",""
"128771","898","837","9",""
"128771","1","1","18",""
"128771","1","1","22",""
"128771","1","0","24",""
"128771","17","10","25",""
"128771","1","1","33",""
"128771","18","16","34",""
"128771","25","25","36",""
"128771","1","1","39",""
"128771","1","1","50",""
"128771","23","2","64",""
"128771","987","895","65",""
"128902","2","2","1",""
"128902","1","1","2",""
"128902","4","4","4",""
"128902","11","10","6",""
"128902","6","5","8",""
"128902","77","76","9",""
"128902","4","4","11",""
"128902","5","5","12",""
"128902","2","2","13",""
"128902","10","10","17",""
"128902","1","1","18",""
"128902","1","1","19",""
"128902","2","1","20",""
"128902","4","4","21",""
"128902","10","10","23",""
"128902","11","11","24",""
"128902","96","95","25",""
"128902","1","1","26",""
"128902","1","1","27",""
"128902","3","3","29",""
"128902","10","9","33",""
"128902","33","32","34",""
"128902","60","59","36",""
"128902","2","2","37",""
"128902","4","4","39",""
"128902","2","2","40",""
"128902","4","4","41",""
"128902","19","17","42",""
"128902","15","15","44",""
"128902","1","1","45",""
"128902","3","3","47",""
"128902","7","7","48",""
"128902","1","1","49",""
"128902","4","4","50",""
"128902","5","5","51",""
"128902","3","3","53",""
"128902","1","1","55",""
"128902","16","15","64",""
"128902","442","431","65",""
"129020","4","3","6",""
"129020","1","1","8",""
"129020","2300","1954","9",""
"129020","1","1","11",""
"129020","6","5","12",""
"129020","2","2","13",""
"129020","1","1","15",""
"129020","3","3","17",""
"129020","2","2","18",""
"129020","2","2","22",""
"129020","35","30","23",""
"129020","11","9","24",""
"129020","153","130","25",""
"129020","2","2","26",""
"129020","2","2","29",""
"129020","1","1","30",""
"129020","22","19","31",""
"129020","100","85","33",""
"129020","113","96","36",""
"129020","2","2","39",""
"129020","1","1","40",""
"129020","2","2","41",""
"129020","18","15","42",""
"129020","32","27","44",""
"129020","1","1","45",""
"129020","3","3","48",""
"129020","9","8","50",""
"129020","3","3","51",""
"129020","1","1","53",""
"129020","3","3","57",""
"129020","3","3","61",""
"129020","36","31","64",""
"129020","2875","2448","65",""
"129215","3","0","6",""
"129215","543","444","9",""
"129215","1","1","12",""
"129215","1","0","15",""
"129215","1","0","17",""
"129215","1","0","19",""
"129215","2","1","23",""
"129215","5","4","25",""
"129215","1","0","27",""
"129215","2","2","33",""
"129215","2","2","34",""
"129215","1","0","35",""
"129215","9","8","36",""
"129215","10","8","44",""
"129215","3","3","45",""
"129215","1","1","50",""
"129215","3","0","56",""
"129215","3","0","61",""
"129215","6","1","64",""
"129215","598","475","65",""
"129242","1","1","4",""
"129242","8","8","6",""
"129242","1","1","8",""
"129242","288","280","9",""
"129242","1","1","11",""
"129242","6","6","12",""
"129242","3","3","13",""
"129242","4","4","17",""
"129242","1","1","18",""
"129242","1","1","21",""
"129242","10","10","23",""
"129242","12","12","24",""
"129242","126","126","25",""
"129242","2","2","29",""
"129242","2","2","31",""
"129242","1","1","32",""
"129242","4","4","33",""
"129242","119","119","34",""
"129242","228","228","36",""
"129242","1","1","37",""
"129242","6","6","39",""
"129242","1","1","40",""
"129242","1","1","41",""
"129242","32","32","42",""
"129242","12","12","44",""
"129242","4","4","48",""
"129242","4","4","50",""
"129242","3","3","51",""
"129242","3","3","55",""
"129242","4","4","61",""
"129242","6","6","64",""
"129242","895","887","65",""
"129367","299","61","9",""
"129367","2","1","57",""
"129367","5","1","63",""
"129367","3","0","64",""
"129367","309","63","65",""
"129376","207","108","9",""
"129376","2","2","64",""
"129376","209","110","65",""
"129507","155","60","9",""
"129507","1","0","64",""
"129507","156","60","65",""
"129525","6","5","6",""
"129525","2","2","8",""
"129525","351","239","9",""
"129525","1","1","10",""
"129525","1","0","11",""
"129525","20","18","12",""
"129525","3","0","13",""
"129525","1","0","15",""
"129525","5","5","17",""
"129525","12","12","23",""
"129525","21","15","24",""
"129525","130","111","25",""
"129525","2","2","26",""
"129525","2","1","27",""
"129525","20","17","33",""
"129525","121","105","34",""
"129525","206","174","36",""
"129525","1","1","38",""
"129525","4","3","39",""
"129525","36","33","42",""
"129525","21","20","44",""
"129525","2","1","47",""
"129525","1","1","48",""
"129525","9","6","50",""
"129525","5","5","51",""
"129525","4","2","53",""
"129525","2","2","55",""
"129525","8","3","57",""
"129525","8","3","61",""
"129525","63","8","64",""
"129525","1068","795","65",""
"129534","8","7","9",""
"129534","8","7","65",""
"129543","861","204","9",""
"129543","4","1","64",""
"129543","865","205","65",""
"129695","1262","611","9",""
"129695","3","0","25",""
"129695","1","0","33",""
"129695","1","0","36",""
"129695","6","4","64",""
"129695","1273","615","65",""
"129729","765","420","9",""
"129729","13","9","64",""
"129729","778","429","65",""
"129756","325","173","9",""
"129756","2","2","36",""
"129756","1","0","64",""
"129756","328","175","65",""
"129774","90","77","9",""
"129774","1","1","10",""
"129774","1","1","11",""
"129774","3","1","12",""
"129774","5","4","23",""
"129774","7","7","24",""
"129774","32","29","25",""
"129774","9","8","33",""
"129774","20","17","34",""
"127185","6","5","39",""
"127185","6","6","40",""
"127185","2","2","41",""
"127185","13","11","42",""
"127185","1","1","45",""
"127185","1","1","46",""
"127185","9","9","48",""
"127185","7","7","49",""
"127185","1","1","50",""
"127185","5","5","51",""
"127185","2","1","53",""
"127185","11","11","55",""
"127185","2","2","56",""
"127185","1","1","57",""
"127185","995","885","65",""
"127200","6","1","6",""
"127200","2811","309","8",""
"127200","1","0","17",""
"127200","2","1","24",""
"127200","1","0","31",""
"127200","1","0","34",""
"127200","1","0","36",""
"127200","1","0","39",""
"127200","3","0","56",""
"127200","180","11","57",""
"127200","72","6","64",""
"127200","3079","328","65",""
"127291","15","12","8",""
"127291","15","12","65",""
"127389","211","87","8",""
"127389","34","14","57",""
"127389","245","101","65",""
"127556","7","6","2",""
"127556","4","2","4",""
"127556","10","9","6",""
"127556","861","554","8",""
"127556","3","3","13",""
"127556","3","2","15",""
"127556","1","1","16",""
"127556","2","2","17",""
"127556","4","3","18",""
"127556","3","3","20",""
"127556","1","1","25",""
"127556","1","1","26",""
"127556","1","1","29",""
"127556","1","1","30",""
"127556","1","0","31",""
"127556","1","1","32",""
"127556","9","9","35",""
"127556","2","2","36",""
"127556","1","1","39",""
"127556","1","1","40",""
"127556","1","1","42",""
"127556","4","3","48",""
"127556","8","8","49",""
"127556","1","1","50",""
"127556","1","1","51",""
"127556","1","1","53",""
"127556","4","4","56",""
"127556","12","1","64",""
"127556","949","623","65",""
"127565","1637","1015","8",""
"127565","2","2","20",""
"127565","1","1","31",""
"127565","1","1","32",""
"127565","1","1","48",""
"127565","1","1","56",""
"127565","1643","1021","65",""
"127592","28","1","8",""
"127592","28","1","65",""
"127617","139","22","8",""
"127617","22","1","57",""
"127617","161","23","65",""
"127680","1","0","5",""
"127680","75","30","8","1"
"127680","1","0","12",""
"127680","1","0","22",""
"127680","1","0","24",""
"127680","1","0","27","1"
"127680","1","0","30",""
"127680","1","0","31",""
"127680","2","1","39",""
"127680","1","0","48",""
"127680","1","0","50",""
"127680","1","0","64",""
"127680","87","31","65",""
"127699","1","0","1",""
"127699","1","0","4",""
"127699","1","0","5",""
"127699","2","1","6",""
"127699","80","32","8","1"
"127699","2","1","27","1"
"127699","1","0","35","1"
"127699","1","0","47",""
"127699","1","0","48",""
"127699","1","0","49",""
"127699","91","34","65",""
"127714","1","1","5",""
"127714","1","1","6","1"
"127714","6","5","8",""
"127714","1","1","12","1"
"127714","1","1","13","1"
"127714","1","1","17",""
"127714","2","2","18",""
"127714","2","2","21",""
"127714","2","2","26","1"
"127714","1","1","29","1"
"127714","1","1","32",""
"127714","1","1","34",""
"127714","2","2","37",""
"127714","4","3","39",""
"127714","3","2","42",""
"127714","2","2","45",""
"127714","1","1","47",""
"127714","2","2","48","1"
"127714","1","1","50",""
"127714","2","2","51",""
"127714","1","1","54","1"
"127714","38","35","65",""
"127732","1","0","6",""
"127732","419","151","8",""
"127732","1","0","12",""
"127732","3","1","18",""
"127732","3","1","20",""
"127732","12","4","31",""
"127732","1","0","37",""
"127732","1","0","39",""
"127732","5","2","48",""
"127732","2","1","53",""
"127732","1","0","57",""
"127732","3","1","64",""
"127732","452","161","65",""
"127741","1","1","4",""
"127741","15","14","6",""
"127741","1429","1207","8",""
"127741","3","2","9",""
"127741","8","8","30",""
"127741","11","11","31",""
"127741","5","4","32",""
"127741","9","8","36",""
"127741","3","2","39",""
"127741","2","2","40",""
"127741","5","4","41",""
"127741","5","3","46",""
"127741","1","0","47",""
"127741","6","5","48",""
"127741","3","3","49",""
"127741","1","1","50",""
"127741","4","3","53",""
"127741","1","0","54",""
"127741","11","8","56",""
"127741","94","87","57",""
"127741","6","2","64",""
"127741","1623","1375","65",""
"127778","1","1","1",""
"127778","263","89","8",""
"127778","3","3","13",""
"127778","1","1","18",""
"127778","1","1","22",""
"127778","1","1","26",""
"127778","2","0","30",""
"127778","3","3","35",""
"127778","2","2","37",""
"127778","2","1","39",""
"127778","1","1","48",""
"127778","1","1","51",""
"127778","1","0","53",""
"127778","9","2","64",""
"127778","291","106","65",""
"127787","508","206","8",""
"127787","508","206","65",""
"127820","4","0","1",""
"127820","5","0","2",""
"127820","4","0","4",""
"127820","201","1","5",""
"127820","53","5","6",""
"127820","1732","256","8",""
"127820","4","0","9",""
"127820","1","0","10",""
"127820","2","0","11",""
"127820","32","1","12",""
"127820","9","0","13",""
"127820","7","1","15",""
"127820","4","2","16",""
"127820","19","1","17",""
"127820","7","0","18",""
"127820","4","0","19",""
"127820","7","0","20",""
"127820","5","0","21",""
"127820","5","0","22",""
"127820","1","0","23",""
"127820","7","1","24",""
"127820","5","0","25",""
"127820","15","2","26",""
"127820","6","2","27",""
"127820","2","0","28",""
"127820","10","3","29",""
"127820","3","0","30",""
"127820","7","0","31",""
"127820","2","0","32",""
"127820","6","0","34",""
"127820","18","0","35",""
"127820","25","3","36",""
"127820","7","0","37",""
"127820","2","0","38",""
"127820","17","1","39",""
"127820","53","0","40",""
"127820","15","1","42",""
"127820","1","0","44",""
"127820","7","0","45",""
"127820","5","0","46",""
"127820","3","0","47",""
"127820","42","5","48",""
"127820","36","0","49",""
"127820","1","0","50",""
"127820","12","0","51",""
"127820","11","1","53",""
"127820","4","0","54",""
"127820","8","0","55",""
"127820","3","0","56",""
"127820","12","0","57",""
"127820","5","0","61",""
"127820","44","10","64",""
"127820","2500","296","65",""
"127884","718","153","8",""
"127884","718","153","65",""
"127909","781","182","8",""
"127909","47","8","57",""
"127909","828","190","65",""
"127918","1","1","1",""
"127918","10","10","4",""
"127918","28","27","6",""
"127918","191","134","8",""
"127918","2","1","9",""
"127918","5","5","12",""
"127918","2","1","13",""
"127918","1","1","16",""
"127918","10","10","17",""
"127918","1","1","19",""
"127918","4","4","20",""
"127918","1","1","21",""
"127918","2","2","22",""
"127918","2","2","25",""
"127918","1","1","26",""
"127918","7","7","27",""
"127918","13","12","29",""
"127918","3","3","30",""
"127918","4","4","31",""
"127918","2","0","33",""
"127918","2","2","34",""
"127918","4","4","35",""
"127918","3","2","36",""
"127918","4","4","39",""
"127918","7","7","40",""
"127918","3","3","41",""
"127918","1","1","42",""
"127918","3","3","47",""
"127918","12","11","48",""
"127918","1","1","50",""
"127918","1","1","51",""
"127918","7","7","53",""
"127918","4","4","55",""
"127918","4","3","56",""
"127918","1","0","57",""
"127918","1","1","61",""
"127918","1","1","64",""
"127918","349","282","65",""
"127945","46","35","8",""
"127945","1","1","18",""
"127945","1","","23",""
"127945","1","","29",""
"127945","1","1","31",""
"127945","1","1","44",""
"127945","1","0","53",""
"127945","4","4","56",""
"127945","3","0","64",""
"127945","59","42","65",""
"128106","8","7","2",""
"128106","3","2","6",""
"128106","621","460","8",""
"128106","2","2","9",""
"128106","1","1","13",""
"128106","1","1","15",""
"128106","3","3","16",""
"128106","6","6","18",""
"128106","1","1","21",""
"128106","2","1","25",""
"128106","1","0","26",""
"128106","1","1","28",""
"128106","2","1","33",""
"128106","10","9","36",""
"128106","1","1","37",""
"128106","1","1","41",""
"128106","1","1","42",""
"128106","1","1","47",""
"128106","1","1","49",""
"128106","1","1","51",""
"128106","1","1","56",""
"128106","13","3","57",""
"128106","682","505","65",""
"128179","186","75","8","1"
"128179","186","75","65","1"
"128188","132","53","8",""
"128188","132","53","65",""
"128258","1","1","4",""
"128258","307","114","8",""
"128258","1","1","17",""
"128258","2","0","22",""
"142276","6","5","30",""
"142276","5","5","32",""
"142276","1","","35",""
"142276","1","1","36",""
"142276","5","5","41",""
"142276","2","2","47",""
"142276","3","3","48",""
"142276","12","6","49",""
"142276","4","3","53",""
"142276","2","1","55",""
"142276","12","9","56",""
"142276","18","10","64",""
"142276","1525","912","65",""
"142285","2","2","1",""
"142285","42","39","2",""
"142285","2","2","4",""
"142285","24","21","6",""
"142285","2","2","8",""
"142285","3","3","12",""
"142285","1","1","13",""
"142285","13","13","15",""
"142285","856","769","16",""
"142285","3","2","17",""
"142285","1","1","19",""
"142285","2","2","22",""
"142285","5","5","23",""
"142285","1","1","24",""
"142285","3","2","29",""
"142285","32","29","30",""
"142285","2","2","31",""
"142285","6","6","32",""
"142285","1","1","33",""
"142285","6","5","36",""
"142285","2","2","39",""
"142285","114","111","41",""
"142285","1","1","42",""
"142285","1","1","47",""
"142285","2","1","48",""
"142285","3","3","49",""
"142285","1","1","50",""
"142285","5","5","51",""
"142285","181","172","53",""
"142285","1","","54",""
"142285","2","2","55",""
"142285","4","4","56",""
"142285","12","12","64",""
"142285","1336","1223","65",""
"142294","2","2","2",""
"142294","12","10","6",""
"142294","109","88","16",""
"142294","1","1","23",""
"142294","2","2","30",""
"142294","5","4","32",""
"142294","1","1","36",""
"142294","1","1","39",""
"142294","13","10","41",""
"142294","1","1","49",""
"142294","1","1","50",""
"142294","8","6","53",""
"142294","12","10","57",""
"142294","6","5","64",""
"142294","174","142","65",""
"142328","3","2","2",""
"142328","2","1","6",""
"142328","1","1","15",""
"142328","435","216","16",""
"142328","3","3","30",""
"142328","1","1","36",""
"142328","2","","39",""
"142328","2","2","41",""
"142328","1","1","49",""
"142328","60","27","53",""
"142328","24","1","64",""
"142328","534","255","65",""
"142337","171","103","16",""
"142337","1","1","32",""
"142337","5","5","41",""
"142337","1","0","64",""
"142337","178","109","65",""
"142443","21","12","2",""
"142443","3","1","4",""
"142443","27","16","6",""
"142443","3","","8",""
"142443","1","1","11",""
"142443","1","1","12",""
"142443","1","1","15",""
"142443","928","432","16",""
"142443","1","1","17",""
"142443","1","","18",""
"142443","1","1","19",""
"142443","1","","22",""
"142443","1","","23",""
"142443","1","","24",""
"142443","1","","26",""
"142443","1","","27",""
"142443","122","61","30",""
"142443","2","","32",""
"142443","1","","35",""
"142443","2","","36",""
"142443","2","","38",""
"142443","1","","39",""
"142443","1","","40",""
"142443","12","6","41",""
"142443","1","1","42",""
"142443","1","","45",""
"142443","1","","47",""
"142443","1","","48",""
"142443","1","","49",""
"142443","1","","50",""
"142443","1","1","51",""
"142443","62","48","53",""
"142443","8","4","64",""
"142443","1213","587","65",""
"142461","21","18","2",""
"142461","1","1","4",""
"142461","12","11","6",""
"142461","12","12","8",""
"142461","1","1","12",""
"142461","2","2","13",""
"142461","106","91","16",""
"142461","1","1","17",""
"142461","1","1","20",""
"142461","1","1","26",""
"142461","1","1","27",""
"142461","5","5","30",""
"142461","2","2","31",""
"142461","3","3","32",""
"142461","1","1","35",""
"142461","51","49","41",""
"142461","1","1","48",""
"142461","1","1","49",""
"142461","61","57","53",""
"142461","2","2","56",""
"142461","286","261","65",""
"142522","6","6","1",""
"142522","8","8","2",""
"142522","49","49","4",""
"142522","2","2","5",""
"142522","268","253","6",""
"142522","99","88","8",""
"142522","3","2","9",""
"142522","3","3","10",""
"142522","1","1","11",""
"142522","17","16","12",""
"142522","11","8","13",""
"142522","11","10","15",""
"142522","955","872","16",""
"142522","19","18","17",""
"142522","15","13","18",""
"142522","13","11","19",""
"142522","5","4","20",""
"142522","9","8","21",""
"142522","9","8","22",""
"142522","3","3","23",""
"142522","16","16","24",""
"142522","5","4","25",""
"142522","18","18","26",""
"142522","12","12","27",""
"142522","2","1","28",""
"142522","18","17","29",""
"142522","56","51","30",""
"142522","5","5","31",""
"142522","33","33","32",""
"142522","2","2","33",""
"142522","4","3","34",""
"142522","13","11","35",""
"142522","26","25","36",""
"142522","19","15","37",""
"142522","3","1","38",""
"142522","16","16","39",""
"142522","9","9","40",""
"142522","159","156","41",""
"142522","27","27","42",""
"142522","10","10","45",""
"142522","8","6","47",""
"142522","44","44","48",""
"142522","446","438","49",""
"142522","4","4","50",""
"142522","45","40","51",""
"142522","239","231","53",""
"142522","12","11","55",""
"142522","56","52","56",""
"142522","8","8","57",""
"142522","115","89","64",""
"142522","2936","2738","65",""
"142559","1","1","2",""
"142559","2","2","4",""
"142559","4","2","6",""
"142559","4","2","8",""
"142559","1","0","9",""
"142559","1","0","15",""
"142559","908","317","16",""
"142559","1","1","18",""
"142559","2","0","26",""
"142559","1","1","27",""
"142559","4","1","30",""
"142559","41","29","32",""
"142559","1","1","35",""
"142559","11","7","41",""
"142559","7","5","49",""
"142559","5","2","53",""
"142559","1","0","55",""
"142559","3","3","56",""
"142559","28","2","64",""
"142559","1026","376","65",""
"142753","53","39","65",""
"142753","53","39","66",""
"142887","154","83","17",""
"142887","28","21","18",""
"142887","1","0","25",""
"142887","2","0","26",""
"142887","1","1","29",""
"142887","2","1","55",""
"142887","188","106","65",""
"142902","9","5","17",""
"142902","2","0","18",""
"142902","1","0","21",""
"142902","1","1","29",""
"142902","1","0","55",""
"142902","2","0","64",""
"142902","16","6","65",""
"143048","1","0","4",""
"143048","4","4","6",""
"143048","2","1","8",""
"143048","8","8","9",""
"143048","1","1","10",""
"143048","1","1","11",""
"143048","3","3","12",""
"143048","4","3","13",""
"143048","61","48","17",""
"143048","7","6","18",""
"143048","3","3","19",""
"143048","1","1","20",""
"143048","1","1","21",""
"143048","2","2","22",""
"143048","7","7","24",""
"143048","7","6","25",""
"143048","13","11","26",""
"143048","3","3","27",""
"143048","1","1","28",""
"143048","4","4","29",""
"143048","3","3","31",""
"143048","1","1","33",""
"143048","3","3","34",""
"143048","1","1","35",""
"143048","9","9","36",""
"143048","5","4","37",""
"143048","4","4","39",""
"143048","1","1","41",""
"143048","8","8","42",""
"143048","2","2","44",""
"143048","3","2","45",""
"143048","2","2","47",""
"143048","11","9","48",""
"143048","3","3","51",""
"143048","8","8","55",""
"143048","1","1","57",""
"143048","3","3","64",""
"143048","202","178","65",""
"143084","2","2","4",""
"143084","3","3","6",""
"143084","3","3","8",""
"143084","2","2","9",""
"143084","3","3","12",""
"143084","438","438","17",""
"143084","3","3","18",""
"143084","38","38","19",""
"143084","2","2","21",""
"143084","1","1","24",""
"143084","5","5","26",""
"143084","7","7","27",""
"143084","5","5","29",""
"143084","1","1","31",""
"143084","3","3","39",""
"143084","1","1","41",""
"143084","1","1","49",""
"143084","1","1","53",""
"143084","10","10","55",""
"143084","13","12","64",""
"143084","542","541","65",""
"143118","1","1","4",""
"143118","1","1","16",""
"143118","105","93","17",""
"143118","12","10","18",""
"143118","1","1","19",""
"143118","1","1","24",""
"143118","1","1","26",""
"143118","2","2","29",""
"143118","1","1","39",""
"143118","1","1","64",""
"143118","126","112","65",""
"143163","1","1","12",""
"143163","81","55","17",""
"143163","3","2","18",""
"143163","2","2","19",""
"143163","2","1","20",""
"143163","1","1","27",""
"143163","1","1","28",""
"143163","1","1","29",""
"143163","4","2","40",""
"143163","1","1","42",""
"143163","2","2","55",""
"143163","3","0","57",""
"143163","5","4","64",""
"143163","107","73","65",""
"143215","3340","1226","17",""
"143215","1","1","19",""
"143215","1","1","25",""
"141264","2","2","24",""
"141264","2","2","29",""
"141264","1","1","33",""
"141264","1","1","34",""
"141264","1","1","36",""
"141264","1","1","42",""
"141264","2","1","48",""
"141264","3","2","51",""
"141264","1","0","55",""
"141264","1","1","63",""
"141264","18","13","64",""
"141264","1182","1021","65",""
"141273","3","2","1",""
"141273","1","0","12",""
"141273","237","44","13",""
"141273","10","2","47",""
"141273","251","48","65",""
"141307","335","127","13","1"
"141307","335","127","65",""
"141325","5","5","1",""
"141325","1","1","4",""
"141325","1","1","5",""
"141325","1","1","8",""
"141325","35","35","12",""
"141325","66","66","13",""
"141325","7","7","22",""
"141325","1","1","27",""
"141325","1","1","28",""
"141325","1","1","36",""
"141325","1","1","37",""
"141325","2","2","45",""
"141325","5","5","47",""
"141325","4","4","48",""
"141325","3","3","64",""
"141325","134","134","65",""
"141334","11","9","1",""
"141334","1","","4",""
"141334","7","5","12",""
"141334","1287","1105","13",""
"141334","1","1","17",""
"141334","1","1","20",""
"141334","1","1","21",""
"141334","1","1","25",""
"141334","3","3","34",""
"141334","1","1","36",""
"141334","2","2","37",""
"141334","1","1","42",""
"141334","2","2","45",""
"141334","1","1","47",""
"141334","1","1","48",""
"141334","5","5","51",""
"141334","1","1","55",""
"141334","1","1","63",""
"141334","6","4","64",""
"141334","1334","1145","65",""
"141361","1","1","1",""
"141361","1","1","2",""
"141361","12","12","12",""
"141361","303","298","13",""
"141361","13","13","37",""
"141361","1","1","39",""
"141361","1","1","48",""
"141361","3","3","64",""
"141361","335","330","65",""
"141486","1","","4",""
"141486","1","1","5",""
"141486","17","9","6",""
"141486","1","1","8",""
"141486","2","2","9",""
"141486","1","","10",""
"141486","6","1","12",""
"141486","4","","13",""
"141486","125","53","15",""
"141486","5","2","17",""
"141486","5","","18",""
"141486","1","","21",""
"141486","1","","22",""
"141486","1","","23",""
"141486","3","","24",""
"141486","4","2","25",""
"141486","4","","26",""
"141486","2","","27",""
"141486","1","","30",""
"141486","1","","31",""
"141486","1","","32",""
"141486","1","","34",""
"141486","2","1","35",""
"141486","6","2","36",""
"141486","1","","37",""
"141486","7","2","39",""
"141486","3","","40",""
"141486","3","2","41",""
"141486","3","1","42",""
"141486","1","","45",""
"141486","1","","46",""
"141486","3","","47",""
"141486","10","2","48",""
"141486","2","","50",""
"141486","2","1","51",""
"141486","2","","53",""
"141486","1","","54",""
"141486","3","","55",""
"141486","5","4","58",""
"141486","2","2","59",""
"141486","9","9","62",""
"141486","37","7","64",""
"141486","291","104","65",""
"141565","1","","2",""
"141565","10","10","6",""
"141565","1","1","8",""
"141565","2","1","12",""
"141565","267","246","15",""
"141565","2","2","17",""
"141565","1","1","19",""
"141565","1","1","30",""
"141565","1","1","33",""
"141565","2","2","34",""
"141565","1","1","35",""
"141565","1","1","41",""
"141565","2","1","51",""
"141565","3","3","53",""
"141565","1","1","58",""
"141565","1","1","59",""
"141565","7","5","62",""
"141565","7","3","64",""
"141565","311","281","65",""
"141574","1","1","2",""
"141574","1","1","4",""
"141574","21","19","6",""
"141574","2","2","8",""
"141574","1","1","9",""
"141574","3","2","12",""
"141574","2","2","13",""
"141574","1517","1479","15",""
"141574","4","4","17",""
"141574","3","3","18",""
"141574","1","1","20",""
"141574","1","1","23",""
"141574","2","1","24",""
"141574","1","","25",""
"141574","1","1","26",""
"141574","1","1","27",""
"141574","1","1","31",""
"141574","1","","34",""
"141574","2","2","36",""
"141574","4","4","39",""
"141574","2","2","40",""
"141574","1","1","41",""
"141574","1","1","42",""
"141574","1","1","47",""
"141574","3","3","48",""
"141574","1","1","49",""
"141574","1","1","51",""
"141574","3","3","53",""
"141574","1","1","57",""
"141574","3","3","58",""
"141574","7","7","59",""
"141574","29","12","64",""
"141574","1623","1562","65",""
"141644","6","1","1",""
"141644","5","3","2",""
"141644","2","1","4",""
"141644","5","0","5",""
"141644","93","39","6",""
"141644","6","3","8",""
"141644","6","1","9",""
"141644","3","1","10",""
"141644","2","0","11",""
