unitid,"xf2a01",f2a01,"xf2a02",f2a02,"xf2a03",f2a03,"xf2a03a",f2a03a,"xf2a04",f2a04,"xf2a05",f2a05,"xf2a05a",f2a05a,"xf2a05b",f2a05b,"xf2a06",f2a06,"xf2a11",f2a11,"xf2a12",f2a12,"xf2a13",f2a13,"xf2a14",f2a14,"xf2a15",f2a15,"xf2a16",f2a16,"xf2a17",f2a17,"xf2a18",f2a18,"xf2a19",f2a19,f2a20,"xf2a20","xf2b01",f2b01,"xf2b02",f2b02,"xf2b03",f2b03,"xf2b04",f2b04,"xf2b05",f2b05,"xf2b06",f2b06,"xf2b07",f2b07,"xf2c01",f2c01,"xf2c02",f2c02,"xf2c03",f2c03,"xf2c04",f2c04,"xf2c05",f2c05,"xf2c06",f2c06,"xf2c07",f2c07,"xf2c08",f2c08,"xf2c09",f2c09,"xf2d01",f2d01,"xf2d012",f2d012,"xf2d013",f2d013,"xf2d014",f2d014,"xf2d02",f2d02,"xf2d022",f2d022,"xf2d023",f2d023,"xf2d024",f2d024,"xf2d03",f2d03,"xf2d032",f2d032,"xf2d033",f2d033,"xf2d034",f2d034,"xf2d04",f2d04,"xf2d042",f2d042,"xf2d043",f2d043,"xf2d044",f2d044,"xf2d05",f2d05,"xf2d052",f2d052,"xf2d053",f2d053,"xf2d054",f2d054,"xf2d06",f2d06,"xf2d062",f2d062,"xf2d063",f2d063,"xf2d064",f2d064,"xf2d07",f2d07,"xf2d072",f2d072,"xf2d073",f2d073,"xf2d074",f2d074,"xf2d08",f2d08,"xf2d082",f2d082,"xf2d083",f2d083,"xf2d084",f2d084,"xf2d08a",f2d08a,"xf2d082a",f2d082a,"xf2d083a",f2d083a,"xf2d084a",f2d084a,"xf2d08b",f2d08b,"xf2d082b",f2d082b,"xf2d083b",f2d083b,"xf2d084b",f2d084b,"xf2d09",f2d09,"xf2d092",f2d092,"xf2d093",f2d093,"xf2d094",f2d094,"xf2d10",f2d10,"xf2d102",f2d102,"xf2d103",f2d103,"xf2d104",f2d104,"xf2d11",f2d11,"xf2d112",f2d112,"xf2d12",f2d12,"xf2d122",f2d122,"xf2d13",f2d13,"xf2d132",f2d132,"xf2d14",f2d14,"xf2d142",f2d142,"xf2d143",f2d143,"xf2d144",f2d144,"xf2d15",f2d15,"xf2d152",f2d152,"xf2d153",f2d153,"xf2d154",f2d154,"xf2d16",f2d16,"xf2d162",f2d162,"xf2d163",f2d163,"xf2d164",f2d164,"xf2d172",f2d172,"xf2d173",f2d173,"xf2d182",f2d182,"xf2d183",f2d183,"xf2d184",f2d184,"xf2e011",f2e011,"xf2e012",f2e012,"xf2e013",f2e013,"xf2e014",f2e014,"xf2e015",f2e015,"xf2e016",f2e016,"xf2e017",f2e017,"xf2e021",f2e021,"xf2e022",f2e022,"xf2e023",f2e023,"xf2e024",f2e024,"xf2e025",f2e025,"xf2e026",f2e026,"xf2e027",f2e027,"xf2e031",f2e031,"xf2e032",f2e032,"xf2e033",f2e033,"xf2e034",f2e034,"xf2e035",f2e035,"xf2e036",f2e036,"xf2e037",f2e037,"xf2e041",f2e041,"xf2e042",f2e042,"xf2e043",f2e043,"xf2e044",f2e044,"xf2e045",f2e045,"xf2e046",f2e046,"xf2e047",f2e047,"xf2e051",f2e051,"xf2e052",f2e052,"xf2e053",f2e053,"xf2e054",f2e054,"xf2e055",f2e055,"xf2e056",f2e056,"xf2e057",f2e057,"xf2e061",f2e061,"xf2e062",f2e062,"xf2e063",f2e063,"xf2e064",f2e064,"xf2e065",f2e065,"xf2e066",f2e066,"xf2e067",f2e067,"xf2e071",f2e071,"xf2e072",f2e072,"xf2e073",f2e073,"xf2e074",f2e074,"xf2e075",f2e075,"xf2e076",f2e076,"xf2e077",f2e077,"xf2e081",f2e081,"xf2e082",f2e082,"xf2e083",f2e083,"xf2e084",f2e084,"xf2e085",f2e085,"xf2e086",f2e086,"xf2e087",f2e087,"xf2e091",f2e091,"xf2e092",f2e092,"xf2e093",f2e093,"xf2e094",f2e094,"xf2e095",f2e095,"xf2e096",f2e096,"xf2e097",f2e097,"xf2e101",f2e101,"xf2e102",f2e102,"xf2e103",f2e103,"xf2e104",f2e104,"xf2e105",f2e105,"xf2e106",f2e106,"xf2e107",f2e107,"xf2e111",f2e111,"xf2e112",f2e112,"xf2e113",f2e113,"xf2e114",f2e114,"xf2e115",f2e115,"xf2e116",f2e116,"xf2e117",f2e117,"xf2e121",f2e121,"xf2e122",f2e122,"xf2e123",f2e123,"xf2e124",f2e124,"xf2e125",f2e125,"xf2e126",f2e126,"xf2e127",f2e127,"xf2e131",f2e131,"xf2e132",f2e132,"xf2e133",f2e133,"xf2e134",f2e134,"xf2e135",f2e135,"xf2e136",f2e136,"xf2e137",f2e137,"xf2h01",f2h01,"xf2h02",f2h02,f2fha
"198871",10,"1153645",10,"26283279",10,"8649374",30,"",10,"6770699",10,"10863206",10,"9736561",30,"",10,"17633905",10,"1107360",10,"13358148",10,"6645755",13,"0",30,"",30,"",30,"",30,"",30,"","",30,10,"13398705",10,"12842401",10,"49141",10,"605445",10,"17028460",10,"0",10,"17633905",10,"1567704",10,"318986",10,"1614564",10,"0",10,"256843",10,"2293241",10,"6051338",10,"1886690",10,"0",10,"6474362",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"2137863",30,"",30,"",30,"",10,"1614564",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"1155044",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"355037",30,"",30,"",30,"",10,"1148418",30,"",10,"513417",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"13398705",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1596995",10,"1322121",10,"225396",13,"0",13,"0",13,"0",10,"49478",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"293408",10,"84687",10,"18531",13,"0",13,"0",13,"0",10,"190190",10,"412037",10,"371377",10,"40660",13,"0",13,"0",13,"0",10,"0",10,"937931",10,"671603",10,"166780",13,"0",13,"0",13,"0",10,"99548",10,"3227031",10,"926718",10,"282391",13,"0",13,"0",13,"0",10,"2017922",10,"4390501",10,"1371292",10,"290861",13,"0",13,"0",13,"0",10,"2728348",10,"1206917",30,"",30,"",30,"",30,"",30,"",10,"1206917",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"777581",10,"0",10,"0",10,"0",13,"0",13,"0",10,"777581",10,"12842401",10,"4747798",10,"1024619",10,"0",13,"0",13,"0",10,"7069984",10,"10879436",10,"11181578","1"
"198899",10,"61202478",10,"109457754",10,"40127283",30,"",10,"7835435",10,"61495036",10,"40051974",30,"",10,"69330471",10,"2367904",10,"34168811",10,"12900661",10,"0",30,"",30,"",30,"",30,"",30,"","",30,10,"26655067",10,"27853836",10,"0",10,"-1198769",10,"70982503",10,"-453263",10,"69330471",10,"1509320",10,"468106",10,"2761775",10,"0",10,"2236940",10,"7292340",10,"14268481",10,"7292340",10,"0",10,"12284250",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"1833535",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"5929520",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"-600698",30,"",30,"",30,"",10,"0",30,"",10,"6897236",30,"",10,"0",30,"",10,"0",30,"",30,"",30,"",10,"311224",30,"",30,"",30,"",10,"26655067",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"7699195",10,"6078099",13,"0",10,"365760",10,"207279",13,"0",10,"1048057",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"472991",10,"53434",13,"0",13,"0",13,"0",13,"0",10,"419557",10,"809318",10,"320724",13,"0",10,"223912",10,"126893",13,"0",10,"137789",10,"1440753",10,"640650",13,"0",10,"224221",10,"127068",13,"0",10,"448814",10,"6847082",10,"1806985",10,"2959139",10,"248060",10,"140577",13,"0",10,"1692321",10,"6765543",10,"1083150",13,"0",10,"1586143",10,"898878",13,"0",10,"3197372",13,"0",30,"",30,"",30,"",30,"",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",10,"-2648097",13,"0",13,"0",10,"2648097",10,"3818954",10,"0",10,"0",10,"1",10,"0",10,"1026665",10,"2792288",10,"27853836",10,"9983042",10,"2959139",10,"0",10,"1500695",10,"1026665",10,"12384295",10,"37862500",10,"38130682","1"
"198941",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"","",30,10,"830016",10,"1619714",30,"",30,"",30,"",30,"",30,"",10,"86328",10,"0",10,"0",10,"0",10,"5600",10,"0",10,"91928",10,"5600",10,"0",10,"743688",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"86328",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",10,"0",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"830016",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"919771",10,"882556",10,"0",10,"0",10,"0",10,"0",10,"37215",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"552173",10,"251333",10,"0",10,"0",10,"0",10,"0",10,"300840",10,"79339",10,"64000",10,"0",10,"0",10,"0",10,"0",10,"15339",10,"68431",10,"46447",10,"0",10,"0",10,"0",10,"0",10,"21984",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",13,"0",30,"",30,"",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1619714",10,"1244336",10,"0",10,"0",13,"0",13,"0",10,"375378",30,"",30,"","2"
"198950",10,"73701180",10,"171472112",10,"77373530",10,"62035199",10,"37841252",10,"56257330",10,"40867556",10,"15389774",10,"94098582",10,"7285555",10,"75046487",10,"12555068",30,"",10,"7131903",10,"0",10,"102019013",10,"40171301",10,"61847712","0",10,10,"46878203",10,"54122497",10,"-2380141",10,"-9624435",10,"103723017",10,"0",10,"94098582",10,"1409025",10,"541271",10,"5349851",10,"0",10,"1677782",10,"7672713",10,"16650642",10,"9350495",13,"0",10,"34002415",10,"34002415",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",10,"173885",10,"173885",13,"0",13,"0",10,"2185313",13,"0",10,"2185313",13,"0",10,"0",13,"0",13,"0",13,"0",10,"4655825",10,"832575",10,"787297",10,"3035953",10,"4655825",10,"832575",10,"787297",10,"3035953",10,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",10,"-2268667",10,"-961175",10,"-1336296",10,"28804",10,"868745",10,"868745",10,"6342693",10,"6342693",10,"0",13,"0",10,"0",13,"0",13,"0",13,"0",10,"917994",10,"5619065",10,"-1636314",10,"-3064757",10,"46878203",10,"46878203",13,"0",13,"0",10,"8084110",10,"-8084110",10,"54962313",10,"-8084110",10,"0",10,"18550267",10,"11179153",10,"3145470",10,"1480066",10,"1521878",10,"337720",10,"885980",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"226516",10,"128637",10,"70838",13,"0",13,"0",13,"0",10,"27041",10,"8390818",10,"2382458",10,"770770",10,"137681",10,"141570",10,"31416",10,"4926923",10,"4580194",10,"2302797",10,"714879",10,"240941",10,"247748",10,"54978",10,"1018851",10,"12128833",10,"5139580",10,"1405063",10,"206521",10,"212355",10,"47124",10,"5118190",10,"8032859",10,"193975",10,"56376",10,"1376806",10,"1415700",10,"314157",10,"4675845",10,"2213010",30,"",30,"",30,"",30,"",30,"",10,"2213010",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"1417839",10,"391884",10,"-3442015",13,"0",13,"0",10,"1632292",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"54122497",10,"22744439",10,"6555280",10,"0",10,"3539251",10,"785395",10,"20498132",10,"85586680",10,"82431716","1"
"198969",10,"16222416",10,"69739914",10,"28561043",30,"",10,"29319279",10,"11859592",10,"6842605",30,"",10,"41178871",10,"6446284",10,"50295006",10,"10036375",13,"0",30,"",30,"",30,"",30,"",30,"","",30,10,"35887927",10,"34717404",10,"0",10,"1170523",10,"40008347",10,"1",10,"41178871",10,"1730057",10,"2483345",10,"3226093",10,"0",10,"797323",10,"8141000",10,"16377818",10,"10536626",13,"0",10,"21462847",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",10,"600228",30,"",30,"",30,"",10,"1372437",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"592838",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",10,"-559774",30,"",30,"",30,"",13,"0",30,"",10,"8917441",30,"",13,"0",30,"",13,"0",30,"",30,"",30,"",10,"3501910",30,"",30,"",30,"",10,"35887927",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"12485503",10,"8105073",10,"1911100",10,"856010",10,"315702",10,"197989",10,"1099629",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1322348",10,"608577",10,"140671",10,"223146",10,"133691",10,"47020",10,"169243",10,"6663693",10,"2857790",10,"776557",10,"821045",10,"219499",10,"173136",10,"1815666",10,"6354763",10,"2751708",10,"783183",10,"137400",10,"160630",10,"41593",10,"2480249",10,"7891096",10,"1020153",10,"210842",10,"1706561",10,"744494",10,"494287",10,"3714759",10,"0",30,"",30,"",30,"",30,"",30,"",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"1263633",10,"367631",10,"-3744162",10,"441227",10,"32746",10,"1638925",10,"1",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1",10,"34717404",10,"16606934",10,"4189984",10,"0",10,"2015243",10,"986771",10,"10918472",10,"15636876",10,"15325129","1"
"199032",10,"13497387",10,"29398114",10,"9724346",30,"",10,"5620399",10,"14053369",10,"9615825",30,"",10,"19673768",10,"3165212",10,"20775354",10,"3527240",13,"0",30,"",30,"",30,"",30,"",30,"","",30,10,"14087766",10,"16771161",10,"0",10,"-2683395",10,"22357163",10,"0",10,"19673768",10,"871927",10,"194597",10,"1848240",10,"0",10,"1444291",10,"832969",10,"5192024",10,"3422568",10,"0",10,"8898267",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"194741",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"3356584",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"-761150",30,"",30,"",30,"",10,"0",30,"",10,"2352137",30,"",10,"0",30,"",10,"0",30,"",30,"",30,"",10,"47187",30,"",30,"",30,"",10,"14087766",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"4322106",10,"2658118",10,"644425",10,"489658",13,"0",13,"0",10,"529905",10,"0",10,"0",10,"0",10,"0",13,"0",13,"0",10,"0",10,"17740",10,"0",10,"72",10,"580",13,"0",13,"0",10,"17088",10,"1113865",10,"609888",10,"147285",10,"143147",13,"0",13,"0",10,"213545",10,"4439866",10,"1026473",10,"288727",10,"525433",13,"0",13,"0",10,"2599233",10,"4988197",10,"1184073",10,"282211",10,"407464",10,"894392",13,"0",10,"2220057",10,"1889387",10,"60374",10,"14389",10,"315642",13,"0",13,"0",10,"1498982",10,"0",30,"",30,"",30,"",30,"",30,"",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"667862",10,"159177",10,"-1881924",13,"0",13,"0",10,"1054885",10,"0",10,"0",10,"0",10,"0",10,"0",13,"0",10,"0",10,"16771161",10,"6206788",10,"1536286",10,"0",10,"894392",13,"0",10,"8133695",10,"13442905",10,"12150224","1"
"199069",10,"14139013",10,"62031680",10,"37670943",30,"",10,"381935",10,"23978802",10,"18149681",30,"",10,"24360737",10,"1355724",10,"20318917",10,"3036048",10,"896535",30,"",30,"",30,"",30,"",30,"","",30,10,"28820591",10,"30693839",10,"0",10,"-1873248",10,"26233985",10,"0",10,"24360737",10,"3119025",10,"220216",10,"6482895",13,"0",10,"158062",10,"2888340",10,"12868538",10,"10559314",13,"0",10,"14501601",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",10,"220216",30,"",30,"",30,"",10,"6807657",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",10,"4026926",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",10,"-1147182",30,"",30,"",30,"",13,"0",30,"",10,"3803877",30,"",13,"0",30,"",13,"0",30,"",30,"",30,"",10,"607496",30,"",30,"",30,"",10,"28820591",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"8779425",10,"6437156",10,"997964",10,"1060678",13,"0",13,"0",10,"283627",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"5053031",10,"1987325",10,"461496",10,"610477",13,"0",13,"0",10,"1993733",10,"4810972",10,"2143309",10,"296023",10,"581233",13,"0",13,"0",10,"1790407",10,"8556856",10,"2762492",10,"515825",10,"1033789",13,"0",10,"1319652",10,"2925098",10,"3493555",10,"90635",10,"201625",10,"422071",13,"0",13,"0",10,"2779224",13,"0",30,"",30,"",30,"",30,"",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",10,"-3708248",13,"0",13,"0",10,"3708248",10,"0",10,"0",10,"0",10,"0",13,"0",10,"0",10,"0",10,"30693839",10,"13420917",10,"2472933",10,"0",13,"0",10,"1319652",10,"13480337",10,"17765493",10,"18149681","1"
"199209",10,"11669218",10,"39283290",10,"8942457",10,"6000439",10,"18439018",10,"11901815",10,"4674432",10,"7227383",10,"30340833",10,"502539",10,"22349533",10,"11941531",30,"",10,"315948",10,"1482102",10,"36591653",10,"13239091",10,"23352562","0",10,10,"21985058",10,"19871638",10,"0",10,"2113420",10,"28227413",10,"0",10,"30340833",10,"2374615",10,"314683",10,"3394721",13,"0",10,"517343",10,"4362137",10,"10963499",10,"6588526",10,"0",10,"11329489",10,"11329489",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",10,"360991",13,"0",10,"360991",13,"0",10,"1501045",13,"0",10,"1501045",13,"0",10,"0",13,"0",13,"0",13,"0",10,"3528072",10,"397935",10,"2790407",10,"339730",10,"3528072",10,"397935",10,"2790407",10,"339730",10,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",10,"355222",10,"117048",10,"200495",10,"37679",10,"0",13,"0",10,"4041274",10,"4041274",10,"0",13,"0",10,"0",13,"0",13,"0",13,"0",10,"868965",10,"3539762",10,"-2680798",10,"10001",10,"21985058",10,"19425508",10,"2172140",10,"387410",10,"2670801",10,"-2670801",10,"22096309",10,"-498661",10,"387410",10,"6387175",10,"4081371",10,"861135",10,"328159",10,"182409",10,"80696",10,"853405",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"730576",10,"129120",10,"27243",10,"121386",10,"105333",10,"45392",10,"302102",10,"1195579",10,"460561",10,"97174",10,"218771",10,"98600",10,"60522",10,"259951",10,"3486055",10,"1434634",10,"302696",10,"218771",10,"188200",10,"55479",10,"1286275",10,"4514537",10,"1736809",10,"186778",10,"239714",10,"284757",10,"136175",10,"1930304",10,"3557709",10,"190088",10,"58693",10,"739383",10,"236035",10,"126088",10,"2207422",13,"0",30,"",30,"",30,"",30,"",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"220222",10,"27878",10,"-1866184",13,"0",13,"0",10,"1618084",10,"7",10,"0",10,"0",10,"0",10,"0",10,"0",10,"7",10,"19871638",10,"8252805",10,"1561597",10,"0",10,"1095334",10,"504352",10,"8457550",10,"8490821",10,"8551502","1"
"199272",10,"36685191",10,"76070393",10,"12174509",30,"",10,"16541937",10,"47353947",10,"26780325",30,"",10,"63895884",10,"3367362",10,"28490515",10,"8847815",10,"0",30,"",30,"",30,"",30,"",30,"","",30,10,"15073392",10,"18594725",10,"0",10,"-3521333",10,"67417217",10,"0",10,"63895884",10,"719167",10,"179338",10,"1910924",10,"0",10,"1083165",10,"3686377",10,"7578971",10,"4769537",10,"0",10,"8906686",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"179343",30,"",30,"",30,"",10,"859621",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"3220766",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"385653",30,"",30,"",30,"",10,"-1850380",30,"",30,"",30,"",10,"238342",30,"",10,"3173003",30,"",10,"0",30,"",10,"0",30,"",30,"",30,"",10,"-39642",30,"",30,"",30,"",10,"15073392",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"4559297",10,"3153820",10,"568168",10,"249352",10,"275096",10,"81791",10,"231070",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"147585",10,"0",10,"0",10,"0",10,"0",10,"0",10,"147585",10,"1747007",10,"648834",10,"132948",10,"55317",10,"73095",10,"22902",10,"813911",10,"2679985",10,"1286960",10,"235108",10,"63221",10,"91028",10,"26173",10,"977495",10,"5212913",10,"2392636",10,"455333",10,"170326",10,"160362",10,"49075",10,"1985181",10,"3267331",10,"420264",10,"87404",10,"252040",10,"490240",10,"147224",10,"1870159",10,"980607",30,"",30,"",30,"",30,"",30,"",10,"980607",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"-790256",10,"0",10,"0",10,"790256",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"18594725",10,"7902514",10,"1478961",10,"0",10,"1089821",10,"327165",10,"7796264",10,"52852064",10,"48628861","1"
"199306",10,"15346356",10,"50058055",10,"26217999",30,"",10,"6254449",10,"17585607",10,"12985250",30,"",10,"23840056",10,"4178270",10,"25571489",10,"4870627",13,"0",30,"",30,"",30,"",30,"",30,"","",30,10,"22438991",10,"26632146",10,"0",10,"-4193155",10,"28033211",10,"0",10,"23840056",10,"1002668",10,"416307",10,"1162488",10,"0",10,"404433",10,"4650978",10,"7636874",10,"7502376",10,"0",10,"14570037",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",10,"403732",30,"",30,"",30,"",10,"1279144",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",10,"2093944",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",10,"-584368",30,"",30,"",30,"",10,"852179",30,"",10,"3824323",30,"",13,"0",30,"",13,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"22438991",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"9889507",10,"5697733",10,"780749",10,"1406862",10,"436364",10,"255850",10,"1311949",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"2827102",10,"1249754",10,"215403",10,"351716",10,"109091",10,"63962",10,"837176",10,"4893280",10,"2247191",10,"338916",10,"703431",10,"218182",10,"127925",10,"1257635",10,"4742881",10,"1725388",10,"226221",10,"87929",10,"27273",10,"15991",10,"2660079",10,"4279376",10,"6083",10,"3238",10,"1846507",10,"572729",10,"335802",10,"1515017",13,"0",30,"",30,"",30,"",30,"",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",10,"-4396445",13,"0",13,"0",10,"4396445",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"26632146",10,"10926149",10,"1564527",10,"0",10,"1363639",10,"799530",10,"11978301",10,"16279925",10,"15216331","1"
