unitid,"xtuit1",tuition1,"xfee1",fee1,"xhrchg1",hrchg1,"xcmpfee1",cmpfee1,"xtuit2",tuition2,"xfee2",fee2,"xhrchg2",hrchg2,"xcmpfee2",cmpfee2,"xtuit3",tuition3,"xfee3",fee3,"xhrchg3",hrchg3,"xcmpfee3",cmpfee3,"xtuit5",tuition5,"xfee5",fee5,"xhrchg5",hrchg5,"xtuit6",tuition6,"xfee6",fee6,"xhrchg6",hrchg6,"xtuit7",tuition7,"xfee7",fee7,"xhrchg7",hrchg7,"xispro1",isprof1,"xispfe1",ispfee1,"xospro1",osprof1,"xospfe1",ospfee1,"xispro2",isprof2,"xispfe2",ispfee2,"xospro2",osprof2,"xospfe2",ospfee2,"xispro3",isprof3,"xispfe3",ispfee3,"xospro3",osprof3,"xospfe3",ospfee3,"xispro4",isprof4,"xispfe4",ispfee4,"xospro4",osprof4,"xospfe4",ospfee4,"xispro5",isprof5,"xispfe5",ispfee5,"xospro5",osprof5,"xospfe5",ospfee5,"xispro6",isprof6,"xispfe6",ispfee6,"xospro6",osprof6,"xospfe6",ospfee6,"xispro7",isprof7,"xispfe7",ispfee7,"xospro7",osprof7,"xospfe7",ospfee7,"xispro8",isprof8,"xispfe8",ispfee8,"xospro8",osprof8,"xospfe8",ospfee8,"xispro9",isprof9,"xispfe9",ispfee9,"xospro9",osprof9,"xospfe9",ospfee9,"xispro10",isprof10,"xispfe10",ispfee10,"xospro10",osprof10,"xospfe10",ospfee10,"xispro11",isprof11,"xispfe11",ispfee11,"xospro11",osprof11,"xospfe11",ospfee11,"xchg1ay1",chg1ay1,"xchg1ay2",chg1ay2,"xchg1ay3",chg1ay3,"xchg2ay1",chg2ay1,"xchg2ay2",chg2ay2,"xchg2ay3",chg2ay3,"xchg3ay1",chg3ay1,"xchg3ay2",chg3ay2,"xchg3ay3",chg3ay3,"xchg4ay1",chg4ay1,"xchg4ay2",chg4ay2,"xchg4ay3",chg4ay3,"xchg5ay1",chg5ay1,"xchg5ay2",chg5ay2,"xchg5ay3",chg5ay3,"xchg6ay1",chg6ay1,"xchg6ay2",chg6ay2,"xchg6ay3",chg6ay3,"xchg7ay1",chg7ay1,"xchg7ay2",chg7ay2,"xchg7ay3",chg7ay3,"xchg8ay1",chg8ay1,"xchg8ay2",chg8ay2,"xchg8ay3",chg8ay3,"xchg9ay1",chg9ay1,"xchg9ay2",chg9ay2,"xchg9ay3",chg9ay3,cindon,cinson,cotson,cindoff,cinsoff,cotsoff,cindfam,cinsfam,cotsfam
"154651",10,"7200",10,"0",10,"620",30,"",10,"7200",13,"0",10,"620",30,"",10,"7200",13,"0",10,"620",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"7200",10,"7200",10,"7200",10,"7200",10,"7200",10,"7200",10,"7200",10,"7200",10,"7200",30,"",30,"",10,"0",30,"",30,"",30,"",30,"",30,"",30,"",10,"3000",10,"3000",10,"3000",10,"0",10,"0",10,"3000",10,"0",30,"",10,"200","","","","13200","13200","13200","7400","7400","7400"
"154688",10,"14210",10,"350",10,"455",30,"",10,"14210",10,"350",10,"455",30,"",10,"14210",10,"350",10,"455",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"12980",10,"13670",10,"14640",10,"12980",10,"13670",10,"14640",10,"12980",10,"13670",10,"14640",10,"900",10,"900",10,"900",10,"4880",10,"5170",10,"5300",10,"2640",10,"2760",10,"3240",10,"4430",10,"4740",10,"5170",10,"3090",10,"3190",10,"3370",10,"1590",10,"1710",10,"1900","24080","24080","24080","24080","24080","24080","17440","17440","17440"
"154697",10,"1312",10,"576",10,"59",30,"",10,"1312",10,"576",10,"59",30,"",10,"2176",10,"576",10,"86",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1472",10,"1664",10,"1888",10,"1472",10,"1664",10,"1888",10,"1473",10,"1665",10,"2752",10,"700",10,"700",10,"700",10,"3500",10,"3500",10,"3500",10,"3300",10,"3500",10,"3500",10,"3500",10,"3500",10,"3500",10,"3300",10,"3500",10,"3500",10,"3300",10,"3500",10,"3500","9588","9588","10452","9588","9588","10452","6088","6088","6952"
"154712",10,"14083",10,"800",10,"300",30,"",10,"14083",10,"800",10,"300",30,"",10,"14083",10,"800",10,"300",30,"",10,"18000",10,"100",10,"545",10,"18000",10,"100",10,"545",10,"18000",10,"100",10,"545",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"12995",10,"13400",10,"15150",10,"12995",10,"13400",10,"15150",10,"12995",10,"13400",10,"15150",10,"900",10,"2000",10,"2100",10,"5100",10,"6234",10,"6510",10,"2850",10,"3700",10,"4400",10,"4680",10,"5900",10,"5900",10,"2850",10,"5500",10,"5500",10,"2850",10,"4100",10,"4100","28160","28160","28160","28650","28650","28650","21350","21350","21350"
"154721",10,"14140",10,"0",10,"460",30,"",10,"14140",13,"0",10,"460",30,"",10,"14140",13,"0",10,"460",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"12943",10,"13590",10,"14140",10,"12943",10,"13590",10,"14140",10,"12943",10,"13590",10,"14140",10,"650",10,"800",10,"900",10,"3678",10,"3850",10,"4535",10,"1630",10,"1810",10,"2500",10,"3725",10,"3725",10,"3725",10,"1630",10,"1810",10,"2500",10,"2530",10,"2110",10,"1810","22075","22075","22075","21265","21265","21265","16850","16850","16850"
"154749",10,"13900",10,"0",10,"490",30,"",10,"13900",13,"0",10,"490",30,"",10,"13900",13,"0",10,"490",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"12300",10,"13000",10,"13900",10,"12300",10,"13000",10,"13900",10,"12300",10,"13000",10,"13900",10,"700",10,"800",10,"800",10,"5155",10,"5500",10,"5900",10,"2180",10,"2400",10,"2400",10,"7400",10,"4000",10,"4200",10,"2680",10,"2460",10,"2400",10,"1680",10,"2400",10,"2400","23000","23000","23000","21300","21300","21300","17100","17100","17100"
"154767",10,"6075",10,"432",30,"",30,"",10,"6075",10,"432",30,"",30,"",10,"6075",10,"432",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"5784",10,"5784",10,"6507",10,"5784",10,"5784",10,"6507",10,"5784",10,"5784",10,"6507",10,"1200",10,"960",10,"1080",30,"",30,"",30,"",30,"",30,"",30,"",10,"4976",10,"4976",10,"5598",10,"3216",10,"3216",10,"3618",10,"3216",10,"3216",10,"3618","","","","16803","16803","16803","11205","11205","11205"
"154776",10,"6075",10,"432",30,"",30,"",10,"6075",10,"432",30,"",30,"",10,"6075",10,"432",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"5784",10,"5784",10,"6507",10,"5784",10,"5784",10,"6507",10,"5784",10,"5784",10,"6507",10,"600",10,"750",10,"1080",30,"",30,"",30,"",30,"",30,"",30,"",10,"4976",10,"4976",10,"5598",10,"3216",10,"3216",10,"3618",10,"2504",10,"3216",10,"3645","","","","16803","16803","16803","11232","11232","11232"
"154794",10,"11688",10,"650",30,"",30,"",10,"11688",10,"650",30,"",30,"",10,"11688",10,"650",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"6650",10,"6710",10,"11688",10,"6650",10,"6710",10,"11688",10,"6650",10,"6710",10,"11688",10,"872",10,"1003",10,"1305",30,"",30,"",30,"",30,"",30,"",30,"",10,"2500",10,"6000",10,"4800",10,"2269",10,"1550",10,"7800",10,"2269",10,"1550",10,"7800","","","","25593","25593","25593","20793","20793","20793"
"154800",10,"1608",10,"424",10,"63",30,"",10,"1608",10,"424",10,"63",30,"",10,"2952",10,"424",10,"105",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1536",10,"1536",10,"2032",10,"1536",10,"1536",10,"2032",10,"3024",10,"3024",10,"3376",10,"600",10,"600",10,"600",10,"3620",10,"4000",10,"4235",10,"1350",10,"1350",10,"1350",10,"4575",10,"4575",10,"4575",10,"1350",10,"1350",10,"1350",10,"1350",10,"1350",10,"1350","8217","8217","9561","8557","8557","9901","3982","3982","5326"
"154837",10,"5190",10,"270",10,"259",30,"",10,"5190",10,"270",10,"259",30,"",10,"5190",10,"270",10,"259",30,"",10,"5190",10,"370",10,"259",10,"5190",10,"370",10,"259",10,"5190",10,"370",10,"259",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",10,"5190",10,"370",10,"5190",10,"370",33,"",33,"",33,"",33,"",10,"4030",10,"4460",10,"5560",10,"4030",10,"4460",10,"5560",10,"4030",10,"4460",10,"5560",10,"600",10,"600",10,"600",10,"1800",10,"1800",10,"2250",10,"7930",10,"7930",10,"7480",10,"4500",10,"4500",10,"4500",10,"7230",10,"7230",10,"7230",10,"0",10,"0",10,"912","15890","15890","15890","17890","17890","17890","7072","7072","7072"
"154855",10,"12500",10,"500",10,"425",30,"",10,"12500",10,"500",10,"425",30,"",10,"12500",10,"500",10,"425",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"11100",10,"11700",10,"13000",10,"11100",10,"11700",10,"13000",10,"11100",10,"11700",10,"13000",10,"500",10,"500",10,"500",10,"4000",10,"4000",10,"4100",10,"1500",10,"1500",10,"1500",10,"4000",10,"4000",10,"4100",10,"1500",10,"1500",10,"1500",10,"700",10,"1000",10,"1000","19100","19100","19100","19100","19100","19100","14500","14500","14500"
"154907",10,"1408",10,"576",10,"62",30,"",10,"1408",10,"576",10,"62",30,"",10,"3232",10,"576",10,"119",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1575",10,"1680",10,"1860",10,"1575",10,"1680",10,"1860",10,"2925",10,"3150",10,"3570",10,"600",10,"600",10,"650",10,"2800",10,"3240",10,"3420",10,"1500",10,"1600",10,"1650",10,"2800",10,"3240",10,"3420",10,"1500",10,"1600",10,"1650",10,"1500",10,"1600",10,"1650","7580","7580","9290","7580","7580","9290","4160","4160","5870"
"154925",10,"768",10,"576",10,"42",30,"",10,"768",10,"576",10,"42",30,"",10,"1920",10,"576",10,"78",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1600",10,"1760",10,"1344",10,"1600",10,"1760",10,"1344",10,"2944",10,"3360",10,"2496",10,"500",10,"525",10,"550",10,"3030",10,"3200",10,"3280",10,"1500",10,"1525",10,"1550",10,"2750",10,"2775",10,"2800",10,"2350",10,"2475",10,"2500",10,"1200",10,"1275",10,"1350","6724","6724","7876","7194","7194","8346","3244","3244","4396"
"154934",10,"1280",10,"512",10,"56",30,"",10,"1280",10,"512",10,"56",30,"",10,"2528",10,"512",10,"95",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1440",10,"1600",10,"1792",10,"1440",10,"1600",10,"1792",10,"2656",10,"2816",10,"3040",10,"765",10,"765",10,"788",10,"3136",10,"3266",10,"3314",10,"1595",10,"1889",10,"1957",10,"3462",10,"3462",10,"3565",10,"1595",10,"1889",10,"1957",10,"1595",10,"1889",10,"1957","7851","7851","9099","8102","8102","9350","4537","4537","5785"
"154952",10,"1240",10,"558",10,"40",30,"",10,"1395",10,"558",10,"45",30,"",10,"3069",10,"558",10,"99",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1488",10,"1643",10,"1798",10,"1488",10,"1643",10,"1953",10,"3162",10,"3317",10,"3627",10,"1500",10,"1500",10,"1500",10,"2910",10,"3010",10,"3120",10,"900",10,"900",10,"900",10,"4800",10,"4800",10,"4800",10,"900",10,"900",10,"900",10,"500",10,"500",10,"700","7318","7473","9147","8998","9153","10827","3998","4153","5827"
"154998",10,"1056",10,"592",10,"33",30,"",10,"1056",10,"592",10,"33",30,"",10,"1280",10,"592",10,"40",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1596",10,"1648",10,"1648",10,"1660",10,"1648",10,"1648",10,"1980",10,"1872",10,"1872",10,"600",10,"600",10,"600",10,"3400",10,"3560",10,"3600",10,"2626",10,"2626",10,"2731",10,"5146",10,"5146",10,"5146",10,"2626",10,"2626",10,"2731",10,"2626",10,"2626",10,"2731","8579","8579","8803","10125","10125","10349","4979","4979","5203"
"155007",10,"3780",10,"0",10,"145",30,"",10,"3780",13,"0",10,"145",30,"",10,"3780",13,"0",10,"145",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"3570",10,"3570",10,"3780",10,"3570",10,"3570",10,"3780",10,"3570",10,"3570",10,"3780",10,"670",10,"736",10,"764",30,"",30,"",30,"",30,"",30,"",30,"",10,"7544",10,"10742",10,"11170",10,"1700",10,"2500",10,"2500",10,"742",10,"1800",10,"1800","","","","18214","18214","18214","6344","6344","6344"
"155025",10,"2200",10,"576",10,"73",30,"",10,"2200",10,"576",10,"73",30,"",10,"8338",10,"576",10,"278",30,"",10,"2640",10,"576",10,"110",10,"2640",10,"576",10,"110",10,"8454",10,"576",10,"352",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2284",10,"2454",10,"2776",10,"2284",10,"2454",10,"2776",10,"7134",10,"7746",10,"8914",10,"1400",10,"1440",10,"750",10,"3914",10,"4046",10,"4222",10,"2198",10,"2395",10,"2376",10,"5292",10,"5451",10,"4222",10,"2970",10,"3189",10,"2376",10,"2198",10,"2395",10,"2376","10124","10124","16262","10124","10124","16262","5902","5902","12040"
"155052",10,"1776",10,"256",10,"74",30,"",10,"1776",10,"256",10,"74",30,"",10,"1776",10,"256",10,"74",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2350",10,"2441",10,"2400",10,"2350",10,"2441",10,"2400",10,"2350",10,"2441",10,"2400",10,"850",10,"1062",10,"1131",30,"",30,"",30,"",30,"",30,"",30,"",10,"3610",10,"3648",10,"3648",10,"1750",10,"2016",10,"2016",10,"2610",10,"2648",10,"2648","","","","9195","9195","9195","6179","6179","6179"
"155061",10,"1626",10,"406",10,"84",30,"",10,"1626",10,"406",10,"84",30,"",10,"6126",10,"406",10,"272",30,"",10,"1822",10,"304",10,"118",10,"1822",10,"304",10,"118",10,"5400",10,"304",10,"317",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2217",10,"2328",10,"2540",10,"2217",10,"2328",10,"2540",10,"7070",10,"7488",10,"8056",10,"700",10,"750",10,"800",10,"4077",10,"4256",10,"4328",10,"2670",10,"2750",10,"2800",10,"4077",10,"4256",10,"4328",10,"2670",10,"2750",10,"2800",10,"2670",10,"2750",10,"2800","10468","10468","15984","10468","10468","15984","6140","6140","11656"
"155070",10,"8250",10,"350",10,"350",30,"",10,"8250",10,"350",10,"350",30,"",10,"8250",10,"350",10,"350",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"8200",10,"8200",10,"8250",10,"8200",10,"8200",10,"8250",10,"8200",10,"8200",10,"8250",10,"600",10,"600",10,"600",10,"4000",10,"4000",10,"4200",10,"1560",10,"1560",10,"1583",10,"4000",10,"4000",10,"4200",10,"1560",10,"1560",10,"1583",10,"1560",10,"1560",10,"1583","14633","14633","14633","14633","14633","14633","10433","10433","10433"
"155089",10,"13620",10,"90",10,"454",30,"",10,"13620",10,"90",10,"454",30,"",10,"13620",10,"90",10,"454",30,"",10,"10178",13,"0",10,"482",10,"10178",13,"0",10,"482",10,"10178",13,"0",10,"482",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"12250",10,"12935",10,"13750",10,"12250",10,"12935",10,"13750",10,"12250",10,"12935",10,"13750",10,"900",10,"900",10,"900",10,"3920",10,"3890",10,"4200",10,"3260",10,"3260",10,"3260",10,"5200",10,"5200",10,"5200",10,"3260",10,"3260",10,"3260",10,"6760",10,"6760",10,"6760","22110","22110","22110","23110","23110","23110","21410","21410","21410"
"155098",10,"990",10,"630",10,"54",30,"",10,"990",10,"630",10,"54",30,"",10,"2670",10,"630",10,"110",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1350",10,"1500",10,"1620",10,"1350",10,"1500",10,"1620",10,"3030",10,"3180",10,"3300",10,"580",10,"650",10,"650",10,"3135",10,"3420",10,"3620",10,"1955",10,"1955",10,"1955",10,"3135",10,"3420",10,"3620",10,"1955",10,"1955",10,"1955",10,"1570",10,"1570",10,"1570","7845","7845","9525","7845","7845","9525","3840","3840","5520"
"155104",10,"1184",10,"608",10,"37",30,"",10,"1184",10,"608",10,"37",30,"",10,"2080",10,"608",10,"65",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1504",10,"1600",10,"1792",10,"1504",10,"1600",10,"1792",10,"2496",10,"2592",10,"2688",10,"600",10,"700",10,"750",10,"3550",10,"4000",10,"4100",10,"3000",10,"3175",10,"3175",10,"3550",10,"4000",10,"4100",10,"3000",10,"3175",10,"3175",10,"2000",10,"2125",10,"2125","9817","9817","10713","9817","9817","10713","4667","4667","5563"
"155140",30,"",30,"",10,"35",10,"210",30,"",30,"",10,"35",10,"210",30,"",30,"",10,"35",10,"210",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"140",10,"140",10,"140",10,"140",10,"140",10,"140",10,"140",10,"140",10,"140",10,"900",10,"900",10,"900",30,"",30,"",30,"",10,"600",10,"600",10,"600",10,"5800",10,"5800",10,"5800",10,"4000",10,"4000",10,"4000",10,"4000",10,"4000",10,"4000","","","","10840","10840","10840","5040","5040","5040"
"155177",10,"13578",10,"220",10,"568",30,"",10,"13578",10,"220",10,"568",30,"",10,"13578",10,"220",10,"568",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"12196",10,"12938",10,"13578",10,"12196",10,"12938",10,"13578",10,"12196",10,"12938",10,"13578",10,"800",10,"800",10,"800",10,"4866",10,"5060",10,"5200",10,"1500",10,"1500",10,"1500",10,"4000",10,"4000",10,"4000",10,"1500",10,"1500",10,"1500",10,"1500",10,"1500",10,"1500","21078","21078","21078","19878","19878","19878","15878","15878","15878"
