unitid,line,"xefres01",efres01,"xefres02",efres02
"382027","72",10,"2",10,"0"
"382027","90",10,"2",10,"0"
"382027","98",12,"4",31,""
"382027","99",12,"160",12,"10"
"382054","48",10,"453",10,"75"
"382054","98",12,"0",31,""
"382054","99",12,"453",12,"75"
"382063","72",10,"23",10,"0"
"382063","98",12,"0",31,""
"382063","99",12,"23",12,"0"
"382106","98",12,"9",31,""
"382106","99",12,"9",31,""
"382221","6",10,"675",10,"6"
"382221","98",12,"4",31,""
"382221","99",12,"679",12,"6"
"382258","6",10,"349",31,""
"382258","98",12,"288",31,""
"382258","99",12,"637",31,""
"382267","6",10,"110",10,"11"
"382267","32",10,"1",10,"0"
"382267","56",10,"1",10,"0"
"382267","98",12,"39",31,""
"382267","99",12,"151",12,"11"
"382276","98",12,"85",31,""
"382276","99",12,"85",31,""
"382382","98",12,"158",31,""
"382382","99",12,"158",31,""
"382416","25",10,"70",10,"3"
"382416","33",10,"7",10,"0"
"382416","98",12,"0",31,""
"382416","99",12,"77",12,"3"
"382443","98",12,"4",31,""
"382443","99",12,"4",31,""
"382461","28",10,"38",10,"15"
"382461","98",12,"10",31,""
"382461","99",12,"48",12,"15"
"382504","37",10,"269",10,"187"
"382504","45",10,"45",10,"31"
"382504","51",10,"2",10,"2"
"382504","98",12,"0",31,""
"382504","99",12,"316",12,"220"
"382531","19",10,"9",10,"2"
"382531","31",10,"174",10,"5"
"382531","98",12,"0",31,""
"382531","99",12,"183",12,"7"
"382674","72",11,"246",10,"124"
"382674","98",12,"0",31,""
"382674","99",12,"246",12,"124"
"382708","72",10,"123",10,"123"
"382708","98",12,"2",31,""
"382708","99",12,"125",12,"123"
"382771","47",10,"31",10,"31"
"382771","98",12,"0",31,""
"382771","99",12,"31",12,"31"
"382780","47",10,"40",10,"8"
"382780","98",12,"0",31,""
"382780","99",12,"40",12,"8"
"382869","98",12,"4",31,""
"382869","99",12,"4",31,""
"382902","48",10,"44",10,"4"
"382902","98",12,"0",31,""
"382902","99",12,"44",12,"4"
"382911","5",10,"5",10,"4"
"382911","8",10,"2",10,"2"
"382911","16",10,"2",10,"2"
"382911","29",10,"3",10,"2"
"382911","35",10,"1",10,"1"
"382911","48",10,"28",10,"23"
"382911","98",12,"0",31,""
"382911","99",12,"41",12,"34"
"382948","24",10,"10",31,""
"382948","51",10,"335",10,"1"
"382948","98",12,"1",31,""
"382948","99",12,"346",12,"1"
"382966","51",10,"128",10,"10"
"382966","90",10,"4",31,""
"382966","98",12,"0",31,""
"382966","99",12,"132",12,"10"
"382975","16",10,"49",10,"7"
"382975","53",10,"77",10,"9"
"382975","98",12,"0",31,""
"382975","99",12,"126",12,"16"
"383084","6",10,"901",10,"272"
"383084","98",12,"1129",31,""
"383084","99",12,"2030",12,"272"
"383118","98",12,"152",31,""
"383118","99",12,"152",31,""
"383127","98",12,"152",31,""
"383127","99",12,"152",31,""
"383163","98",12,"170",31,""
"383163","99",12,"170",31,""
"383172","12",10,"0",10,"0"
"383172","98",12,"11",31,""
"383172","99",12,"11",12,"0"
"383190","6",10,"4",10,"3"
"383190","8",10,"1",31,""
"383190","15",10,"521",10,"331"
"383190","36",10,"1",31,""
"383190","38",10,"1",31,""
"383190","41",10,"1",31,""
"383190","55",10,"1",10,"1"
"383190","57",10,"6",10,"3"
"383190","64",10,"2",10,"1"
"383190","69",10,"2",10,"2"
"383190","98",12,"0",31,""
"383190","99",12,"540",12,"341"
"383251","98",12,"4",31,""
"383251","99",12,"4",31,""
"383279","34",10,"50",10,"11"
"383279","98",12,"0",31,""
"383279","99",12,"50",12,"11"
"383297","36",10,"118",10,"118"
"383297","98",12,"0",31,""
"383297","99",12,"118",12,"118"
"383312","39",10,"38",10,"0"
"383312","98",12,"0",31,""
"383312","99",12,"38",12,"0"
"383321","36",10,"6",31,""
"383321","98",12,"0",31,""
"383321","99",12,"6",31,""
"383367","42",10,"154",10,"29"
"383367","98",12,"0",31,""
"383367","99",12,"154",12,"29"
"383376","42",10,"42",10,"5"
"383376","98",12,"0",31,""
"383376","99",12,"42",12,"5"
"232681","23",10,"8",10,"8"
"381422","98",12,"89",31,""
"383419","42",10,"98",10,"2"
"383419","99",12,"106",12,"2"
"383464","48",10,"184",10,"8"
"383464","98",12,"0",31,""
"383464","99",12,"184",12,"8"
"383507","11",10,"1",10,"0"
"383507","12",10,"1",10,"1"
"383507","24",10,"2",10,"0"
"383507","26",10,"1",10,"0"
"383507","29",10,"1",10,"0"
"383507","34",10,"2",10,"0"
"383507","36",10,"4",10,"0"
"383507","40",10,"1",10,"0"
"383507","47",10,"1",10,"0"
"383507","51",10,"1",10,"0"
"383507","90",10,"4",10,"0"
"383507","98",12,"3",31,""
"383507","99",12,"22",12,"1"
"383525","36",10,"42",10,"2"
"383525","98",12,"0",31,""
"383525","99",12,"42",12,"2"
"383701","36",10,"118",10,"79"
"383701","98",12,"0",31,""
"383701","99",12,"118",12,"79"
"383765","36",10,"111",10,"0"
"383765","98",12,"0",31,""
"383765","99",12,"111",12,"0"
"383792","48",10,"284",10,"12"
"383792","98",12,"0",31,""
"383792","99",12,"284",12,"12"
"383880","42",10,"424",10,"208"
"383880","98",12,"0",31,""
"383880","99",12,"424",12,"208"
"383899","42",10,"251",10,"26"
"383899","98",12,"0",31,""
"383899","99",12,"251",12,"26"
"383950","28",10,"194",10,"92"
"383950","98",12,"0",31,""
"383950","99",12,"194",12,"92"
"383996","35",10,"59",10,"25"
"383996","98",12,"0",31,""
"383996","99",12,"59",12,"25"
"384014","6",10,"72",10,"2"
"384014","98",12,"14",31,""
"384014","99",12,"86",12,"2"
"384184","6",10,"338",10,"289"
"384184","98",12,"0",31,""
"384184","99",12,"338",12,"289"
"384193","6",10,"301",10,"53"
"384193","98",12,"0",31,""
"384193","99",12,"301",12,"53"
"384209","4",10,"625",10,"589"
"384209","6",10,"8",10,"6"
"384209","8",10,"1",10,"1"
"384209","16",10,"2",10,"2"
"384209","20",10,"1",10,"0"
"384209","32",10,"2",10,"1"
"384209","35",10,"18",10,"13"
"384209","41",10,"1",10,"1"
"384209","48",10,"16",10,"11"
"384209","51",10,"1",10,"0"
"384209","53",10,"6",10,"4"
"384209","98",12,"6",31,""
"384209","99",12,"687",12,"628"
"384236","98",12,"152",31,""
"384236","99",12,"152",31,""
"384245","98",12,"152",31,""
"384245","99",12,"152",31,""
"384254","9",10,"1",10,"1"
"384254","12",10,"3",10,"2"
"384254","13",10,"3",10,"2"
"384254","16",10,"1",10,"1"
"384254","17",10,"1",10,"1"
"384254","23",10,"1",10,"1"
"384254","25",10,"1",10,"1"
"384254","26",10,"1",10,"1"
"384254","27",10,"1",31,""
"384254","36",10,"1",31,""
"384254","42",10,"1",10,"1"
"384254","48",10,"2",10,"1"
"384254","98",12,"0",31,""
"384254","99",12,"17",12,"12"
"384333","4",10,"371",10,"159"
"384333","6",10,"8",10,"4"
"384333","26",10,"1",10,"1"
"384333","48",10,"2",10,"1"
"384333","51",10,"1",31,""
"384333","53",10,"2",31,""
"384333","90",10,"20",10,"3"
"384333","98",12,"0",31,""
"384333","99",12,"405",12,"168"
"384342","17",10,"1442",10,"510"
"384342","51",10,"1",10,"1"
"384342","98",12,"0",31,""
"384342","99",12,"1443",12,"511"
"384360","6",10,"3",31,""
"384360","12",10,"4",31,""
"384360","13",10,"112",10,"3"
"384360","24",10,"1",31,""
"384360","25",10,"1",31,""
"384360","26",10,"1",31,""
"384360","27",10,"1",31,""
"384360","39",10,"2",31,""
"384360","45",10,"4",31,""
"384360","47",10,"1",31,""
"384360","48",10,"3",31,""
"384360","51",10,"1",31,""
"384360","53",10,"2",31,""
"384360","55",10,"2",31,""
"384360","98",12,"1",31,""
"384360","99",12,"139",12,"3"
"384379","6",10,"1",31,""
"384379","12",10,"1",31,""
"384379","13",10,"97",10,"1"
"384379","42",10,"1",31,""
"384379","48",10,"1",31,""
"384379","51",10,"1",31,""
"384379","98",12,"0",31,""
"384379","99",12,"102",12,"1"
"384388","13",10,"70",10,"1"
"384388","37",10,"1",31,""
"384388","72",10,"1",31,""
"384388","98",12,"0",31,""
"384388","99",12,"72",12,"1"
"384397","6",10,"1",31,""
"384397","12",10,"1",31,""
"384397","13",10,"37",10,"21"
"384397","98",12,"0",31,""
"384397","99",12,"39",12,"21"
"384421","6",10,"1",10,"1"
"384421","8",10,"1",10,"1"
"384421","12",10,"1",10,"1"
"384421","17",10,"3",10,"3"
"384421","34",10,"11",10,"11"
"384421","36",10,"11",10,"11"
"384421","90",10,"3",10,"3"
"384421","98",12,"0",31,""
"384421","99",12,"31",12,"31"
"385008","12",10,"334",10,"334"
"385008","98",12,"334",31,""
"385008","99",12,"668",12,"334"
"385132","12",10,"65",10,"6"
"385132","98",12,"6",31,""
"385132","99",12,"71",12,"6"
"385503","42",10,"198",10,"20"
"385503","98",12,"0",31,""
"385503","99",12,"198",12,"20"
"385549","98",12,"149",31,""
"385549","99",12,"149",31,""
"385619","12",10,"35",10,"0"
"385619","26",10,"1",10,"0"
"385619","34",10,"1",10,"0"
"385619","39",10,"1",10,"0"
"385619","98",12,"2",31,""
"385619","99",12,"40",12,"0"
"385929","98",12,"152",31,""
"385929","99",12,"152",31,""
"385983","48",10,"78",10,"2"
"385983","98",12,"0",31,""
"385983","99",12,"78",12,"2"
"386153","6",10,"4",10,"4"
"386153","34",10,"17",10,"17"
"386153","36",10,"320",10,"320"
"386153","44",10,"1",10,"1"
"386153","90",10,"8",10,"8"
"386153","98",12,"0",31,""
"386153","99",12,"350",12,"350"
"386472","98",12,"68",31,""
"386472","99",12,"68",31,""
"387235","98",12,"40",31,""
"387235","99",12,"40",31,""
"387448","98",12,"34",31,""
"387448","99",12,"34",31,""
"387819","39",10,"33",10,"0"
"387819","98",12,"0",31,""
"387819","99",12,"33",12,"0"
"387925","6",10,"2",10,"2"
"387925","12",10,"293",10,"293"
"387925","18",10,"1",10,"1"
"387925","29",10,"1",10,"1"
"387925","37",10,"1",10,"1"
"387925","98",12,"0",31,""
"387925","99",12,"298",12,"298"
"388043","21",11,"19",10,"7"
"388043","47",11,"10",10,"5"
"388043","98",12,"0",31,""
"388043","99",12,"29",12,"12"
"388098","42",10,"47",10,"2"
"388098","98",12,"0",31,""
"388098","99",12,"47",12,"2"
"388511","48",10,"205",10,"185"
"388511","98",12,"0",31,""
"388511","99",12,"205",12,"185"
"388520","48",10,"6",10,"2"
"388520","98",12,"0",31,""
"388520","99",12,"6",12,"2"
"388663","98",12,"74",31,""
"388663","99",12,"74",31,""
"389620","25",10,"39",10,"0"
"389620","98",12,"0",31,""
"389620","99",12,"39",12,"0"
"389727","1",10,"60",10,"7"
"389727","12",10,"80",10,"10"
"389727","98",12,"0",31,""
"389727","99",12,"140",12,"17"
"389860","39",10,"71",10,"6"
"389860","54",10,"2",31,""
"389860","98",12,"24",31,""
"389860","99",12,"97",12,"6"
"390394","36",10,"189",10,"1"
"390394","98",12,"0",31,""
"390394","99",12,"189",12,"1"
"390701","12",10,"154",10,"20"
"390701","98",12,"6",31,""
"390701","99",12,"160",12,"20"
"390905","39",10,"47",10,"2"
"390905","98",12,"0",31,""
"390905","99",12,"47",12,"2"
"390932","98",12,"20",31,""
"390932","99",12,"20",31,""
"391333","9",10,"1",31,""
"391333","36",10,"83",31,""
"391333","98",12,"0",31,""
"391333","99",12,"84",31,""
"391564","98",12,"66",31,""
"391564","99",12,"66",31,""
"391582","17",10,"108",10,"19"
"391582","98",12,"0",31,""
"391582","99",12,"108",12,"19"
"391616","98",12,"41",31,""
"391616","99",12,"41",31,""
"391759","26",10,"2",10,"1"
"391759","98",12,"32",31,""
"391759","99",12,"34",12,"1"
"391810","48",10,"141",10,"6"
"391810","98",12,"0",31,""
"391810","99",12,"141",12,"6"
"392257","48",11,"203",10,"28"
"392257","98",12,"0",31,""
"392257","99",12,"203",12,"28"
"392415","98",12,"85",31,""
"392415","99",12,"85",31,""
"392798","47",10,"42",10,"6"
"392798","98",12,"0",31,""
"392798","99",12,"42",12,"6"
"392840","13",10,"1",10,"1"
"392840","18",10,"1",10,"1"
"392840","47",10,"20",10,"7"
"392840","51",10,"1",10,"1"
"392840","98",12,"1",31,""
"392840","99",12,"24",12,"10"
"393180","17",10,"348",10,"3"
"393180","90",10,"520",31,""
"393180","98",12,"0",31,""
"393180","99",12,"868",12,"3"
"393524","98",12,"113",31,""
"393524","99",12,"113",31,""
"393861","6",10,"221",10,"0"
"393861","98",12,"0",31,""
"393861","99",12,"221",12,"0"
"393977","6",10,"19",10,"2"
"393977","98",12,"0",31,""
"393977","99",12,"19",12,"2"
"394554","98",12,"152",31,""
"394554","99",12,"152",31,""
"394563","98",12,"152",31,""
"394563","99",12,"152",31,""
"394679","6",11,"92",31,""
"394679","98",12,"0",31,""
"394679","99",12,"92",31,""
"394846","6",10,"103",10,"0"
"394846","98",12,"0",31,""
"394846","99",12,"103",12,"0"
"395283","4",10,"1",10,"0"
"395283","6",10,"501",10,"0"
"395283","17",10,"1",10,"0"
"395283","27",10,"1",10,"0"
"395283","34",10,"1",10,"0"
"395283","37",10,"1",10,"0"
"395283","98",12,"0",31,""
"395283","99",12,"506",12,"0"
"395362","6",10,"144",10,"72"
"395362","57",10,"73",10,"3"
"221838","13",10,"63",10,"63"
"221838","17",10,"65",10,"64"
"221838","18",10,"30",10,"30"
"221838","19",10,"2",10,"2"
"221838","20",10,"1",10,"1"
"221838","21",10,"7",10,"7"
"221838","22",10,"5",10,"5"
"221838","24",10,"4",10,"4"
"221838","26",10,"95",10,"93"
"221838","27",10,"1",10,"1"
"221838","28",10,"5",10,"5"
"221838","29",10,"35",10,"35"
"221838","31",10,"4",10,"3"
"221838","32",10,"1",10,"1"
"221838","34",10,"5",10,"5"
"221838","36",10,"1",10,"1"
"221838","37",10,"2",10,"2"
"221838","39",10,"37",10,"36"
"221838","40",10,"6",10,"6"
"221838","41",10,"1",10,"1"
"221838","42",10,"6",10,"6"
"221838","44",10,"1",10,"1"
"221838","45",10,"17",10,"17"
"221838","47",10,"731",10,"669"
"221838","48",10,"12",10,"12"
"221838","51",10,"4",10,"4"
"221838","53",10,"2",10,"2"
"221838","55",10,"31",10,"31"
"221838","90",10,"9",10,"6"
"221838","98",12,"0",31,""
"221838","99",12,"1258",12,"1187"
"221847","1",10,"7",10,"7"
"221847","6",10,"1",10,"1"
"221847","8",10,"1",10,"1"
"221847","9",10,"1",10,"1"
"221847","12",10,"3",10,"3"
"221847","13",10,"9",10,"9"
"221847","17",10,"3",10,"3"
"221847","18",10,"1",10,"1"
"221847","20",10,"1",10,"1"
"221847","21",10,"9",10,"8"
"221847","24",10,"1",10,"1"
"221847","26",10,"4",10,"4"
"221847","29",10,"2",10,"2"
"221847","34",10,"1",10,"1"
"221847","37",10,"2",10,"1"
"221847","38",10,"1",10,"1"
"221847","39",10,"6",10,"6"
"221847","42",10,"2",10,"2"
"221847","47",10,"1261",10,"1185"
"221847","48",10,"1",10,"1"
"221847","72",10,"1",10,"1"
"221847","90",10,"18",10,"12"
"221847","98",12,"0",31,""
"221847","99",12,"1336",12,"1252"
"221856","1",10,"10",10,"9"
"221856","4",10,"1",10,"1"
"221856","5",10,"2",10,"2"
"221856","6",10,"3",10,"3"
"221856","8",10,"1",10,"1"
"221856","10",10,"2",10,"2"
"221856","12",10,"9",10,"8"
"221856","13",10,"18",10,"18"
"221856","16",10,"1",10,"1"
"221856","17",10,"4",10,"3"
"221856","18",10,"4",10,"4"
"221856","19",10,"1",10,"1"
"221856","21",10,"3",10,"1"
"221856","22",10,"2",10,"2"
"221856","24",10,"4",10,"4"
"221856","26",10,"2",10,"2"
"221856","27",10,"1",10,"0"
"221856","31",10,"1",10,"1"
"221856","33",10,"1",10,"1"
"221856","34",10,"2",10,"2"
"221856","36",10,"5",10,"4"
"221856","37",10,"16",10,"15"
"221856","39",10,"19",10,"14"
"221856","42",10,"6",10,"6"
"221856","45",10,"2",10,"2"
"221856","47",10,"28",10,"26"
"221856","48",10,"3",10,"3"
"221856","51",10,"5",10,"5"
"221856","53",10,"1",10,"1"
"221856","54",10,"4",10,"3"
"221856","72",10,"1",10,"1"
"221856","78",10,"1",10,"1"
"221856","90",10,"7",10,"2"
"221856","98",12,"2",31,""
"221856","99",12,"172",12,"149"
"221892","1",10,"8",10,"8"
"221892","5",10,"4",10,"4"
"221892","6",10,"1",10,"1"
"221892","8",10,"4",10,"4"
"221892","9",10,"1",10,"1"
"232937","24",10,"67",10,"56"
"232937","25",10,"11",10,"10"
"232937","26",10,"15",10,"12"
"232937","27",10,"1",10,"1"
"232937","29",10,"3",10,"3"
"232937","34",10,"35",10,"32"
"232937","36",10,"114",10,"106"
"232937","37",10,"31",10,"28"
"232937","39",10,"17",10,"16"
"232937","40",10,"1",10,"1"
"232937","42",10,"54",10,"49"
"232937","45",10,"10",10,"10"
"232937","48",10,"5",10,"5"
"232937","51",10,"737",10,"669"
"232937","53",10,"6",10,"6"
"232937","57",10,"44",10,"42"
"232937","90",10,"9",10,"6"
"232937","98",12,"0",31,""
"232937","99",12,"1301",12,"1174"
"232946","4",10,"1",10,"0"
"232946","5",10,"3",10,"0"
"232946","6",10,"12",10,"0"
"232946","8",10,"2",10,"0"
"232946","9",10,"2",10,"0"
"232946","10",10,"1",10,"0"
"232946","11",10,"21",10,"0"
"232946","12",10,"13",10,"0"
"232946","13",10,"3",10,"0"
"232946","16",10,"2",10,"0"
"232946","17",10,"2",10,"0"
"232946","18",10,"3",10,"0"
"232946","19",10,"1",10,"0"
"232946","20",10,"2",10,"0"
"232946","22",10,"1",10,"0"
"232946","23",10,"2",10,"0"
"232946","24",10,"21",10,"0"
"232946","25",10,"1",10,"0"
"232946","26",10,"5",10,"0"
"232946","28",10,"4",10,"0"
"232946","29",10,"2",10,"0"
"232946","32",10,"2",10,"0"
"232946","33",10,"1",10,"0"
"232946","34",10,"11",10,"0"
"232946","35",10,"1",10,"0"
"232946","36",10,"15",10,"0"
"232946","37",10,"4",10,"0"
"232946","39",10,"5",10,"0"
"232946","40",10,"2",10,"0"
"232946","41",10,"5",10,"0"
"232946","42",10,"13",10,"0"
"232946","44",10,"3",10,"0"
"232946","45",10,"3",10,"0"
"232946","46",10,"1",10,"0"
"232946","47",10,"2",10,"0"
"232946","48",10,"12",10,"0"
"232946","49",10,"1",10,"0"
"232946","51",10,"2250",10,"1"
"232946","53",10,"5",10,"0"
"232946","54",10,"3",10,"0"
"232946","55",10,"3",10,"0"
"232946","56",10,"1",10,"0"
"232946","68",10,"27",10,"0"
"232946","90",10,"156",10,"0"
"232946","98",12,"0",31,""
"232946","99",12,"2630",12,"1"
"232982","6",10,"3",10,"1"
"232982","9",10,"3",10,"2"
"232982","10",10,"2",10,"2"
"232982","11",10,"11",10,"10"
"232982","12",10,"1",10,"1"
"232982","13",10,"2",10,"2"
"232982","17",10,"5",10,"2"
"232982","19",10,"1",10,"0"
"232982","23",10,"2",10,"2"
"232982","24",10,"12",10,"12"
"232982","25",10,"7",10,"5"
"232982","26",10,"1",10,"1"
"232982","29",10,"1",10,"1"
"232982","33",10,"1",10,"1"
"232982","34",10,"17",10,"15"
"232982","35",10,"1",10,"0"
"232982","36",10,"11",10,"9"
"232982","37",10,"5",10,"5"
"232982","39",10,"2",10,"2"
"232982","42",10,"21",10,"20"
"232982","44",10,"4",10,"1"
"232982","45",10,"2",10,"1"
"232982","48",10,"1",10,"1"
"232982","51",10,"1243",10,"1157"
"232982","53",10,"1",10,"1"
"232982","54",10,"1",10,"1"
"232982","57",10,"47",10,"29"
"232982","90",10,"47",10,"2"
"232982","98",12,"0",31,""
"232982","99",12,"1455",12,"1286"
"233019","51",10,"210",10,"96"
"233019","98",12,"0",31,""
"233019","99",12,"210",12,"96"
"233037","12",10,"1",10,"0"
"233037","37",10,"4",10,"3"
"233037","51",10,"192",10,"86"
"233037","54",10,"1",10,"0"
"233037","98",12,"0",31,""
"233037","99",12,"198",12,"89"
"233082","45",10,"1",31,""
"233082","46",10,"1",31,""
"233082","51",10,"24",10,"1"
"233082","98",12,"0",31,""
"233082","99",12,"26",12,"1"
"233091","12",10,"1",10,"1"
"233091","98",12,"180",31,""
"233091","99",12,"181",12,"1"
"233116","5",10,"1",10,"0"
"233116","12",10,"2",10,"1"
"233116","15",10,"1",10,"0"
"233116","18",10,"1",10,"0"
"233116","29",10,"1",10,"0"
"233116","33",10,"1",10,"0"
"233116","36",10,"1",10,"1"
"233116","37",10,"1",10,"1"
"233116","42",10,"2",10,"2"
"233116","48",10,"1",10,"0"
"233116","51",10,"336",10,"238"
"233116","54",10,"1",10,"1"
"233116","90",10,"5",10,"3"
"233116","98",12,"0",31,""
"233116","99",12,"354",12,"247"
"233189","51",10,"25",10,"5"
"233189","98",12,"97",31,""
"233189","99",12,"122",12,"5"
"233277","4",10,"1",10,"1"
"233277","6",10,"1",10,"1"
"233277","9",10,"12",10,"12"
"233277","10",10,"7",10,"7"
"233277","11",10,"2",10,"2"
"233277","12",10,"5",10,"4"
"233277","13",10,"3",10,"3"
"233277","18",10,"1",10,"1"
"233277","21",10,"3",10,"3"
"233277","22",10,"1",10,"1"
"233277","23",10,"2",10,"2"
"233277","24",10,"79",10,"78"
"233277","25",10,"12",10,"11"
"233277","26",10,"3",10,"3"
"233277","27",10,"2",10,"2"
"233277","31",10,"1",10,"1"
"233277","33",10,"3",10,"3"
"233277","34",10,"26",10,"26"
"233277","36",10,"9",10,"9"
"233277","37",10,"5",10,"5"
"233277","39",10,"6",10,"5"
"233277","41",10,"1",10,"1"
"233277","42",10,"17",10,"17"
"233277","44",10,"2",10,"2"
"233277","45",10,"4",10,"4"
"233277","46",10,"1",10,"1"
"233277","47",10,"11",10,"11"
"233277","48",10,"5",10,"5"
"233277","50",10,"1",10,"1"
"233277","51",10,"1499",10,"1464"
"233277","54",10,"18",10,"18"
"233277","55",10,"2",10,"2"
"233277","57",10,"4",10,"4"
"233277","90",10,"10",10,"7"
"233277","98",12,"0",31,""
"233277","99",12,"1759",12,"1717"
"233286","51",10,"19",10,"3"
"233286","98",12,"0",31,""
"233286","99",12,"19",12,"3"
"233295","9",10,"9",10,"0"
"233295","10",10,"4",10,"0"
"233295","11",10,"8",10,"0"
"233295","12",10,"4",10,"0"
"233295","17",10,"1",10,"0"
"233295","21",10,"1",10,"0"
"233295","22",10,"1",10,"0"
"233295","23",10,"1",10,"0"
"233295","24",10,"53",10,"0"
"233295","25",10,"1",10,"0"
"233295","33",10,"4",10,"0"
"233295","34",10,"9",10,"0"
"233295","36",10,"2",10,"0"
"233295","37",10,"8",10,"0"
