unitid,ftstu,apfee,applfeeu,applfeeg,applfeep,chgper1,chgper2,chgper3,chgper4,chgper5,tuition1,tuition2,tuition3,tuition4,tpugcred,tpugcont,tuition5,tuition6,tuition7,tuition8,tpgdcred,isprof1,osprof1,isprof2,osprof2,isprof3,osprof3,isprof4,osprof4,isprof5,osprof5,isprof6,osprof6,isprof7,osprof7,isprof8,osprof8,isprof9,osprof9,isprof10,osprof10,isprof11,osprof11,profna,tpfpcred,room,roomcap,board,mealswk,mealsvry,roomamt,boardamt,roombord,rmbrdamt,prgmoffr,pg300,cipcode1,ciptuit1,cipsupp1,ciplgth1,cipenrl1,cipcomp1,cipcode2,ciptuit2,cipsupp2,ciplgth2,cipenrl2,cipcomp2,cipcode3,ciptuit3,cipsupp3,ciplgth3,cipenrl3,cipcomp3,cipcode4,ciptuit4,cipsupp4,ciplgth4,cipenrl4,cipcomp4,cipcode5,ciptuit5,cipsupp5,ciplgth5,cipenrl5,cipcomp5,cipcode6,ciptuit6,cipsupp6,ciplgth6,cipenrl6,cipcomp6
"204015","1","1","25","","","","1","","","","3072","3072","9172","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204024","1","1","35","35","","","1","","","","5466","5466","11566","","","","5588","5588","11688","","","","","","","","","","","","","","","","","","","","","","","","","","","1","7151","1","21","","2120","2540","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204060","1","1","35","","","1","1","","1","","6675","6675","6675","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","1",150301,7025,,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204079","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204088","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1",520902,1995,,312,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204121","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",120403,3675,,1500,,,120499,4410,,1800,,,120406,850,,200,,,,,,,,,,,,,,,,,,,,
"204167","1","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","1",120403,4870,350,1800,,,120403,4050,325,1500,,,120403,700,300,200,,,,,,,,,,,,,,,,,,,,
"204176","1","1","35","","","1","","","","","12328","12328","12328","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","75","2","","","2448","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204185","1","1","1","","","","1","","","","14290","14290","14290","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1238","1","20","","1540","2330","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204194","1","1","20","20","","","1","","","","9430","9430","9430","","","","4680","4680","4680","","","","","","","","","","","","","","","","","","","","","","","","","","","1","996","1","21","","2178","1665","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204200","1","1","25","","","1","1","","","","11900","11900","11900","","","","5500","5500","5500","","","","","","","","","","","","","","","","","","","","","","","","","","","1","415","1","21","","2600","2450","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204219","1","1","25","","","1","","","","","3060","3060","3060","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","44","1","19","","","","1","2370","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204255","1","1","25","","","1","","","","","2490","2490","3840","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204264","1","1","20","20","","","1","","","","10450","10450","10450","","","","3420","3420","3420","","","","","","","","","","","","","","","","","","","","","","","","","","","1","795","1","20","","2130","2370","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204307","1","1","50","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1",150399,12940,,1500,,,510801,7956,,960,,,520401,5226,,720,,,,,,,,,,,,,,,,,,,,
"204316","1","1","100","","","","1","","","","5700","5700","5700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204325","1","1","50","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2",10505,4750,,265,13,57,10505,2750,,127,3,14,,,,,,,,,,,,,,,,,,,,,,,,
"204334","1","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","1",120403,3325,465,1500,,,120403,500,255,200,,,120403,175,65,100,,,120403,3375,525,1800,,,120403,425,65,300,,,,,,,,
"204352","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204361","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204370","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204422","1","2","","","","1","","","","","2880","2880","7940","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204431","1","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1",120403,3425,150,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204440","1","1","10","","","1","","","","","3143","3143","5919","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204459","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",511613,5000,,1465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204468","1","1","30","40","","","","1","","","12000","12000","12000","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","222","1","","1","2500","2500","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204477","1","1","","","50","","1","","","","","","","","","","","","","","","","","","","11214","21924","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204486","1","1","50","","","1","","","1","","7466","7466","7466","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","831","2","","","2720","","","","","1",470604,9048,915,1449,,,470604,13298,1120,2079,,,520201,10584,1926,2268,,,470604,10848,1404,2310,,,470604,15098,1610,2396,,,470605,14148,1438,2205,,
"204501","1","1","45","50","","","1","","","","22438","22438","22438","","","","22282","22282","22282","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2029","1","","1","3260","2978","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204547","1","2","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","16928","16928","","","","","","","","","","","2","","1","","1","","400","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204592","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1",120405,6860,340,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204608","1","1","100","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","465","1","","1","2610","2385","","","","1",470603,11500,395,1200,,,470604,9600,695,1200,,,470605,9600,395,1200,,,470611,6750,395,900,,,479999,3500,395,300,,,470699,12600,850,1800,,
"204617","1","2","","","","1","1","","","","9350","9350","9350","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","348","1","","1","","","1","4720","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204626","1","1","100","","","1","","","1","","9900","9900","9900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","1",510801,6520,910,865,,,510705,12790,1325,1390,,,,,,,,,,,,,,,,,,,,,,,,,,
"204635","1","1","30","","40","","1","","","","18870","18870","18870","","","","","","","","","","","","","","","","","","","21225","21225","","","","","21480","21480","","","","","","","1","1500","1","21","","2040","2640","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204662","1","1","30","","","","1","","","","3444","3444","10653","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","178","2","","","2559","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204671","1","1","30","30","","","1","","","","3423","3423","10632","","","","5040","5040","13326","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204680","1","1","30","30","","","1","","","","3423","3423","10632","","","","5040","5040","13326","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204699","1","1","30","30","","","1","","","","3423","3423","10632","","","","5040","5040","13326","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204705","1","1","30","30","","","1","","","","3423","3423","10632","","","","5040","5040","13326","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204714","1","1","100","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","1",120403,4495,500,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204723","1","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","1",120402,5625,350,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204741","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204778","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204796","1","1","30","30","30","","1","","","","3687","3687","10896","","","","5214","5214","13500","","","","","9192","26211","10995","30054","8544","25563","","","6027","14844","","","8718","26307","7049","15995","","","","","","","1","9147","1","19","","","","1","5094","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204802","1","1","15","","","1","1","","","","3102","3102","7581","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204820","1","1","20","","","1","1","","","","3102","3102","7581","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204839","1","1","15","","","1","1","","","","2865","2865","2988","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204848","1","1","20","","","1","1","","","","3102","3102","7581","","","","5124","5124","9843","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204857","1","1","30","25","25","1","1","","","","4275","4275","8994","","","","5124","5124","9843","","","","","","","","","","","11316","16035","","","","","","","","","","","","","","","1","7055","1","20","","2310","2388","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198455","1","2","","","","1","","","","","580","580","4584","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198464","1","1","35","40","35","","1","","","","1832","1832","8960","","","","1832","1832","8960","","","","","","","3022","22318","","","","","","","","","","","","","","","","","","","1","5164","1","","1","1780","1900","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198482","1","1","25","","","1","","","","","5493","5493","5493","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","120","1","20","","1430","1200","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198491","1","2","","","","","1","","","","581","581","4585","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198507","1","1","15","","","1","","1","","","1522","1522","7816","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1147","1","21","","1852","1380","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198516","1","1","25","25","","","1","","","","11542","11542","11542","","","","4374","4374","4374","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1745","1","19","","1900","2270","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198525","1","1","100","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1",120403,2700,300,1200,,,120403,2900,300,1500,,,120403,1700,100,800,,,,,,,,,,,,,,,,,,,,
"198534","1","2","","","","1","","","","","578","578","4582","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198543","1","1","20","20","","","1","","","","1460","1460","8588","","","","1460","1460","8588","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","21","","1900","1500","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198552","1","2","","","","1","","","","","581","581","4585","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198561","1","1","20","20","20","","1","","","","9620","9620","9620","","","","4032","4032","4032","","","","","","","","","","","","","","","","","","","","","4800","4800","","","","","1","860","1","21","","2190","2440","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198570","1","2","","","","1","","","","","584","584","4588","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198589","1","1","100","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1",120403,4250,486,1500,,,120403,1766,125,800,,,,,,,,,,,,,,,,,,,,,,,,,,
"198598","1","1","20","","","","1","","","","9990","9990","9990","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","523","1","19","","2350","2350","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198604","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198613","1","1","25","","","","","1","","","14881","14881","14881","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","951","1","18","","2786","2484","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198622","1","2","","","","1","","","","","593","593","4597","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198631","1","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1",120402,4600,592,1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198640","1","2","","","","1","","","","","579","579","4583","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198668","1","2","","","","1","","","","","578","578","4582","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198677","1","1","20","","","1","","","","","2600","2600","2600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","47","1","9","","1120","915","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198695","1","1","25","35","","","1","","","","10500","10500","10500","","","","4806","4806","4806","","","","","","","","","","","","","","","","","","","","","","","","","","","1","870","1","","1","2130","2950","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198710","1","2","","","","1","","","","","588","588","4592","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198729","1","2","","","","1","","","","","588","588","4592","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198747","1","1","30","","","","1","","","","4840","4840","4840","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","48","2","","","1600","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198756","1","1","20","","","","","1","","","8469","8469","8469","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1141","1","19","","1761","1567","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198774","1","2","","","","1","","","","","588","588","4592","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198808","1","1","15","","","","","1","","","10130","10130","10130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","511","1","21","","1680","1990","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198817","1","2","","","","1","","","","","588","588","4592","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198835","1","1","25","25","","","1","","","","12036","12036","12036","","","","3330","3330","3330","","","","","","","","","","","","","","","","","","","","","","","","","","","1","880","1","19","","2200","2200","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198844","1","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1",120403,3225,400,1500,,,120499,725,175,150,,,120499,1000,64,800,,,,,,,,,,,,,,,,,,,,
"198862","1","1","15","15","15","","","1","","","6950","6950","6950","","","","2948","2948","2948","","","","","","","","","","","","","","","","","","","","","2488","2488","","","","","1","583","1","21","","1600","2100","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198871","1","1","15","","","","","1","","","7875","7875","7875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","568","1","20","","2710","1900","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198899","1","1","15","","","","1","","","","8900","8900","8900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","849","1","","1","1700","2100","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198905","1","2","","","","1","","","","","588","588","4592","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198914","1","2","","","","1","","","","","590","590","4594","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198923","1","2","","","","1","","","","","573","573","4577","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198932","1","1","50","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2",80701,695,,100,38,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198941","1","1","25","","","1","","","","","4620","4620","8170","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","100","2","","","2000","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198950","1","1","35","50","","","1","","","","8490","8490","8490","","","","4500","4500","4500","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1177","1","21","","1890","1860","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198969","1","1","25","","","","1","","","","11250","11250","11250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","750","1","21","","2000","2400","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198978","1","1","35","","","1","","","1","","4275","4275","4275","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","1",510703,4500,100,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198987","1","2","","","","1","","","","","584","584","4588","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198996","1","1","100","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1",120403,2250,300,1500,,,120406,550,120,150,,,,,,,,,,,,,,,,,,,,,,,,,,
"199005","1","1","100","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1",120403,2800,0,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199014","1","1","100","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1",120403,3800,486,1500,,,120403,1766,12,800,,,,,,,,,,,,,,,,,,,,,,,,,,
"199023","1","2","","","","1","","","","","585","585","4589","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199032","1","1","15","25","","1","1","","","","10042","10042","10042","","","","5550","5550","5550","","","","","","","","","","","","","","","","","","","","","","","","","","","1","382","1","21","","2188","1752","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199041","1","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","1",510907,250,,4000,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199069","1","1","20","","","","1","","","","8490","8490","8490","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","305","1","20","","1400","1925","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199078","1","1","100","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1",120403,3700,285,1500,,,120403,2100,75,800,,,120403,700,125,150,,,,,,,,,,,,,,,,,,,,
"199087","1","2","","","","","1","","","","588","588","4592","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199096","1","1","100","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1",120403,3800,486,1500,,,120403,1766,125,800,,,,,,,,,,,,,,,,,,,,,,,,,,
"199102","1","1","35","35","","1","","","","","1622","1622","8750","","","","1622","1622","8750","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2994","1","21","","2420","1430","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199111","1","1","35","35","","1","","","","","1784","1784","8078","","","","1784","1784","8078","","","","","","","","","","","","","","","","","","","","","","","","","","","1","914","1","19","","1816","2010","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199120","1","1","55","55","60","","1","","","","2173","2173","11159","","","","2164","2164","11150","","","","","3492","21330","3242","23724","","","","","2317","16247","","","","","2830","14692","","","","","","","1","6756","1","14","","2070","2200","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199139","1","1","35","35","","","1","","","","1777","1777","8905","","","","1777","1777","8905","","","","","","","","","","","","","","","","","","","","","","","","","","","1","4086","1","15","","1796","1970","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199148","1","1","35","35","","","1","","","","2019","2019","10307","","","","2019","2019","10307","","","","","","","","","","","","","","","","","","","","","","","","","","","1","3987","1","19","","2012","1650","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199157","1","1","30","30","30","1","","","","","1736","1736","8865","","","","1701","1701","8830","","","","","","","","","","","","","","","","","","","1838","10765","","","","","","","1","1995","1","21","","1808","1576","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199166","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199175","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199184","1","1","35","35","","","","1","","","2205","2205","10662","","","","2205","2205","10662","","","","","","","","","","","","","","","","","","","","","","","","","","","1","580","1","19","","2060","1910","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199193","1","1","55","55","130","1","","","","","2270","2270","11256","","","","2276","2276","11262","","","","","","","","","","","","","","","","","3344","20726","","","","","","","","","1","6794","1","15","","1950","1920","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199209","1","1","25","","","","1","","","","7680","7680","7680","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","445","1","19","","2200","2630","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199218","1","1","35","35","","","1","","","","1782","1782","8910","","","","1782","1782","8910","","","","","","","","","","","","","","","","","","","","","","","","","","","1","3856","1","19","","2440","1820","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199227","1","1","100","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",120403,5300,535,1500,,,120406,,,200,,,120499,2490,250,800,,,,,,,,,,,,,,,,,,,,
"199236","1","2","","","","1","","","","","575","575","4579","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199245","1","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","1","1",511004,500,,2000,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
