unitid,ftstu,apfee,applfeeu,applfeeg,applfeep,chgper1,chgper2,chgper3,chgper4,chgper5,tuition1,tuition2,tuition3,tuition4,tpugcred,tpugcont,tuition5,tuition6,tuition7,tuition8,tpgdcred,isprof1,osprof1,isprof2,osprof2,isprof3,osprof3,isprof4,osprof4,isprof5,osprof5,isprof6,osprof6,isprof7,osprof7,isprof8,osprof8,isprof9,osprof9,isprof10,osprof10,isprof11,osprof11,profna,tpfpcred,room,roomcap,board,mealswk,mealsvry,roomamt,boardamt,roombord,rmbrdamt,prgmoffr,pg300,cipcode1,ciptuit1,cipsupp1,ciplgth1,cipenrl1,cipcomp1,cipcode2,ciptuit2,cipsupp2,ciplgth2,cipenrl2,cipcomp2,cipcode3,ciptuit3,cipsupp3,ciplgth3,cipenrl3,cipcomp3,cipcode4,ciptuit4,cipsupp4,ciplgth4,cipenrl4,cipcomp4,cipcode5,ciptuit5,cipsupp5,ciplgth5,cipenrl5,cipcomp5,cipcode6,ciptuit6,cipsupp6,ciplgth6,cipenrl6,cipcomp6
"140641","1","1","35","","","","1","","1","","","","","","","","4950","4950","4950","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","3","1",511699,4950,,306,79,97,520403,4000,,366,38,9,,,,,,,,,,,,,,,,,,,,,,,,
"140669","1","1","25","25","","1","1","","","","2052","2052","6513","","","","2223","2223","7143","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1230","1","21","","1596","1623","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140678","1","1","15","","","","1","","","","861","861","1617","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","190","1","15","","750","1350","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140696","1","1","30","30","","","1","","","","16020","16020","16020","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","500","1","19","","","","1","4990","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140711","1","1","100","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1",120403,4215,785,1500,,,120403,4215,785,1500,,,120499,1190,210,320,,,,,,,,,,,,,,,,,,,,
"140720","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140809","1","2","","","","","1","","","","822","822","1578","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140818","1","1","20","30","","1","1","","","","7200","7200","7200","","","","2880","2880","2880","","","","","","","","","","","","","","","","","","","","","","","","","","","1","332","1","19","","1980","1950","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140827","1","1","75","","","","1","","","","11815","11815","11815","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140872","1","1","15","","","1","","","","","6210","6210","6210","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","404","1","21","","2388","1875","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140881","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140942","1","1","15","","","","1","","","","855","855","1611","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140951","1","1","50","50","","1","","1","","","12600","12600","12600","","","","12600","12600","12600","","","","","","","","","","","","","","","","","","","","","","","","","","","1","920","1","18","","3800","2400","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140960","1","1","10","35","","","1","","","","2226","2226","6687","","","","2211","2211","4754","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1060","1","20","","1695","1800","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140988","1","1","25","50","","1","1","","","","8260","8260","8260","","","","7150","7150","7150","","","","","","","","","","","","","","","","","","","","","","","","","","","1","487","1","21","","2450","1800","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140997","1","1","5","","","","1","","","","1275","1275","4449","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","500","1","","1","1230","1575","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141006","1","1","15","","","","1","","","","888","888","1664","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","170","1","19","","450","1395","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141015","1","1","50","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","1",500402,20050,1500,1925,,,500402,20050,1500,1925,,,500402,20000,1500,1936,,,500605,14000,4000,2222,,,,,,,,,,,,,,
"141060","1","1","35","","","","1","","","","9910","9910","9910","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1169","1","21","","3670","2700","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141097","1","2","","","","","1","","","","1998","1998","6459","","","","1878","1878","6018","","","","","","","","","","","","","","","","","","","","","","","","","","","1","450","1","14","","1800","1650","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141121","1","1","15","","","","1","","","","806","806","1598","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141158","1","1","15","","","","1","","","","1252","1252","2111","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141167","1","1","25","","","1","","","","","4500","4500","4500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141185","1","1","20","20","","","1","","","","7395","7395","7395","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","579","1","21","","","","1","3708","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141228","1","1","15","","","","1","","","","876","876","1752","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141237","1","1","20","","","1","","","","","5550","5550","5550","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","417","1","19","","1425","1500","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141255","1","1","15","","","","1","","","","930","930","1746","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141264","1","1","10","10","","1","","","","","2139","2139","6600","","","","2310","2310","7230","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1800","1","20","","2220","2480","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141273","1","1","15","","","","1","","","","816","816","1632","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141307","1","1","5","","","","1","","","","1217","1217","4391","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141325","1","1","25","25","","","1","","","","14200","14200","14200","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","550","1","19","","","","1","5300","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141334","1","1","15","15","","","1","","","","2088","2088","6549","","","","2259","2259","7179","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2341","1","15","","1800","1671","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141343","1","1","35","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1",120403,3000,,1500,9,9,120401,1000,,320,5,5,,,,,,,,,,,,,,,,,,,,,,,,
"141361","1","1","25","","","","1","","","","7400","7400","7400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1365","1","21","","1470","2135","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141389","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2",120405,4800,,250,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141398","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1",120405,1500,,570,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141468","1","1","50","","","","1","","","","6710","6710","6710","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141486","1","1","50","50","","1","1","","","","10800","10800","10800","","","","6840","6840","6840","","","","","","","","","","","","","","","","","","","","","","","","","","","1","255","1","10","","3000","2350","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141510","1","1","15","","","1","","","1","","4215","4215","4215","","","1125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","2","1",150303,7173,,1875,51,38,150303,3595,,900,27,0,,,,,,,,,,,,,,,,,,,,,,,,
"141529","1","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","15","1",520408,2164,,442,50,160,520408,831,,68,39,126,460401,988,,468,10,113,520408,1069,,540,18,107,120599,1630,,612,32,110,119999,210,,24,19,100
"141547","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2",521501,199,,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141556","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141565","1","1","25","","","","1","","","","2186","2186","7754","","","","2186","2186","7754","","","","","","","","","","","","","","","","","","","","","","","","","","","1","622","1","","1","","","1","5087","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141574","1","1","25","25","25","","1","","","","2949","2949","9429","","","","3909","3909","9837","","","","","","","10691","24395","","","","","","","","","","","7115","13547","","","","","","","1","2704","1","","1","","","1","5087","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141583","1","","","","","1","","","1","","1890","1890","1890","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","1",520803,4300,,720,,,520302,7590,,1320,,,520903,8300,,1320,,,,,,,,,,,,,,,,,,,,
"141608","1","1","15","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1",120402,4530,435,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141626","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2",521501,395,,45,45,,521501,445,,55,10,,,,,,,,,,,,,,,,,,,,,,,,,
"141644","1","1","50","50","","","1","","","","7500","7500","7500","","","","7500","7500","7500","","","","","","","","","","","","","","","","","","","","","","","","","","","1","180","1","14","","","","1","7400","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141671","1","1","100","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","1",120403,6725,875,1800,,,120403,3350,150,600,,,120403,2775,325,350,,,,,,,,,,,,,,,,,,,,
"141680","1","1","25","","","","1","","","","946","946","5722","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141699","1","1","25","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1",120405,6550,,630,42,35,120405,1950,,180,27,40,,,,,,,,,,,,,,,,,,,,,,,,
"141714","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1",120405,3000,,600,25,,120405,1000,,100,12,,,,,,,,,,,,,,,,,,,,,,,,,
"141723","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141796","1","1","25","","","","1","","","","956","956","5732","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141802","1","1","25","","","","1","","","","946","946","5722","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141811","1","1","25","","","","1","","","","951","951","5727","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141839","1","1","25","","","","1","","","","954","954","5730","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","55","2","","","1994","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141848","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1",510801,5960,,775,103,,520404,4382,,616,4,,510708,5960,,775,0,,,,,,,,,,,,,,,,,,,
"141857","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1",470604,7506,,1500,,,150501,7340,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,
"141866","1","","","","","1","","","","","5000","5000","5000","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141936","1","1","","50","","","1","","","","","","","","","","6900","6900","6900","","","","","","","","","","","","","","","","","","","","","","","","","","","1","10","2","","","2700","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141945","1","1","15","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1",520903,2900,190,480,,,520902,2900,190,480,,,520903,5300,370,900,,,,,,,,,,,,,,,,,,,,
"141963","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141972","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","2",521501,345,,45,35,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141981","1","1","25","","","","1","","","","1762","1762","6898","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
