unitid,line,"xef01",efres01,"xef02",efres02,centers
"220710","1","R","8","R","8","-5"
"220710","10","R","1","R","1","-5"
"220710","12","R","19","R","18","-5"
"220710","13","R","22","R","21","-5"
"220710","16","R","1","R","1","-5"
"220710","18","R","2","R","2","-5"
"220710","21","R","3","R","3","-5"
"220710","37","R","3","R","3","-5"
"220710","39","R","4","R","4","-5"
"220710","40","R","1","R","1","-5"
"220710","41","R","1","R","1","-5"
"220710","42","R","1","R","1","-5"
"220710","46","R","1","R","1","-5"
"220710","47","R","154","R","152","-5"
"220710","51","R","3","R","3","-5"
"220710","53","R","1","R","1","-5"
"220710","55","R","1","R","1","-5"
"220710","90","R","2","R","1","-5"
"220710","99","R","228","R","223","-5"
"220792","1","A","1","I","1","-5"
"220792","6","A","1","I","1","-5"
"220792","12","A","1","I","1","-5"
"220792","13","A","2","I","2","-5"
"220792","17","A","1","I","1","-5"
"220792","21","R","1","I","1","-5"
"220792","22","A","1","I","1","-5"
"220792","24","A","1","I","1","-5"
"220792","25","A","1","I","1","-5"
"220792","26","A","1","I","1","-5"
"187532","55","R","1","Z","0","-5"
"187532","57","R","248","R","106","-5"
"187532","99","R","1705","R","967","-5"
"187596","35","R","28","I","15","-5"
"187596","99","R","28","T","15","-5"
"187620","2","R","1","R","0","-5"
"187620","4","R","1","R","1","-5"
"187620","5","R","1","R","1","-5"
"187620","6","R","3","R","3","-5"
"187620","8","R","2","R","1","-5"
"187620","13","R","1","R","1","-5"
"187620","17","R","1","R","1","-5"
"187620","19","R","1","R","0","-5"
"187620","21","R","1","R","0","-5"
"187620","31","R","1","R","1","-5"
"187620","32","R","2","R","2","-5"
"187620","35","R","665","R","443","-5"
"187620","37","R","1","R","0","-5"
"187620","40","R","1","R","1","-5"
"187620","42","R","1","R","0","-5"
"187620","47","R","1","R","1","-5"
"187620","48","R","31","R","21","-5"
"187620","57","R","17","R","8","-5"
"187620","90","R","2","R","1","-5"
"187620","99","R","734","R","486","-5"
"187639","2","R","1","R","0","-5"
"187639","4","R","1","R","1","-5"
"187639","5","R","1","R","0","-5"
"187639","6","R","4","R","1","-5"
"187639","8","R","1","R","0","-5"
"187639","9","R","1","R","0","-5"
"187639","12","R","2","R","0","-5"
"187639","13","R","1","R","0","-5"
"187639","24","R","1","R","0","-5"
"187639","32","R","1","R","0","-5"
"187639","33","R","1","R","0","-5"
"187639","35","R","97","R","13","-5"
"187639","42","R","1","R","1","-5"
"187639","48","R","23","R","2","-5"
"187639","51","R","1","R","0","-5"
"187639","53","R","1","R","0","-5"
"187639","56","R","1","R","0","-5"
"187639","57","A","20","R","0","-5"
"187639","99","M","159","R","18","-5"
"187648","1","R","1","Z","0","-5"
"187648","2","R","6","R","5","-5"
"187648","4","R","2","R","2","-5"
"187648","5","R","1","R","1","-5"
"187648","6","R","6","R","6","-5"
"187648","8","R","6","R","6","-5"
"187648","9","R","1","R","1","-5"
"187648","13","R","1","R","1","-5"
"187648","17","R","3","R","2","-5"
"187648","19","R","1","R","1","-5"
"187648","23","R","1","R","1","-5"
"187648","26","R","2","R","2","-5"
"187648","27","R","1","R","1","-5"
"187648","28","R","1","Z","0","-5"
"187648","29","R","2","R","1","-5"
"187648","31","R","1","R","1","-5"
"187648","32","R","1","R","1","-5"
"187648","34","R","1","Z","0","-5"
"187648","35","R","513","R","460","-5"
"187648","36","R","2","R","2","-5"
"187648","39","R","1","Z","0","-5"
"187648","40","R","2","R","2","-5"
"187648","44","R","1","R","1","-5"
"187648","48","R","48","R","46","-5"
"187648","53","R","1","R","1","-5"
"187648","90","R","1","R","1","-5"
"187648","99","R","607","R","545","-5"
"187666","6","R","2","R","1","-5"
"187666","8","R","1","R","1","-5"
"187666","15","R","1","R","1","-5"
"187666","17","R","1","R","1","-5"
"187666","35","R","847","R","321","-5"
"187666","48","R","4","R","4","-5"
"187666","55","R","1","R","1","-5"
"187666","90","R","1","Z","0","-5"
"187666","99","R","858","R","330","-5"
"187745","57","P","35","I","19","-5"
"187745","99","P","35","T","19","-5"
"187879","4","R","2","I","2","-5"
"187879","35","R","4","I","3","-5"
"187879","46","R","2","I","2","-5"
"187879","99","R","8","T","7","-5"
"187897","2","R","2","R","2","-5"
"187897","4","R","3","R","3","-5"
"187897","6","R","4","R","4","-5"
"187897","8","R","12","R","12","-5"
"187897","12","R","1","R","1","-5"
"187897","15","R","2","R","2","-5"
"187897","27","R","2","R","2","-5"
"187897","30","R","3","R","3","-5"
"187897","32","R","4","R","4","-5"
"187897","34","R","1","R","1","-5"
"187897","35","R","284","R","255","-5"
"187897","38","R","1","R","1","-5"
"187897","40","R","1","R","1","-5"
"187897","48","R","2","R","2","-5"
"187897","49","R","2","R","2","-5"
"187897","51","R","1","R","1","-5"
"187897","53","R","1","R","1","-5"
"187897","56","R","1","R","1","-5"
"187897","99","R","327","R","298","-5"
"187903","2","R","1","R","1","-5"
"187903","4","R","3","R","2","-5"
"187903","6","R","1","R","1","-5"
"187903","8","R","5","R","4","-5"
"187903","9","R","1","Z","0","-5"
"187903","13","R","1","R","1","-5"
"187903","17","R","5","R","5","-5"
"187903","22","R","2","R","2","-5"
"187903","32","R","1","R","1","-5"
"187903","35","R","518","R","214","-5"
"187903","36","R","1","Z","0","-5"
"187903","38","R","1","R","1","-5"
"187903","40","R","1","Z","0","-5"
"187903","41","R","1","Z","0","-5"
"187903","42","R","1","R","1","-5"
"187903","45","R","2","R","2","-5"
"187903","48","R","74","R","42","-5"
"187903","90","R","7","R","5","-5"
"187903","99","R","626","R","282","-5"
"187912","1","R","2","R","2","-5"
"187912","2","R","3","R","2","-5"
"187912","4","R","12","R","12","-5"
"187912","5","R","2","R","2","-5"
"187912","6","R","22","R","22","-5"
"187912","8","R","8","R","8","-5"
"187912","9","R","1","R","1","-5"
"187912","12","R","6","R","6","-5"
"187912","13","R","6","R","4","-5"
"187912","15","R","8","R","6","-5"
"187912","17","R","4","R","4","-5"
"187912","18","R","2","R","2","-5"
"187912","19","R","1","R","1","-5"
"187912","20","R","2","R","2","-5"
"187912","21","R","1","R","1","-5"
"187912","22","R","1","Z","0","-5"
"187912","23","R","1","R","1","-5"
"187912","24","R","1","R","1","-5"
"187912","25","R","2","R","2","-5"
"187912","26","R","2","R","2","-5"
"187912","27","R","2","R","2","-5"
"187912","29","R","3","R","3","-5"
"187912","30","R","1","R","1","-5"
"187912","31","R","2","R","2","-5"
"187912","32","R","1","R","1","-5"
"187912","33","R","1","R","1","-5"
"187912","34","R","1","R","1","-5"
"187912","35","R","57","R","55","-5"
"187912","36","R","5","R","5","-5"
"187912","37","R","2","R","2","-5"
"187912","39","R","6","R","5","-5"
"187912","40","R","4","R","4","-5"
"187912","41","R","3","R","3","-5"
"187912","42","R","3","R","3","-5"
"187912","45","R","2","R","1","-5"
"187912","47","R","4","R","4","-5"
"187912","48","R","43","R","42","-5"
"187912","49","R","2","R","1","-5"
"187912","51","R","2","R","2","-5"
"187912","53","R","6","R","6","-5"
"187912","55","R","1","R","1","-5"
"187912","57","R","6","R","4","-5"
"187912","90","R","5","R","5","-5"
"187912","99","T","249","T","235","-5"
"187958","4","R","46","R","28","-5"
"187958","20","R","1","R","0","-5"
"187958","27","R","1","R","0","-5"
"187958","33","R","1","R","0","-5"
"187958","35","R","274","R","179","-5"
"187958","41","R","1","R","0","-5"
"187958","99","R","324","R","207","-5"
"187967","1","R","1","R","1","-5"
"187967","2","R","4","R","4","-5"
"187967","4","R","2","R","2","-5"
"187967","6","R","5","R","5","-5"
"187967","8","R","6","R","6","-5"
"187967","13","R","1","R","1","-5"
"187967","16","R","1","R","1","-5"
"187967","17","R","2","R","2","-5"
"187967","19","R","1","R","1","-5"
"187967","20","R","1","R","1","-5"
"187967","24","R","2","R","0","-5"
"187967","25","R","2","R","2","-5"
"187967","26","R","1","R","1","-5"
"187967","29","R","2","R","1","-5"
"187967","30","R","2","R","2","-5"
"187967","32","R","1","R","1","-5"
"187967","34","R","2","R","2","-5"
"187967","35","R","145","R","128","-5"
"187967","36","R","1","R","0","-5"
"187967","39","R","1","R","0","-5"
"187967","41","R","3","R","3","-5"
"187967","42","R","3","R","3","-5"
"187967","46","R","1","R","0","-5"
"187967","47","R","1","R","1","-5"
"187967","48","R","5","R","2","-5"
"187967","53","R","2","R","2","-5"
"187967","90","R","1","R","1","-5"
"187967","99","R","199","R","173","-5"
"187976","2","R","1","R","1","-5"
"187976","6","R","1","R","1","-5"
"187976","17","R","1","R","1","-5"
"187976","35","R","95","R","87","-5"
"187976","36","R","1","R","0","-5"
"187976","99","R","99","R","90","-5"
"187985","1","R","2","R","2","-5"
"187985","2","R","4","R","4","-5"
"187985","4","R","11","R","11","-5"
"187985","5","R","2","R","2","-5"
"187985","6","R","32","R","31","-5"
"187985","8","R","45","R","44","-5"
"187985","9","R","3","R","3","-5"
"187985","10","R","2","R","2","-5"
"187985","11","R","1","R","1","-5"
"187985","12","R","1","R","1","-5"
"187985","13","R","3","R","3","-5"
"188429","31","R","1","R","1","-5"
"188429","32","R","1","R","1","-5"
"188429","33","R","4","R","3","-5"
"188429","34","R","20","R","13","-5"
"188429","36","R","464","R","286","-5"
"188429","37","R","1","R","1","-5"
"188429","41","R","1","R","1","-5"
"188429","42","R","4","R","4","-5"
"188429","44","R","1","R","1","-5"
"188429","47","R","2","R","0","-5"
"188429","48","R","1","R","1","-5"
"188429","50","R","1","R","1","-5"
"188429","53","R","1","R","0","-5"
"188429","90","R","14","R","4","-5"
"188429","99","R","556","R","344","-5"
"188438","10","R","1","R","1","-5"
"188438","29","R","1","R","0","-5"
"188438","33","R","1","R","1","-5"
"188438","36","R","735","R","451","-5"
"188438","48","R","1","R","1","-5"
"188438","50","R","6","R","3","-5"
"188438","53","R","1","R","0","-5"
"188438","90","R","2","R","0","-5"
"188438","99","R","748","R","457","-5"
"188465","36","R","120","C","26","-5"
"188465","99","T","120","T","26","-5"
"188517","36","R","57","R","24","-5"
"188517","99","R","57","R","24","-5"
"188526","23","R","1","R","1","-5"
"188526","25","R","2","R","2","-5"
"188526","34","R","1","R","1","-5"
"188526","36","R","91","R","91","-5"
"188526","39","R","1","R","1","-5"
"188526","42","R","1","R","1","-5"
"188526","90","R","2","R","2","-5"
"188526","99","R","99","R","99","-5"
"188641","6","R","3","R","2","-5"
"188641","9","R","3","R","3","-5"
"188641","12","R","1","R","1","-5"
"188641","13","R","1","R","1","-5"
"188641","17","R","2","R","2","-5"
"188641","19","R","1","R","1","-5"
"188641","23","R","10","R","10","-5"
"188641","24","R","2","R","2","-5"
"188641","25","R","9","R","8","-5"
"188641","29","R","1","R","1","-5"
"188641","33","R","5","R","5","-5"
"188641","34","R","13","R","13","-5"
"188641","36","R","254","R","251","-5"
"188641","39","R","5","R","5","-5"
"188641","41","R","1","R","1","-5"
"188641","42","R","36","R","35","-5"
"188641","44","R","3","R","3","-5"
"188641","50","R","6","R","6","-5"
"188641","53","R","3","R","3","-5"
"188641","90","R","1","R","0","-5"
"188641","99","R","360","R","353","-5"
"188678","4","R","1","R","1","-5"
"188678","6","R","3","R","3","-5"
"188678","9","R","4","R","3","-5"
"188678","12","R","4","R","4","-5"
"188678","13","R","2","R","2","-5"
"188678","17","R","1","R","1","-5"
"188678","23","R","1","R","1","-5"
"188678","24","R","3","R","3","-5"
"188678","25","R","3","R","2","-5"
"188678","26","R","2","R","2","-5"
"188678","29","R","1","R","1","-5"
"188678","34","R","4","R","4","-5"
"188678","36","R","6","R","5","-5"
"188678","39","R","1","R","1","-5"
"188678","42","R","2","R","2","-5"
"188678","44","R","1","R","1","-5"
"188678","47","R","1","R","1","-5"
"188678","48","R","5","R","4","-5"
"188678","51","R","3","R","3","-5"
"188678","53","R","1","R","1","-5"
"188678","55","R","1","R","1","-5"
"188678","90","R","14","R","11","-5"
"188678","99","R","64","R","57","-5"
"188687","9","R","1","R","0","-5"
"188687","34","R","2","R","0","-5"
"188687","36","R","57","R","16","-5"
"188687","78","R","1","R","0","-5"
"188687","90","R","3","R","0","-5"
"188687","99","R","64","R","16","-5"
"188942","6","R","3","R","2","-5"
"188942","12","R","1","R","1","-5"
"188942","22","R","1","R","1","-5"
"188942","26","R","1","R","1","-5"
"188942","34","R","1","R","1","-5"
"188942","36","R","15","R","14","-5"
"188942","90","R","2","R","2","-5"
"188942","99","R","24","R","22","-5"
"189088","2","R","1","R","1","-5"
"189088","6","R","27","R","21","-5"
"189088","8","R","3","R","3","-5"
"189088","9","R","19","R","17","-5"
"189088","10","R","1","R","1","-5"
"189088","12","R","4","R","4","-5"
"189088","13","R","4","R","4","-5"
"189088","16","R","1","R","1","-5"
"189088","17","R","3","R","3","-5"
"189088","18","R","2","R","2","-5"
"189088","19","R","2","R","2","-5"
"189088","21","R","2","R","2","-5"
"189088","22","R","1","R","1","-5"
"189088","23","R","17","R","14","-5"
"189088","24","R","9","R","9","-5"
"189088","25","R","20","R","20","-5"
"189088","26","R","2","R","1","-5"
"189088","27","R","4","R","4","-5"
"189088","29","R","1","R","1","-5"
"189088","33","R","3","R","2","-5"
"189088","34","R","24","R","23","-5"
"189088","35","R","3","R","1","-5"
"189088","36","R","102","R","92","-5"
"189088","37","R","2","R","1","-5"
"189088","39","R","6","R","6","-5"
"189088","41","R","5","R","4","-5"
"189088","42","R","18","R","16","-5"
"189088","44","R","3","R","3","-5"
"189088","45","R","1","R","1","-5"
"189088","46","R","1","R","1","-5"
"189088","47","R","1","R","1","-5"
"189088","48","R","4","R","4","-5"
"189088","49","R","1","A","1","-5"
"189088","50","R","8","R","7","-5"
"189088","51","R","5","R","2","-5"
"189088","53","R","6","R","6","-5"
"189088","54","R","2","R","1","-5"
"189088","55","R","1","R","1","-5"
"189088","56","R","1","R","1","-5"
"189088","57","R","1","R","1","-5"
"189088","72","R","1","R","1","-5"
"189088","78","R","1","R","1","-5"
"189088","90","R","14","R","11","-5"
"189088","99","R","337","R","299","-5"
"189097","2","R","1","R","1","-5"
"189097","4","R","4","R","4","-5"
"189097","6","R","53","R","46","-5"
"189097","8","R","2","R","2","-5"
"189097","9","R","15","R","15","-5"
"189097","11","R","2","R","2","-5"
"189097","12","R","18","R","15","-5"
"189097","13","R","3","R","3","-5"
"189097","17","R","9","R","8","-5"
"189097","19","R","1","R","1","-5"
"189097","20","R","1","R","1","-5"
"189097","22","R","2","R","2","-5"
"189097","23","R","6","R","5","-5"
"189097","24","R","11","R","11","-5"
"189097","25","R","37","R","33","-5"
"189097","26","R","3","R","3","-5"
"189097","27","R","8","R","8","-5"
"189097","29","R","1","R","1","-5"
"189097","33","R","2","R","2","-5"
"189097","34","R","84","R","75","-5"
"189097","36","R","195","R","180","-5"
"189097","37","R","4","R","4","-5"
"189097","39","R","6","R","5","-5"
"189097","41","R","2","R","1","-5"
"189097","42","R","21","R","18","-5"
"189097","44","R","1","R","1","-5"
"189097","48","R","14","R","12","-5"
"189097","49","R","1","R","1","-5"
"189097","51","R","4","R","4","-5"
"189097","53","R","6","R","4","-5"
"189097","54","R","1","R","1","-5"
"189097","55","R","2","R","2","-5"
"189097","66","R","1","R","1","-5"
"189097","90","R","23","R","21","-5"
"189097","99","R","544","R","493","-5"
"189228","34","C","10","C","3","-5"
"189228","36","C","338","C","240","-5"
"189228","99","M","348","T","243","-5"
"189246","9","R","21","R","21","-5"
"189246","24","R","3","R","3","-5"
"189246","34","R","3","R","3","-5"
"189246","36","R","142","R","142","-5"
"189246","50","R","2","R","2","-5"
"189246","51","R","1","R","1","-5"
"189246","57","C","7","Z","0","-5"
"189246","90","R","6","R","6","-5"
"189246","99","M","185","T","178","-5"
"189264","34","R","1","R","0","-5"
"189264","36","R","24","R","21","-5"
"189264","39","R","3","R","2","-5"
"189264","99","T","28","T","23","-5"
"189273","36","R","35","R","31","-5"
"189273","99","T","35","T","31","-5"
"189282","36","R","6","R","3","-5"
"189282","99","R","6","R","3","-5"
"189413","36","A","136","R","122","-5"
"189413","99","T","136","T","122","-5"
"189422","36","R","335","R","14","-5"
"189422","99","R","335","R","14","-5"
"189459","24","R","2","R","1","-5"
"189459","36","R","331","R","215","-5"
"189459","42","R","1","R","1","-5"
"189459","90","R","3","R","3","-5"
"189459","99","R","337","R","220","-5"
"189547","12","R","1","I","1","-5"
"189547","26","R","1","I","1","-5"
"189547","36","R","1196","I","625","-5"
"189547","37","R","1","I","1","-5"
"189547","42","R","46","I","23","-5"
"189547","49","R","1","I","1","-5"
"189547","51","R","1","I","1","-5"
"189547","90","R","32","I","16","-5"
"189547","99","R","1279","T","669","-5"
"189556","36","R","61","R","23","-5"
"189556","57","A","27","R","0","-5"
"189556","99","M","88","R","23","-5"
"189565","36","R","96","R","41","-5"
"189565","99","R","96","R","41","-5"
"189574","36","C","114","C","50","-5"
"189574","90","R","8","R","8","-5"
"189574","99","R","122","R","58","-5"
"189583","36","R","141","I","51","-5"
"190372","25","R","8","C","8","-5"
"190372","26","R","2","C","2","-5"
"190372","34","R","29","C","29","-5"
"190372","36","R","108","C","108","-5"
"190372","39","R","1","C","1","-5"
"190372","41","R","1","C","1","-5"
"190372","42","R","4","C","4","-5"
"190372","47","R","1","C","1","-5"
"190372","48","R","1","C","1","-5"
"190372","49","R","2","C","2","-5"
"190372","53","R","1","C","1","-5"
"190372","90","R","4","C","4","-5"
"190372","99","R","215","R","215","-5"
"190415","1","R","2","R","2","-5"
"190415","2","R","5","R","5","-5"
"190415","4","R","11","R","11","-5"
"190415","6","R","147","R","144","-5"
"190415","8","R","21","R","20","-5"
"190415","9","R","79","R","76","-5"
"190415","10","R","5","R","4","-5"
"190415","11","R","11","R","11","-5"
"190415","12","R","56","R","56","-5"
"190415","13","R","20","R","19","-5"
"190415","15","R","4","R","4","-5"
"190415","16","R","2","R","2","-5"
"190415","17","R","55","R","55","-5"
"190415","18","R","11","R","11","-5"
"190415","19","R","7","R","7","-5"
"190415","20","R","3","R","3","-5"
"190415","21","R","6","R","6","-5"
"190415","22","R","1","R","1","-5"
"190415","23","R","15","R","15","-5"
"190415","24","R","66","R","63","-5"
"190415","25","R","110","R","110","-5"
"190415","26","R","19","R","19","-5"
"190415","27","R","11","R","11","-5"
"190415","29","R","9","R","9","-5"
"190415","30","R","1","R","1","-5"
"190415","31","R","3","R","3","-5"
"190415","33","R","12","R","12","-5"
"190415","34","R","236","R","232","-5"
"190415","35","R","10","R","10","-5"
"190415","36","R","484","R","473","-5"
"190415","37","R","11","R","11","-5"
"190415","38","R","2","R","2","-5"
"190415","39","R","56","R","56","-5"
"190415","40","R","5","R","5","-5"
"190415","41","R","6","R","6","-5"
"190415","42","R","148","R","146","-5"
"190415","44","R","14","R","14","-5"
"190415","45","R","4","R","4","-5"
"190415","47","R","5","R","5","-5"
"190415","48","R","58","R","58","-5"
"190415","49","R","2","R","2","-5"
"190415","50","R","6","R","5","-5"
"190415","51","R","41","R","40","-5"
"190415","53","R","23","R","23","-5"
"190415","54","R","3","R","3","-5"
"190415","55","R","10","R","10","-5"
"190415","57","R","26","R","21","-5"
"190415","72","R","7","R","6","-5"
"190415","90","R","195","R","135","-5"
"190415","99","R","2044","R","1947","-5"
"190433","1","R","2","R","2","-5"
"190433","2","R","1","R","1","-5"
"190433","4","R","2","R","2","-5"
"190433","5","R","1","R","0","-5"
"190433","6","R","31","R","28","-5"
"190433","8","R","7","R","7","-5"
"190433","9","R","17","R","15","-5"
"190433","10","R","1","R","1","-5"
"190433","11","R","2","R","2","-5"
"190433","12","R","10","R","9","-5"
"190433","13","R","6","R","6","-5"
"190433","15","R","4","R","3","-5"
"190433","16","R","2","R","2","-5"
"190433","17","R","14","R","14","-5"
"190433","18","R","1","R","0","-5"
"190433","20","R","1","R","1","-5"
"190433","21","R","2","R","2","-5"
"190433","22","R","2","R","2","-5"
"190433","23","R","5","R","5","-5"
"190433","24","R","23","R","23","-5"
"190433","25","R","18","R","18","-5"
"190433","26","R","2","R","2","-5"
"190433","27","R","3","R","3","-5"
"190433","29","R","4","R","3","-5"
"190433","30","R","1","R","1","-5"
"190433","31","R","1","R","1","-5"
"190433","32","R","2","R","2","-5"
"190433","33","R","5","R","5","-5"
"190433","34","R","67","R","45","-5"
"190433","35","R","1","R","1","-5"
"190433","36","R","935","R","649","-5"
"190433","37","R","3","R","3","-5"
"190433","39","R","13","R","10","-5"
"190433","40","R","2","R","2","-5"
"190433","41","R","3","R","3","-5"
"190433","42","R","50","R","48","-5"
"190433","44","R","1","R","1","-5"
"190433","46","R","1","R","1","-5"
"190433","48","R","6","R","6","-5"
"190433","49","R","1","R","1","-5"
"190433","50","R","3","R","3","-5"
"190433","51","R","8","R","8","-5"
"190433","53","R","4","R","3","-5"
"190433","55","R","6","R","6","-5"
"190433","72","R","4","R","4","-5"
"190433","90","R","27","R","23","-5"
"190433","99","R","1305","R","977","-5"
"190442","12","R","1","R","1","-5"
"190442","19","R","1","R","1","-5"
"190442","33","R","1","R","1","-5"
"190442","36","R","696","R","442","-5"
"190442","42","R","44","R","26","-5"
"190442","99","R","743","R","471","-5"
"190451","36","R","24","R","17","-5"
"190451","99","R","24","R","17","-5"
"190503","2","R","1","I","1","-5"
"190503","4","R","3","I","3","-5"
"190503","6","R","20","I","17","-5"
"190503","8","R","6","I","5","-5"
"190503","9","R","22","I","18","-5"
"190503","12","R","14","I","12","-5"
"190503","13","R","6","I","5","-5"
"190503","15","R","1","I","1","-5"
"190503","16","R","2","I","2","-5"
"190503","17","R","13","I","11","-5"
"190503","18","R","6","I","5","-5"
"190503","19","R","2","I","2","-5"
"190503","20","R","2","I","2","-5"
"190503","21","R","1","I","1","-5"
"190503","22","R","2","I","2","-5"
"190503","23","R","6","I","5","-5"
"190503","24","R","8","I","7","-5"
"190503","25","R","20","I","17","-5"
"190503","26","R","11","I","9","-5"
"190503","27","R","6","I","5","-5"
"190503","29","R","5","I","4","-5"
"190503","33","R","9","I","8","-5"
"190503","34","R","63","I","53","-5"
"190503","35","R","1","I","1","-5"
"190503","36","A","120","I","101","-5"
"190503","37","R","10","I","8","-5"
"190503","38","R","1","I","1","-5"
"190503","39","R","14","I","12","-5"
"190503","40","R","3","I","3","-5"
"190503","41","R","3","I","3","-5"
"190503","42","R","62","I","52","-5"
"190503","44","R","3","I","3","-5"
"190503","45","R","3","I","3","-5"
"190503","47","R","3","I","3","-5"
"190503","48","R","17","I","14","-5"
"190503","50","R","2","I","2","-5"
"190503","51","R","6","I","5","-5"
"190503","53","R","3","I","3","-5"
"190503","54","R","2","I","2","-5"
"190503","55","R","8","I","7","-5"
"190503","72","R","3","I","3","-5"
"190503","90","R","10","I","8","-5"
"190503","99","R","503","T","429","-5"
"190512","34","R","2","R","2","-5"
"190512","36","R","805","R","755","-5"
"190512","57","R","111","R","84","-5"
"190512","90","R","63","R","38","-5"
"190512","99","R","981","R","879","-5"
"190521","36","R","2655","R","1339","-5"
"190521","57","R","1","R","0","-5"
"190521","90","R","268","R","61","-5"
"190521","99","R","2924","R","1400","-5"
"190530","9","R","1","R","1","-5"
"190530","12","R","1","R","1","-5"
"190530","13","R","1","R","1","-5"
"190530","17","R","1","R","1","-5"
"190530","25","R","1","R","1","-5"
"190530","34","R","1","R","1","-5"
"190530","36","R","1076","R","385","-5"
"190530","57","R","20","R","2","-5"
"190530","72","R","3","R","1","-5"
"190530","90","R","51","R","10","-5"
"190530","99","R","1156","R","404","-5"
"190549","34","R","1","R","1","-5"
"190549","36","R","1041","R","857","-5"
"190549","57","R","24","R","13","-5"
"190549","90","R","34","R","18","-5"
"190549","99","R","1100","R","889","-5"
"190558","36","R","1862","R","1213","-5"
"190558","57","R","44","R","26","-5"
"190558","90","R","34","R","8","-5"
"190558","99","R","1940","R","1247","-5"
"190567","36","R","953","R","773","-5"
"190567","57","R","1","R","1","-5"
"190567","90","R","13","R","6","-5"
"190567","99","R","967","R","780","-5"
"190585","36","R","555","R","85","-5"
"190585","57","R","37","R","10","-5"
"190585","90","R","1","R","0","-5"
"190585","99","R","593","R","95","-5"
"190594","4","R","1","R","1","-5"
"190594","6","R","3","R","2","-5"
"190594","8","R","1","R","1","-5"
"190594","9","R","4","R","3","-5"
"190594","12","R","1","R","1","-5"
"190594","13","R","1","R","1","-5"
"190594","17","R","1","R","0","-5"
"190594","22","R","1","R","1","-5"
"190594","23","R","2","R","2","-5"
"190594","24","R","2","R","2","-5"
"190594","25","R","1","R","1","-5"
"190594","29","R","1","R","1","-5"
"190594","34","R","14","R","12","-5"
"190594","35","R","1","R","1","-5"
"190594","36","R","1370","R","1221","-5"
"190594","42","R","3","R","3","-5"
"190594","44","R","1","R","1","-5"
"190594","48","R","1","R","1","-5"
"190594","49","R","1","R","1","-5"
"190594","50","R","2","R","1","-5"
"190594","51","R","4","R","3","-5"
"190594","57","R","32","R","15","-5"
"191241","44","R","7","R","6","-5"
"191241","45","R","3","R","3","-5"
"191241","47","R","1","R","1","-5"
"191241","48","R","6","R","6","-5"
"191241","49","R","1","R","1","-5"
"191241","50","R","1","Z","0","-5"
"191241","51","R","10","R","9","-5"
"191241","53","R","3","R","3","-5"
"191241","54","R","2","R","2","-5"
"191241","55","R","6","R","6","-5"
"191241","57","R","5","R","4","-5"
"191241","72","R","6","R","6","-5"
"191241","78","R","2","R","2","-5"
"191241","90","R","18","R","10","-5"
"191241","99","R","1609","R","1485","-5"
"191302","36","R","607","R","251","-5"
"191302","90","R","16","R","2","-5"
"191302","99","R","623","R","253","-5"
"191339","9","R","1","R","1","-5"
"191339","12","R","1","R","0","-5"
"191339","25","R","1","R","1","-5"
"191339","34","R","2","R","1","-5"
"191339","36","R","671","R","384","-5"
"191339","39","R","4","R","2","-5"
"191339","42","R","2","R","1","-5"
"191339","44","R","1","R","1","-5"
"191339","51","R","1","R","1","-5"
"191339","90","R","11","R","5","-5"
"191339","99","R","695","R","397","-5"
"191515","1","R","1","R","1","-5"
"191515","4","R","2","R","2","-5"
"191515","6","R","8","R","8","-5"
"191515","8","R","4","R","4","-5"
"191515","9","R","33","R","33","-5"
"191515","10","R","1","R","1","-5"
"191515","11","R","1","R","1","-5"
"191515","12","R","4","R","4","-5"
"191515","13","R","1","R","1","-5"
"191515","17","R","5","R","5","-5"
"191515","18","R","2","R","2","-5"
"191515","20","R","1","R","1","-5"
"191515","21","R","1","R","1","-5"
"191515","23","R","10","R","10","-5"
"191515","24","R","8","R","8","-5"
"191515","25","R","61","R","61","-5"
"191515","26","R","2","R","2","-5"
"191515","27","R","5","R","5","-5"
"191515","29","R","1","R","1","-5"
"191515","33","R","5","R","5","-5"
"191515","34","R","29","R","29","-5"
"191515","36","R","211","R","211","-5"
"191515","37","R","3","R","3","-5"
"191515","39","R","3","R","3","-5"
"191515","40","R","1","R","1","-5"
"191515","41","R","3","R","3","-5"
"191515","42","R","17","R","17","-5"
"191515","44","R","6","R","6","-5"
"191515","45","R","1","R","1","-5"
"191515","50","R","8","R","8","-5"
"191515","51","R","5","R","5","-5"
"191515","53","R","3","R","3","-5"
"191515","55","R","1","R","1","-5"
"191515","90","R","17","R","17","-5"
"191515","99","R","464","R","464","-5"
"191533","6","R","1","R","1","-5"
"191533","9","R","21","R","21","-5"
"191533","12","R","2","R","2","-5"
"191533","18","R","1","R","1","-5"
"191533","21","R","2","R","2","-5"
"191533","22","R","1","R","1","-5"
"191533","23","R","12","R","12","-5"
"191533","24","R","2","R","2","-5"
"191533","25","R","43","R","43","-5"
"191533","26","R","2","R","2","-5"
"191533","27","R","1","R","1","-5"
"191533","29","R","1","R","1","-5"
"191533","33","R","4","R","4","-5"
"191533","34","R","20","R","20","-5"
"191533","36","R","277","R","277","-5"
"191533","37","R","1","R","1","-5"
"191533","39","R","2","R","2","-5"
"191533","42","R","18","R","18","-5"
"191533","44","R","5","R","5","-5"
"191533","47","R","1","R","1","-5"
"191533","48","R","2","R","2","-5"
