unitid,line,"xef01",efres01,"xef02",efres02,centers
"191533","50","R","12","R","12","-5"
"191533","51","R","1","R","1","-5"
"191533","57","R","5","R","5","-5"
"191533","99","R","437","R","437","-5"
"191597","36","R","16","I","9","-5"
"191597","99","R","16","T","9","-5"
"191612","9","R","1","R","1","-5"
"191612","12","R","1","R","1","-5"
"191612","18","R","1","R","0","-5"
"191612","25","R","3","R","2","-5"
"191612","26","R","1","R","1","-5"
"191612","34","R","2","R","2","-5"
"191612","36","R","697","R","510","-5"
"191612","39","R","1","R","1","-5"
"191612","90","R","14","R","6","-5"
"191612","99","R","721","R","524","-5"
"191621","9","R","1","R","1","-5"
"191621","36","A","99","R","82","-5"
"191621","99","M","100","R","83","-5"
"191630","4","R","1","R","1","-5"
"191630","6","R","4","R","4","-5"
"191630","8","R","4","R","4","-5"
"191630","9","R","26","R","26","-5"
"191630","12","R","4","R","4","-5"
"191630","13","R","2","R","2","-5"
"191630","17","R","7","R","7","-5"
"191630","20","R","1","R","1","-5"
"191630","21","R","1","R","1","-5"
"191630","23","R","14","R","14","-5"
"191630","24","R","9","R","9","-5"
"191630","25","R","51","R","51","-5"
"191630","26","R","4","R","4","-5"
"191630","27","R","2","R","2","-5"
"191630","31","R","1","R","1","-5"
"191630","33","R","11","R","11","-5"
"191630","34","R","25","R","25","-5"
"191630","36","R","248","R","248","-5"
"191630","39","R","7","R","7","-5"
"191630","41","R","2","R","2","-5"
"191630","42","R","26","R","26","-5"
"191630","44","R","7","R","7","-5"
"191630","45","R","2","R","2","-5"
"191630","48","R","2","R","2","-5"
"191630","50","R","11","R","11","-5"
"191630","51","R","4","R","4","-5"
"191630","53","R","3","R","3","-5"
"191630","55","R","2","R","2","-5"
"191630","90","R","7","R","7","-5"
"191630","99","R","488","R","488","-5"
"191649","4","R","1","R","1","-5"
"191649","6","R","9","R","7","-5"
"191649","8","R","2","R","1","-5"
"191649","9","R","63","R","47","-5"
"191649","10","R","1","R","1","-5"
"191649","11","R","2","R","2","-5"
"191649","12","R","12","R","9","-5"
"191649","15","R","1","R","1","-5"
"191649","17","R","7","R","5","-5"
"191649","18","R","2","R","1","-5"
"191649","20","R","2","R","1","-5"
"191649","21","R","1","R","1","-5"
"191649","23","R","8","R","7","-5"
"191649","24","R","26","R","24","-5"
"191649","25","R","63","R","46","-5"
"191649","26","R","5","R","3","-5"
"191649","27","R","3","R","1","-5"
"191649","30","R","1","R","1","-5"
"191649","31","R","1","R","1","-5"
"191649","33","R","3","R","3","-5"
"191649","34","R","149","R","113","-5"
"191649","36","A","1303","R","1132","-5"
"191649","39","R","8","R","4","-5"
"191649","42","R","40","R","29","-5"
"191649","44","R","7","R","5","-5"
"191649","47","R","1","R","1","-5"
"191649","48","R","3","R","2","-5"
"191649","50","R","2","R","0","-5"
"191649","51","R","12","R","8","-5"
"191649","53","R","2","R","2","-5"
"191649","57","R","6","R","4","-5"
"191649","72","R","3","R","1","-5"
"191649","90","R","25","R","9","-5"
"191649","99","M","1774","R","1473","-5"
"191676","6","R","1","R","1","-5"
"191676","8","R","1","R","0","-5"
"191676","9","R","4","R","4","-5"
"191676","10","R","2","R","2","-5"
"191676","12","R","3","R","3","-5"
"191676","17","R","1","R","1","-5"
"191676","18","R","1","R","1","-5"
"191676","20","R","1","R","1","-5"
"191676","23","R","1","R","1","-5"
"191676","24","R","4","R","4","-5"
"191676","25","R","7","R","7","-5"
"191676","26","R","2","R","2","-5"
"191676","30","R","1","R","1","-5"
"191676","33","R","7","R","7","-5"
"191676","34","R","15","R","15","-5"
"191676","36","R","155","R","153","-5"
"191676","37","R","1","R","1","-5"
"191676","39","R","8","R","8","-5"
"191676","42","R","56","R","52","-5"
"191676","46","R","3","R","3","-5"
"191676","50","R","6","R","5","-5"
"191676","51","R","6","R","5","-5"
"191676","54","R","2","R","2","-5"
"191676","57","C","4","Z","0","-5"
"191676","90","R","21","R","17","-5"
"191676","99","M","313","R","296","-5"
"191719","9","R","1","R","0","-5"
"191719","25","R","7","R","2","-5"
"191719","33","R","1","R","1","-5"
"191719","34","R","7","R","4","-5"
"191719","36","R","1801","R","1246","-5"
"191719","42","R","2","R","2","-5"
"191719","44","R","1","R","1","-5"
"191719","50","R","8","R","5","-5"
"191719","53","R","1","R","1","-5"
"191719","90","R","9","R","2","-5"
"191719","99","R","1838","R","1264","-5"
"191764","33","R","1","R","1","-5"
"191764","36","R","31","R","6","-5"
"191764","90","R","1","Z","0","-5"
"191764","99","R","33","R","7","-5"
"191861","34","R","2","R","2","-5"
"191861","36","R","7","R","7","-5"
"191861","90","R","1","R","1","-5"
"191861","99","R","10","R","10","-5"
"191870","34","R","3","I","1","-5"
"191870","36","R","466","I","168","-5"
"191870","99","T","469","T","169","-5"
"191931","2","R","4","R","3","-5"
"191931","4","R","1","R","1","-5"
"191931","6","R","2","R","2","-5"
"191931","8","R","1","R","1","-5"
"192466","26","R","2","R","1","-5"
"192466","27","R","1","R","0","-5"
"192466","29","R","1","R","0","-5"
"192466","31","R","1","R","0","-5"
"192466","32","R","1","R","0","-5"
"192466","33","R","2","R","1","-5"
"192466","34","R","10","R","9","-5"
"192466","36","R","164","R","147","-5"
"192466","39","R","3","R","2","-5"
"192466","41","R","3","R","2","-5"
"192466","42","R","13","R","11","-5"
"192466","45","R","1","R","0","-5"
"192466","47","R","4","R","3","-5"
"192466","48","R","1","R","0","-5"
"192466","50","R","4","R","3","-5"
"192466","51","R","7","R","6","-5"
"192466","53","R","4","R","3","-5"
"192466","90","R","65","R","59","1"
"192466","99","T","323","T","272","-5"
"192475","36","R","8","R","1","-5"
"192475","99","R","8","R","1","-5"
"192509","36","R","17","R","5","-5"
"192509","99","T","17","T","5","-5"
"192624","34","R","4","I","3","-5"
"192624","36","A","20","I","17","-5"
"192624","99","M","24","T","20","-5"
"192703","6","R","5","R","5","-5"
"192703","8","R","1","R","1","-5"
"192703","9","R","12","R","12","-5"
"192703","10","R","2","R","2","-5"
"192703","12","R","3","R","3","-5"
"192703","20","R","1","R","1","-5"
"192703","23","R","1","R","1","-5"
"192703","24","R","2","R","2","-5"
"192703","25","R","13","R","13","-5"
"192703","26","R","1","R","1","-5"
"192703","34","R","52","R","52","-5"
"192703","36","R","431","R","431","-5"
"192703","42","R","4","R","4","-5"
"192703","44","R","2","R","2","-5"
"192703","45","R","1","R","1","-5"
"192703","48","R","2","R","2","-5"
"192703","50","R","1","R","1","-5"
"192703","53","R","1","R","1","-5"
"192703","72","R","2","R","2","-5"
"192703","90","R","12","R","12","-5"
"192703","99","R","549","R","549","-5"
"192712","4","R","1","R","1","-5"
"192712","6","R","14","R","12","-5"
"192712","8","R","1","R","1","-5"
"192712","9","R","1","R","1","-5"
"192712","12","R","4","R","4","-5"
"192712","18","R","1","R","1","-5"
"192712","24","R","2","R","2","-5"
"192712","25","R","2","R","2","-5"
"192712","26","R","1","R","1","-5"
"192712","33","R","2","R","2","-5"
"192712","34","R","6","R","5","-5"
"192712","36","R","23","R","21","-5"
"192712","39","R","3","R","3","-5"
"192712","41","R","1","R","1","-5"
"192712","42","R","2","R","2","-5"
"192712","48","R","2","R","2","-5"
"192712","90","R","24","R","22","-5"
"192712","99","R","90","R","83","-5"
"192749","6","R","3","R","3","-5"
"192749","8","R","1","R","1","-5"
"192749","9","R","35","R","35","-5"
"192749","11","R","1","R","1","-5"
"192749","12","R","1","R","1","-5"
"192749","13","R","1","R","1","-5"
"192749","18","R","1","R","1","-5"
"192749","21","R","1","R","1","-5"
"192749","23","R","10","R","10","-5"
"192749","24","R","3","R","3","-5"
"192749","25","R","9","R","9","-5"
"192749","34","R","11","R","11","-5"
"192749","35","R","2","R","2","-5"
"192749","36","R","196","R","196","-5"
"192749","41","R","1","R","1","-5"
"192749","42","R","6","R","6","-5"
"192749","44","R","2","R","2","-5"
"192749","47","R","1","R","1","-5"
"192749","48","R","1","R","1","-5"
"192749","49","R","2","R","2","-5"
"192749","53","R","1","R","1","-5"
"192749","57","C","2","Z","0","-5"
"192749","72","R","5","R","5","-5"
"192749","90","R","42","R","42","-5"
"192749","99","M","338","R","336","-5"
"192785","36","R","72","R","37","-5"
"192785","99","R","72","R","37","-5"
"192819","4","R","1","R","1","-5"
"192819","6","R","1","R","1","-5"
"192819","9","R","162","R","156","-5"
"192819","10","R","2","R","2","-5"
"192819","12","R","3","R","3","-5"
"192819","18","R","1","R","1","-5"
"192819","22","R","1","R","1","-5"
"192819","23","R","11","R","11","-5"
"192819","24","R","6","R","6","-5"
"192819","25","R","38","R","37","-5"
"192819","28","R","1","R","1","-5"
"192819","33","R","11","R","11","-5"
"192819","34","R","131","R","125","-5"
"192819","36","R","669","R","441","-5"
"192819","39","R","3","R","2","-5"
"192819","42","R","11","R","10","-5"
"192819","44","R","13","R","13","-5"
"192819","48","R","1","R","1","-5"
"192819","50","R","1","R","1","-5"
"192819","51","R","3","R","3","-5"
"192819","90","R","8","R","8","-5"
"192819","99","R","1078","R","835","-5"
"192855","6","R","3","R","3","-5"
"192855","9","R","3","R","3","-5"
"192855","11","R","1","R","1","-5"
"192855","12","R","1","R","1","-5"
"192855","13","R","1","R","1","-5"
"192855","23","R","1","R","1","-5"
"192855","26","R","2","R","2","-5"
"192855","27","R","1","R","1","-5"
"192855","34","R","11","R","10","-5"
"192855","36","R","86","R","75","-5"
"192855","41","R","1","R","1","-5"
"192855","42","R","2","R","2","-5"
"192855","49","R","1","R","1","-5"
"192855","51","R","3","R","3","-5"
"192855","56","R","1","R","1","-5"
"192855","90","R","3","R","3","-5"
"192855","99","R","121","R","109","-5"
"192864","4","R","3","R","3","-5"
"192864","5","R","1","Z","0","-5"
"192864","6","R","8","R","7","-5"
"192864","8","R","2","R","2","-5"
"192864","9","R","23","R","22","-5"
"192864","10","R","2","R","2","-5"
"192864","11","R","2","R","2","-5"
"192864","12","R","14","R","13","-5"
"192864","13","R","1","R","1","-5"
"192864","17","R","7","R","6","-5"
"192864","18","R","1","R","1","-5"
"192864","20","R","1","R","1","-5"
"192864","22","R","4","R","4","-5"
"192864","23","R","2","R","2","-5"
"192864","24","R","16","R","14","-5"
"192864","25","R","15","R","15","-5"
"192864","26","R","5","R","4","-5"
"192864","27","R","2","R","2","-5"
"192864","28","R","1","R","1","-5"
"192864","29","R","1","R","1","-5"
"192864","31","R","2","R","2","-5"
"192864","33","R","1","R","1","-5"
"192864","34","R","42","R","42","-5"
"192864","35","R","1","R","1","-5"
"192864","36","R","240","R","176","-5"
"192864","37","R","6","R","5","-5"
"192864","39","R","9","R","9","-5"
"192864","40","R","1","R","1","-5"
"192864","41","R","1","R","1","-5"
"192864","42","R","18","R","17","-5"
"192864","44","R","5","R","5","-5"
"192864","45","R","3","R","3","-5"
"192864","48","R","7","R","7","-5"
"192864","49","R","1","R","1","-5"
"192864","50","R","2","R","2","-5"
"192864","51","R","8","R","8","-5"
"192864","53","R","2","R","2","-5"
"192864","54","R","1","R","1","-5"
"192864","55","R","2","R","2","-5"
"192864","90","R","12","R","9","-5"
"192864","99","R","475","R","398","-5"
"192882","36","R","88","R","25","-5"
"192882","57","C","2","Z","0","-5"
"192882","99","M","90","R","25","-5"
"192925","36","R","186","R","111","-5"
"192925","99","R","186","T","111","-5"
"193016","9","R","3","I","3","-5"
"193016","34","R","12","I","10","-5"
"193016","35","R","902","I","758","-5"
"193016","57","A","184","I","155","-5"
"193016","99","M","1101","T","926","-5"
"193052","6","R","4","Z","0","-5"
"193052","26","R","1","Z","0","-5"
"193052","34","R","3","Z","0","-5"
"193052","36","R","39","R","13","-5"
"193052","57","C","7","Z","0","-5"
"193052","99","M","54","R","13","-5"
"193061","34","R","3","I","3","-5"
"193061","36","R","5","I","4","-5"
"193061","99","T","8","T","7","-5"
"193070","34","R","8","R","8","-5"
"193070","36","R","9","R","8","-5"
"193070","90","R","1","R","1","-5"
"193070","99","R","18","R","17","-5"
"193201","36","A","153","I","47","1"
"193201","50","R","1","I","1","1"
"193201","99","M","154","T","48","-5"
"193247","12","R","1","R","0","-5"
"193247","34","R","1","R","0","-5"
"193247","36","R","37","R","33","-5"
"193247","57","C","1","Z","0","-5"
"193247","99","M","40","T","33","-5"
"193283","13","R","1","R","0","-5"
"193283","33","R","1","R","1","-5"
"193283","36","R","1263","R","815","-5"
"193283","57","R","24","R","16","-5"
"193283","90","R","24","R","10","-5"
"193283","99","R","1313","R","842","-5"
"193292","9","R","1","R","1","-5"
"193292","36","R","183","R","159","-5"
"193292","90","R","1","R","0","-5"
"193292","99","R","185","R","160","-5"
"193308","36","A","749","R","251","-5"
"193308","99","M","749","R","251","-5"
"193317","36","A","218","A","161","-5"
"193317","99","M","218","A","161","-5"
"193326","36","R","2627","R","1539","-5"
"193326","57","R","15","R","7","-5"
"193326","90","R","19","R","11","-5"
"194152","33","R","1","R","1","-5"
"194152","34","R","5","R","5","-5"
"194152","36","R","130","R","125","-5"
"194152","39","R","1","R","1","-5"
"194152","41","R","1","R","1","-5"
"194152","42","R","10","R","9","-5"
"194152","44","R","3","R","3","-5"
"194152","50","R","2","R","2","-5"
"194152","51","R","2","R","2","-5"
"194152","53","R","3","R","3","-5"
"194152","90","R","3","R","3","-5"
"194152","99","R","191","R","183","-5"
"194161","1","R","1","R","1","-5"
"194161","2","R","1","R","1","-5"
"194161","4","R","1","R","1","-5"
"194161","6","R","2","R","2","-5"
"194161","8","R","4","R","3","-5"
"194161","9","R","8","R","8","-5"
"194161","12","R","4","R","4","-5"
"194161","17","R","4","R","3","-5"
"194161","18","R","2","R","2","-5"
"194161","20","R","1","R","1","-5"
"194161","21","R","1","R","1","-5"
"194161","23","R","6","R","6","-5"
"194161","24","R","2","R","2","-5"
"194161","25","R","6","R","5","-5"
"194161","26","R","2","R","2","-5"
"194161","27","R","4","R","4","-5"
"194161","33","R","3","R","3","-5"
"194161","34","R","32","R","23","-5"
"194161","35","R","1","R","1","-5"
"194161","36","A","156","R","98","-5"
"194161","37","R","1","R","1","-5"
"194161","39","R","10","R","10","-5"
"194161","42","R","17","R","17","-5"
"194161","50","R","2","R","2","-5"
"194161","51","R","4","R","4","-5"
"194161","90","R","3","R","2","-5"
"194161","99","M","278","R","207","-5"
"194189","36","R","1","R","1","-5"
"194189","90","R","4","R","4","-5"
"194189","99","R","5","R","5","-5"
"194204","36","R","37","R","11","-5"
"194204","42","R","21","R","12","-5"
"194204","99","R","58","R","23","-5"
"194222","36","R","1143","R","705","-5"
"194222","55","R","1","R","1","-5"
"194222","57","R","9","R","2","-5"
"194222","72","R","2","R","0","-5"
"194222","90","R","6","R","0","-5"
"194222","99","R","1161","R","708","-5"
"194240","9","R","1","R","1","-5"
"194240","34","R","10","R","2","-5"
"194240","36","R","1500","R","644","-5"
"194240","42","R","5","R","3","-5"
"194240","90","R","4","R","1","-5"
"194240","99","R","1520","R","651","-5"
"194286","4","R","2","R","2","-5"
"194286","6","R","1","R","1","-5"
"194286","8","R","1","R","0","-5"
"194286","9","R","23","R","17","-5"
"194286","11","R","1","R","1","-5"
"194286","12","R","1","R","1","-5"
"194286","13","R","1","R","0","-5"
"194286","24","R","2","R","1","-5"
"194286","25","R","3","R","3","-5"
"194286","34","R","45","R","36","-5"
"194286","36","R","409","R","316","-5"
"194286","39","R","1","Z","0","-5"
"194286","42","R","4","R","3","-5"
"194286","44","R","2","R","2","-5"
"194286","48","R","2","R","2","-5"
"194286","50","R","2","R","1","-5"
"194286","51","R","1","R","1","-5"
"194286","55","R","1","R","1","-5"
"194286","78","R","1","R","1","-5"
"194286","90","R","14","R","2","-5"
"194286","99","R","517","R","391","-5"
"194310","1","R","1","R","1","-5"
"194310","6","R","7","R","5","-5"
"194310","9","R","17","R","13","-5"
"194310","10","R","2","R","0","-5"
"194310","11","R","3","R","1","-5"
"194310","12","R","8","R","5","-5"
"194310","15","R","1","R","1","-5"
"194310","18","R","1","R","0","-5"
"194310","19","R","1","R","1","-5"
"194310","22","R","1","R","0","-5"
"194310","23","R","2","R","1","-5"
"194310","24","R","8","R","5","-5"
"194310","25","R","6","R","1","-5"
"194310","33","R","1","R","1","-5"
"194310","34","R","110","R","70","-5"
"194310","36","R","750","R","470","-5"
"194310","39","R","3","R","2","-5"
"194310","42","R","14","R","6","-5"
"194310","44","R","2","R","1","-5"
"194310","47","R","1","R","0","-5"
"194310","48","R","4","R","3","-5"
"194310","50","R","1","R","1","-5"
"194310","51","R","2","R","0","-5"
"194310","54","R","1","R","1","-5"
"194310","57","R","1","R","0","-5"
"194310","72","R","1","R","1","-5"
"194310","78","R","1","R","0","-5"
"194310","90","R","42","R","13","-5"
"194310","99","R","992","R","603","-5"
"194392","6","R","2","R","1","-5"
"194392","8","R","1","R","1","-5"
"194392","9","R","19","R","15","-5"
"194392","15","R","1","R","1","-5"
"194392","23","R","9","R","8","-5"
"194392","24","R","5","R","4","-5"
"194392","25","R","11","R","7","-5"
"194392","33","R","12","R","10","-5"
"194392","34","R","14","R","11","-5"
"194392","36","R","216","R","178","-5"
"194392","42","R","26","R","21","-5"
"194392","48","R","1","R","1","-5"
"194392","50","R","24","R","21","-5"
"194392","51","R","1","R","1","-5"
"194392","90","R","6","R","6","-5"
"194392","99","R","348","R","286","-5"
"194499","36","R","142","R","21","-5"
"194499","99","R","142","R","21","-5"
"194541","9","R","2","R","2","-5"
"194541","11","R","1","Z","0","-5"
"194541","12","R","1","R","1","-5"
"194541","17","R","1","Z","0","-5"
"194541","19","R","1","Z","0","-5"
"194541","34","R","3","R","2","-5"
"194541","36","R","410","R","317","-5"
