unitid,peo1istr,peo2istr,peo3istr,peo4istr,peo5istr,peo6istr,cntlaffi,pubprime,pubsecon,relaffil,level1,level2,level3,level4,level5,level6,level7,level8,level9,level10,level11,level12,fopna,fopna1,fopna2,accrd1,accrd2,regaccrd,accrd3,accrd4,saccr,openadmp,admcon1,admcon2,admcon3,admcon4,admcon5,admcon6,admcon7,admcon8,yrscoll,stusrv1,stusrv2,stusrv3,stusrv4,stusrv8,stusrv9,libfac,rotc,rotc1,rotc2,rotc3,athassoc,assoc1,assoc2,assoc3,assoc4,assoc5,assoc6,sport1,confno1,sport2,confno2,sport3,confno3,sport4,confno4,insttoyr,pctpost,calsys,apfee,"xappfeeu",applfeeu,"xappfeeg",applfeeg,"xappfeep",applfeep,ftstu,ft_ug,ft_ftug,ft_gd,ft_fp,tuitvary,room,"xroomcap",roomcap,board,"xmealswk",mealswk,"xroomamt",roomamt,"xbordamt",boardamt,"xrmbdamt",rmbrdamt
"206996","1","1","0","0","0","0","1","2","0","-2","0","1","1","1","0","0","0","0","0","0","0","0","2","-2","-2","1","1","5","1","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-2","1","1","0","0","1","0","1","2","-2","-2","-2","1","0","0","1","0","0","0","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",31,""
"207023","1","0","0","0","0","0","2","-2","-2","-2","0","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","-1","-1","-1","-1","-1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","0","0","0","1","0","0","1","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"207041","0","1","0","0","0","0","1","2","0","-2","0","0","0","0","1","0","1","0","0","0","0","0","2","-2","-2","1","1","5","1","0","1","2","1","1","1","3","3","3","1","1","-2","1","1","1","1","1","0","1","2","-2","-2","-2","1","1","1","0","0","0","0","1","147","1","147","1","147","1","147","-3","-3","1","2",31,"",31,"",31,"","1","1","1","1","2","1","1",10,"982","1",10,"20",10,"760",10,"1574",30,""
"207050","1","1","0","0","1","0","1","2","0","-2","0","1","1","0","0","0","0","0","0","0","0","0","2","-2","-2","1","1","5","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","0","0","1","2","-2","-2","-2","1","0","0","1","0","0","0","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"25",31,"",31,"","1","1","2","2","2","1","1",10,"500","1",10,"20",10,"880",10,"1568",30,""
"207069","1","1","0","1","1","0","1","2","0","-2","1","1","1","0","0","0","0","0","0","0","0","0","2","-2","-2","1","1","5","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","0","0","1","2","-2","-2","-2","1","0","0","1","0","0","0","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","2",31,"",31,"",31,"","1","1","1","2","2","1","2",31,"","3",31,"",30,"",30,"",31,""
"207087","1","0","0","0","0","0","2","-2","-2","-2","0","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-3","0","1","0","1","0","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","-3","5","1",10,"100",31,"",31,"","1","1","1","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"207102","1","0","0","0","0","0","2","-2","-2","-2","1","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","0","1","1","1","0","0","1","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"207157","0","1","0","0","0","0","4","-2","-2","41","0","1","1","0","1","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","0","0","1","2","1","2","1","3","1","3","1","1","-2","1","1","1","0","0","0","1","2","-2","-2","-2","1","0","0","0","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"20",31,"",31,"","1","1","1","2","2","2","1",10,"120","1",10,"19",10,"1750",10,"2290",30,""
"207166","1","0","0","0","0","0","2","-2","-2","-2","1","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-3","0","0","0","1","0","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","-3","6","1",10,"100",31,"",31,"","1","1","2","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"207209","0","1","0","0","0","0","1","2","0","-2","0","0","1","0","1","0","1","0","0","0","0","0","2","-2","-2","1","1","5","1","0","1","2","1","1","1","-1","-1","-1","1","-1","-2","1","1","1","1","1","0","1","1","1","0","0","1","0","1","0","0","0","0","1","353","1","353","2","-2","1","353","-3","-3","1","1",10,"15",10,"15",31,"","1","1","1","1","2","1","1",10,"1408","1",10,"20",10,"1256",10,"1708",30,""
"207218","1","0","0","0","0","0","2","-2","-2","-2","1","1","0","0","0","0","0","0","0","0","0","0","1","1","-3","1","0","-2","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","0","1","0","0","0","0","1","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"207227","1","0","0","0","0","0","2","-2","-2","-2","1","1","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","-1","-1","-1","-1","-1","-1","1","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"207236","1","1","0","0","0","0","1","2","0","-2","0","1","1","0","0","0","0","0","0","0","0","0","2","-2","-2","1","1","5","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","0","0","1","0","1","2","-2","-2","-2","1","0","0","1","0","0","1","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","2",31,"",31,"",31,"","1","1","2","2","2","1","1",10,"150","1",10,"19",10,"840",10,"1590",30,""
"207254","1","1","0","0","0","0","2","-2","-2","-2","1","1","1","1","1","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","0","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","6","1",10,"100",31,"",31,"","1","1","1","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"207263","0","1","1","1","1","0","1","2","0","-2","0","0","0","0","1","0","1","0","0","1","0","0","2","-2","-2","1","1","5","1","0","1","2","2","2","-1","2","-1","-1","1","1","-2","1","1","1","1","0","0","1","2","-2","-2","-2","1","1","0","0","0","0","0","1","147","1","147","1","147","2","-2","-3","-3","1","1",10,"0",10,"1",10,"25","1","1","1","1","1","1","1",10,"1455","1",10,"21",10,"1344",10,"1472",30,""
"207272","1","1","0","0","0","0","2","-2","-2","-2","1","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-3","0","1","1","1","0","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","-3","6","1",10,"100",31,"",31,"","1","1","2","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"207281","1","1","0","1","1","0","1","2","0","-2","0","1","1","0","0","0","0","0","0","0","0","0","2","-2","-2","1","1","5","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","0","0","1","2","-2","-2","-2","1","0","0","1","0","0","0","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"25",31,"",31,"","1","1","1","2","2","1","1",10,"366","1",10,"20",10,"760",10,"1540",30,""
"207290","1","1","0","0","0","0","1","2","0","-2","0","1","1","0","0","0","0","0","0","0","0","0","2","-2","-2","1","1","5","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","0","0","1","1","0","0","1","1","0","0","1","0","0","0","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","2",31,"",31,"",31,"","1","1","1","2","2","1","1",10,"800","1",10,"18",10,"902",10,"1530",30,""
"207306","0","1","0","0","0","0","1","2","0","-2","0","0","0","0","1","0","1","0","0","0","0","0","2","-2","-2","1","1","6","1","0","1","2","1","1","1","3","3","3","1","1","-2","1","1","1","1","0","0","1","2","-2","-2","-2","1","0","1","0","0","0","0","1","342","1","342","1","342","1","342","-3","-3","1","1",10,"15",10,"15",31,"","1","1","1","1","2","1","1",10,"873","1",10,"20",10,"860",10,"1640",30,""
"207315","0","1","1","0","0","0","1","2","0","-2","0","0","0","0","0","0","0","0","0","1","0","0","2","-2","-2","1","1","5","1","0","1","3","-2","-2","-2","-2","-2","-2","-2","-2","3","0","1","1","1","0","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",31,"",31,"",10,"25","1","2","2","2","1","1","2",31,"","3",31,"",30,"",30,"",31,""
"207324","0","1","0","0","0","0","4","-2","-2","74","0","1","0","0","1","0","1","0","0","0","0","0","2","-2","-2","1","1","5","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","0","0","1","1","1","0","1","1","0","1","0","0","0","0","2","-2","1","340","1","340","1","340","-3","-3","1","1",10,"25",10,"10",31,"","1","1","2","1","2","2","1",10,"1168","1",10,"21",30,"",30,"",10,"4200"
"207342","0","1","1","0","0","0","1","2","0","-2","0","0","0","0","1","0","1","1","1","1","0","0","2","-2","-2","1","1","5","1","0","1","3","-2","-2","-2","-2","-2","-2","-2","-2","2","0","1","1","0","1","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"25",10,"25",10,"25","1","1","2","1","1","1","2",31,"","3",31,"",30,"",30,"",31,""
"207351","1","1","0","0","0","0","1","2","0","-2","0","0","1","0","1","0","0","0","0","0","0","0","2","-2","-2","0","1","5","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","0","0","1","2","-2","-2","-2","1","1","0","0","0","0","0","1","322","1","322","1","322","1","322","-3","-3","1","2",31,"",31,"",31,"","1","1","1","2","2","1","1",10,"720","1",10,"20",10,"850",10,"1730",30,""
"207388","0","1","1","0","0","0","1","2","0","-2","0","1","0","0","1","1","1","1","1","1","0","0","1","1","0","1","1","5","1","0","1","2","1","1","1","2","3","3","1","1","-2","1","1","1","1","0","0","1","1","1","0","1","1","1","0","0","0","0","0","1","108","1","108","1","108","1","108","-3","-3","1","1",10,"25",10,"25",10,"25","1","1","1","1","1","1","1",10,"5408","2",31,"",10,"2146",10,"2570",30,""
"207397","1","1","0","1","1","1","1","2","0","-2","0","1","1","0","0","0","0","0","0","0","0","0","2","-2","-2","1","1","5","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","1","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","2",31,"",31,"",31,"","1","1","1","2","2","1","2",31,"","3",31,"",30,"",30,"",31,""
"207403","0","1","0","0","0","0","4","-2","-2","75","0","1","1","0","1","0","1","0","0","0","0","0","2","-2","-2","1","1","5","1","0","1","2","1","2","1","2","-1","-1","1","1","-2","1","1","1","1","0","0","1","2","-2","-2","-2","1","0","1","0","0","0","0","2","-2","1","340","1","340","1","340","-3","-3","4","1",10,"25",10,"50",30,"","1","1","1","1","2","2","1",10,"1302","1",10,"20",10,"1600",10,"1990",30,""
"207449","1","1","0","1","1","0","1","2","0","-2","1","1","1","0","0","0","0","0","0","0","0","0","2","-2","-2","1","1","5","0","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","1","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"25",31,"",31,"","1","1","1","2","2","1","2",31,"","3",31,"",30,"",30,"",31,""
"207458","0","1","0","0","0","0","4","-2","-2","71","0","0","0","0","1","0","1","0","0","1","0","0","2","-2","-2","1","1","5","1","0","1","2","1","1","1","2","3","3","1","1","-2","1","1","1","1","0","0","1","1","1","0","1","1","0","1","0","0","0","0","2","-2","1","340","1","340","2","-2","-3","-3","1","1",10,"20",10,"35",10,"35","1","1","1","1","1","2","1",10,"986","1",10,"18",10,"2020",10,"2630",30,""
"207467","1","0","0","0","0","0","2","-2","-2","-2","1","0","0","0","0","0","0","0","0","0","0","0","2","-2","-2","0","0","-2","1","0","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","0","0","0","0","0","1","1","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"207500","0","1","0","0","0","0","1","2","0","-2","0","0","0","0","1","1","1","1","1","1","0","0","2","-2","-2","0","1","5","0","0","1","2","1","1","1","3","3","2","1","1","-2","1","1","1","1","1","0","1","1","1","1","1","1","1","0","0","0","0","0","1","108","1","108","1","108","1","108","-3","-3","1","1",10,"25",10,"25",10,"50","1","1","1","1","1","1","1",10,"4058","2",31,"",10,"2280",10,"2330",30,""
"207537","1","0","0","0","0","0","2","-2","-2","-2","1","0","0","0","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","2","3","3","1","3","3","3","3","3","-3","1","1","0","1","0","0","3","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","-3","6","2",31,"",31,"",31,"","1","1","2","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"207555","1","0","0","1","0","0","2","-2","-2","-2","1","0","0","0","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","0","0","0","0","0","1","1","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"207564","1","1","0","0","0","0","1","2","0","-2","0","0","1","0","0","0","0","0","0","0","0","0","2","-2","-2","1","1","5","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","0","1","1","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","3","1",10,"15",31,"",31,"","1","1","1","2","2","1","1",10,"788","2",31,"",10,"820",10,"1592",30,""
"207573","1","0","0","0","1","0","3","-2","-2","-2","1","0","0","0","0","0","0","0","0","0","0","0","1","1","-3","0","0","-2","0","1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","1","1","1","1","1","0","3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"207582","0","1","1","0","0","0","4","-2","-2","79","0","1","0","1","1","0","1","0","1","1","0","0","1","1","1","1","1","5","1","0","1","2","1","1","1","2","1","2","1","2","-2","1","1","1","1","0","0","1","1","0","0","1","1","1","0","0","0","0","0","2","-2","1","120","1","120","1","120","-3","-3","1","1",10,"35",10,"35",10,"35","1","1","1","1","1","2","1",10,"2696","1",10,"19",10,"2436",10,"2640",30,""
"207607","1","1","0","1","0","0","1","2","4","-2","1","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","0","0","-2","1","0","1","2","3","3","1","3","3","3","1","3","-3","1","0","0","1","0","0","3","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"15",31,"",31,"","1","1","2","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"207625","1","0","0","0","0","0","2","-2","-2","-2","1","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-3","1","1","1","1","0","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","-3","5","1",10,"100",31,"",31,"","1","1","1","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"207634","1","0","0","0","0","0","2","-2","-2","-2","1","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","0","0","-2","1","0","2","1","-2","-2","-2","-2","-2","-2","-2","-2","-3","0","0","0","1","0","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","-3","6","2",31,"",31,"",31,"","1","1","1","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"207661","1","1","0","1","1","0","1","2","0","-2","1","1","1","0","1","0","0","0","0","0","0","0","2","-2","-2","1","1","5","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","1","0","1","1","0","0","1","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","2",31,"",31,"",31,"","1","1","1","2","2","1","1",10,"68","1",10,"15",10,"983",10,"1080",30,""
"207670","1","1","0","1","1","0","1","2","0","-2","0","1","1","1","0","0","0","0","0","0","0","0","2","-2","-2","1","1","5","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","0","0","1","2","-2","-2","-2","1","0","0","1","0","0","0","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"15",31,"",31,"","1","1","1","2","2","1","2",31,"","3",31,"",30,"",30,"",31,""
"207689","0","1","0","0","0","0","4","-2","-2","30","0","0","1","0","1","0","0","0","0","0","0","0","2","-2","-2","0","1","5","1","0","2","2","1","1","1","2","2","3","1","1","-2","1","1","0","1","0","0","1","2","-2","-2","-2","1","0","1","0","0","0","0","2","-2","1","340","1","340","1","340","-3","-3","1","1",10,"25",31,"",31,"","1","1","1","2","2","2","1",10,"414","1",10,"19",10,"2520",10,"1958",30,""
"207704","1","0","0","0","0","0","2","-2","-2","-2","1","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","3","-2","-2","-2","-2","-2","-2","-2","-2","-3","0","1","0","1","0","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","-3","6","2",31,"",31,"",31,"","1","1","2","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"207722","1","1","1","0","1","0","1","2","0","-2","0","0","0","0","1","0","0","0","0","0","0","0","2","-2","-2","1","1","5","1","0","1","2","1","1","1","1","3","2","1","1","-2","1","1","1","1","0","0","1","2","-2","-2","-2","1","0","1","0","0","0","0","2","-2","1","340","1","340","2","-2","-3","-3","3","2",31,"",31,"",31,"","1","1","1","2","2","1","1",10,"370","2",31,"",10,"850",10,"1850",30,""
"207740","1","1","0","0","0","0","1","2","0","-2","0","1","1","0","0","0","0","0","0","0","0","0","2","-2","-2","1","1","5","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","0","0","0","0","1","2","-2","-2","-2","1","0","0","1","0","0","0","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"15",31,"",31,"","1","1","1","2","2","1","1",10,"112","1",10,"21",10,"1600",10,"1700",30,""
"207759","1","0","0","0","0","0","2","-2","-2","-2","1","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-3","1","1","1","1","0","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","-3","6","1",10,"100",10,"0",10,"0","1","1","2","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"207768","1","0","0","0","0","0","2","-2","-2","-2","1","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","0","0","-2","1","0","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","0","1","1","1","0","0","1","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"207786","1","0","0","0","0","0","2","-2","-2","-2","1","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","0","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","0","0","0","1","0","0","1","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"207838","1","0","0","0","0","0","2","-2","-2","-2","1","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","3","-2","-2","-2","-2","-2","-2","-2","-2","-3","0","0","0","1","0","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","-3","6","2",31,"",31,"",31,"","2","2","2","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"207847","0","1","0","0","0","0","1","2","0","-2","0","0","0","0","1","0","1","1","0","0","0","0","2","-2","-2","1","1","5","1","0","1","2","1","1","1","3","3","3","1","1","-2","1","1","1","1","0","0","1","2","-2","-2","-2","1","1","0","0","0","0","0","1","147","1","147","1","147","1","147","-3","-3","1","2",31,"",31,"",31,"","1","1","1","1","2","1","1",10,"676","1",10,"19",10,"948",10,"1656",30,""
"207856","0","1","0","0","0","0","4","-2","-2","47","1","0","1","0","1","0","1","0","0","0","0","0","2","-2","-2","0","1","5","1","0","1","2","1","3","2","3","1","3","1","2","-2","1","1","1","1","0","0","1","2","-2","-2","-2","1","0","0","0","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"25",10,"35",31,"","1","1","2","1","2","2","1",10,"64","1",10,"19",30,"",30,"",10,"3200"
"207865","1","1","1","1","1","0","1","2","0","-2","0","0","1","1","1","1","1","1","0","1","0","0","1","1","1","1","1","5","1","0","1","2","1","1","1","1","3","3","1","1","-2","1","1","1","1","0","0","1","2","-2","-2","-2","1","1","0","0","0","0","0","1","147","1","147","1","147","1","147","-3","-3","1","1",10,"15",10,"15",10,"15","1","1","1","1","1","1","1",10,"1223","1",10,"19",10,"930",10,"1576",30,""
"207908","0","1","0","1","0","0","2","-2","-2","-2","1","0","0","0","0","0","0","0","0","0","0","0","1","1","-3","0","0","-2","1","0","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","1","1","1","1","0","0","1","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"207935","1","1","0","1","1","0","1","2","0","-2","1","1","1","1","0","0","0","0","0","0","0","0","2","-2","-2","1","1","5","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","0","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"15",31,"",31,"","1","1","1","2","2","1","2",31,"","3",31,"",30,"",30,"",31,""
"207962","1","0","0","0","0","0","2","-2","-2","-2","1","1","1","0","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","0","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","0","1","1","1","0","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","6","1",10,"100",30,"",30,"","1","1","1","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"207971","0","1","1","0","0","0","4","-2","-2","66","0","0","0","0","1","1","1","0","1","1","1","0","2","-2","-2","1","1","5","1","0","1","2","1","1","1","2","1","2","1","1","-2","0","1","1","1","1","0","1","1","0","0","1","1","1","0","0","0","0","0","1","137","1","137","2","-2","1","137","-3","-3","1","1",10,"25",10,"30",10,"30","1","1","1","1","1","2","1",10,"1244","2",31,"",10,"2560",10,"2720",30,""
"208008","1","1","0","0","0","0","3","-2","-2","-2","0","0","0","1","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","0","0","1","3","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","0","0","0","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","5","2",31,"",31,"",31,"","1","1","2","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"208017","1","1","0","0","0","0","2","-2","-2","-2","1","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","2","-1","-1","1","-1","-1","1","-1","-1","-3","0","1","1","1","0","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","-3","6","2",31,"",31,"",31,"","1","1","2","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"208026","1","0","0","0","0","0","1","2","4","-2","0","1","0","1","0","0","0","0","0","0","0","0","2","-2","-2","0","0","-2","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","0","0","0","0","3","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","6","2",31,"",31,"",31,"","1","1","1","2","2","1","2",31,"","3",31,"",30,"",30,"",31,""
"208035","1","1","0","1","1","0","1","2","0","-2","0","1","1","1","0","0","0","0","0","0","0","0","1","1","-3","1","1","5","1","0","1","2","3","3","1","2","3","1","1","1","-2","1","1","1","0","0","0","1","2","-2","-2","-2","1","0","0","1","0","0","1","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"15",31,"",31,"","1","1","1","2","2","1","1",10,"100","1",10,"15",30,"",30,"",10,"3200"
"208044","1","0","0","0","0","0","2","-2","-2","-2","1","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","0","1","0","0","0","0","1","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
