unitid,part,"line",efres01,efres02,centers,ic01,ic02
"384360","C","09","1","0","-1","R","N"
"384360","C","12","8","0","-1","R","N"
"384360","C","13","55","9","-1","R","R"
"384360","C","16","1","0","-1","R","N"
"384360","C","18","1","0","-1","R","N"
"384360","C","24","1","0","-1","R","N"
"384360","C","26","2","0","-1","R","N"
"384360","C","27","1","0","-1","R","N"
"384360","C","28","1","0","-1","R","N"
"384360","C","33","1","0","-1","R","N"
"384360","C","34","2","0","-1","R","N"
"384360","C","35","1","0","-1","R","N"
"384360","C","36","4","0","-1","R","N"
"384360","C","37","2","0","-1","R","N"
"384360","C","41","1","0","-1","R","N"
"384360","C","42","2","0","-1","R","N"
"384360","C","44","1","0","-1","R","N"
"384360","C","45","3","0","-1","R","N"
"384360","C","47","1","0","-1","R","N"
"384360","C","48","4","0","-1","R","N"
"384360","C","51","3","1","-1","R","R"
"384360","C","53","2","0","-1","R","N"
"384360","C","54","1","0","-1","R","N"
"384360","C","99","105","10","-1","T","T"
"384379","C","04","1","0","-1","R","N"
"384379","C","12","1","0","-1","R","N"
"384379","C","13","69","35","-1","R","R"
"384379","C","45","1","0","-1","R","N"
"384379","C","47","1","0","-1","R","N"
"384379","C","48","1","0","-1","R","N"
"384379","C","99","74","35","-1","T","T"
"384388","C","01","1","0","-1","R","N"
"384388","C","12","2","0","-1","R","N"
"384388","C","13","21","5","-1","A","R"
"384388","C","36","1","0","-1","R","N"
"384388","C","39","1","0","-1","R","N"
"384388","C","48","1","0","-1","R","N"
"384388","C","99","27","5","-1","M","T"
"384397","C","12","2","0","-1","R","N"
"384397","C","13","21","7","-1","R","R"
"384397","C","34","1","0","-1","R","N"
"384397","C","51","1","0","-1","R","N"
"384397","C","99","25","7","-1","T","T"
"384421","C","06","1","1","-1","P","P"
"384421","C","26","1","1","-1","P","P"
"384421","C","34","2","2","-1","P","P"
"384421","C","36","10","10","-1","P","P"
"384421","C","42","1","1","-1","P","P"
"384421","C","99","15","15","-1","P","P"
"390701","C","12","274","55","-1","R","R"
"390701","C","99","274","55","-1","R","R"
"397492","C","98","433","130","-1","P","I"
"397492","C","99","433","130","-1","P","I"
"397951","C","98","1577","473","-1","P","I"
"397951","C","99","1577","473","-1","P","I"
"402615","C","46","38","2","-1","R","R"
"402615","C","99","38","2","-1","R","R"
"402633","C","12","25","6","-1","R","R"
"402633","C","57","17","0","-1","C","N"
"402633","C","99","42","6","-1","M","R"
"404073","C","26","314","91","-1","R","R"
"404073","C","99","314","91","-1","R","R"
"404082","C","26","300","75","-1","P","P"
"404082","C","99","300","75","-1","P","P"
"404329","C","41","1","1","-1","R","I"
"404329","C","99","1","1","-1","R","I"
"404338","C","12","4","4","-1","A","A"
"404338","C","22","1","1","-1","R","R"
"404338","C","25","1","0","-1","R","N"
"404338","C","36","1","1","-1","R","R"
"404338","C","37","1","1","-1","R","R"
"404338","C","42","1","1","-1","R","R"
"404338","C","90","27","11","-1","R","R"
"404338","C","99","36","19","-1","M","T"
"404648","C","26","232","77","-1","R","R"
"404648","C","99","232","77","-1","R","R"
"404888","C","11","54","7","-1","R","R"
"404888","C","24","136","13","-1","R","R"
"404888","C","51","13","1","-1","R","R"
"404888","C","99","203","21","-1","R","R"
"404994","C","36","1122","5","-1","R","R"
"404994","C","99","1122","5","-1","R","R"
"405872","C","24","393","274","-1","R","R"
"405872","C","42","2","2","-1","R","R"
"405872","C","57","4","0","-1","R","R"
"405872","C","99","399","276","-1","R","R"
"405979","C","04","77","24","-1","R","I"
"405979","C","99","77","24","-1","R","I"
"405988","C","08","142","30","-1","R","I"
"405988","C","99","142","30","-1","R","I"
"405997","C","35","63","8","-1","R","I"
"405997","C","48","24","3","-1","R","I"
"405997","C","99","87","11","-1","R","I"
"406006","C","06","212","64","-1","R","I"
"406006","C","99","212","64","-1","R","I"
"406015","C","06","281","84","-1","R","I"
"406015","C","99","281","84","-1","R","I"
"406282","C","29","4","3","-1","R","I"
"406282","C","99","4","3","-1","R","I"
"406440","C","72","81","81","-1","R","R"
"406440","C","99","81","81","-1","R","R"
"407258","C","26","265","49","-1","R","R"
"407258","C","99","265","49","-1","R","T"
"407610","C","41","8","4","-1","R","I"
"407610","C","99","8","4","-1","R","I"
"407638","C","42","218","34","-1","R","R"
"407638","C","99","218","34","-1","T","T"
"407665","C","12","1","1","-1","R","R"
"407665","C","22","1","0","-1","R","R"
"407665","C","37","1","1","-1","R","R"
"407665","C","45","10","7","-1","R","R"
"407665","C","48","1","1","-1","R","R"
"407665","C","99","14","10","-1","R","R"
"407975","C","64","143","113","-1","R","R"
"407975","C","99","143","113","-1","R","R"
"407984","C","98","18","9","-1","P","I"
"407984","C","99","18","9","-1","P","I"
"407993","C","98","36","18","-1","P","I"
"407993","C","99","36","18","-1","P","I"
"408002","C","98","4","2","-1","P","I"
"408002","C","99","4","2","-1","P","I"
"409236","C","12","74","10","-1","R","R"
"409236","C","99","74","10","-1","T","T"
"409315","C","06","2","0","-1","R","N"
"409315","C","08","1","0","-1","R","N"
"409315","C","16","1","0","-1","R","N"
"409315","C","17","2","1","-1","R","R"
"409315","C","20","1","1","-1","R","R"
"409315","C","26","1","1","-1","R","R"
"409315","C","27","1","0","-1","R","N"
"409315","C","35","1","0","-1","R","N"
"409315","C","36","1","0","-1","R","N"
"409315","C","40","1","0","-1","R","N"
"409315","C","48","1750","640","-1","R","R"
"409315","C","53","1","1","-1","R","R"
"409315","C","90","4","1","-1","R","R"
"409315","C","99","1767","645","-1","R","R"
"409333","C","09","4","3","-1","R","R"
"409333","C","33","1","0","-1","R","R"
"409333","C","51","1","0","-1","R","R"
"409333","C","90","7","1","-1","R","R"
"409333","C","99","13","4","-1","R","R"
"409689","C","02","2","2","-1","R","I"
"409689","C","06","1","1","-1","R","I"
"409689","C","11","25","19","-1","R","I"
"409689","C","12","2","2","-1","R","I"
"409689","C","24","16","12","-1","R","I"
"409689","C","27","1","1","-1","R","I"
"409689","C","34","2","2","-1","R","I"
"409689","C","39","1","1","-1","R","I"
"409689","C","40","48","37","-1","A","I"
"409689","C","42","12","9","-1","R","I"
"409689","C","48","74","58","-1","R","I"
"409689","C","51","41","32","-1","R","I"
"409689","C","99","225","176","-1","M","I"
"409698","C","06","218","214","-1","R","R"
"409698","C","41","1","1","-1","R","R"
"409698","C","99","219","215","-1","R","R"
"409865","C","06","202","58","-1","R","R"
"409865","C","99","202","58","-1","M","R"
"409874","C","06","221","88","-1","R","R"
"409874","C","99","221","88","-1","R","R"
"413626","C","98","25","8","-1","P","I"
"413626","C","99","25","8","-1","P","I"
"413875","C","98","74","22","-1","P","I"
"413875","C","99","74","22","-1","P","I"
"413884","C","05","10","8","-1","R","R"
"413884","C","18","1","1","-1","R","R"
"413884","C","28","35","23","-1","R","R"
"413884","C","29","1","0","-1","R","N"
"413884","C","47","104","96","-1","R","R"
"413884","C","99","151","128","-1","R","T"
"413909","C","34","5","1","-1","R","R"
"413909","C","42","1","1","-1","R","R"
"413909","C","90","5","0","-1","R","N"
"413909","C","99","11","2","-1","R","R"
"413918","C","09","1","1","-1","R","R"
"413918","C","10","1","1","-1","R","R"
"413918","C","12","1","1","-1","R","R"
"413918","C","18","1","1","-1","R","R"
"413918","C","23","2","2","-1","R","R"
"413918","C","24","1","1","-1","R","R"
"413918","C","27","1","1","-1","R","R"
"413918","C","34","4","4","-1","R","R"
"413918","C","36","2","2","-1","R","R"
"413918","C","39","1","1","-1","R","R"
"413918","C","42","15","15","-1","R","R"
"413918","C","51","1","1","-1","R","R"
"413918","C","55","1","1","-1","R","R"
"413918","C","90","2","2","-1","R","R"
"413918","C","99","34","34","-1","R","R"
"414160","C","26","306","63","-1","R","R"
"414160","C","99","306","63","-1","T","T"
"414823","C","06","1","1","-1","R","R"
"414823","C","09","3","2","-1","R","R"
"414823","C","11","1","1","-1","R","R"
"414823","C","12","169","86","-1","A","R"
"414823","C","17","5","3","-1","R","R"
"414823","C","18","3","2","-1","R","R"
"414823","C","22","2","2","-1","R","R"
"414823","C","23","1","0","-1","R","R"
"414823","C","24","3","0","-1","R","R"
"414823","C","25","2","0","-1","R","R"
"414823","C","26","3","3","-1","R","R"
"414823","C","28","2","0","-1","R","R"
"414823","C","29","2","2","-1","R","R"
"414823","C","33","1","1","-1","R","R"
"414823","C","34","12","11","-1","R","R"
"414823","C","36","17","8","-1","R","R"
"414823","C","37","1","1","-1","R","R"
"414823","C","42","2","1","-1","R","R"
"414823","C","44","1","0","-1","R","R"
"414823","C","48","5","2","-1","R","R"
"414823","C","51","2","1","-1","R","R"
"414823","C","57","1","0","-1","R","R"
"414823","C","72","3","2","-1","R","R"
"414823","C","78","1","1","-1","R","R"
"414823","C","90","13","3","-1","R","R"
"414823","C","99","256","133","-1","R","T"
"414832","C","98","57","17","-1","P","I"
"414832","C","99","57","17","-1","P","I"
"414878","C","18","10","3","-1","R","R"
"414878","C","99","10","3","-1","R","R"
"416962","C","32","24","9","-1","R","I"
"416962","C","99","24","9","-1","R","I"
"417734","C","13","1","1","-1","R","I"
"417734","C","17","4","3","-1","R","I"
"417734","C","29","30","21","-1","R","I"
"417734","C","99","35","25","-1","R","I"
"417752","C","05","2","2","-1","R","R"
"417752","C","06","5","5","-1","R","R"
"417752","C","16","1","1","-1","R","R"
"417752","C","17","1","1","-1","R","R"
"417752","C","19","1","1","-1","R","R"
"417752","C","29","4","2","-1","R","R"
"417752","C","30","1","1","-1","R","R"
"417752","C","31","1","1","-1","R","R"
"417752","C","32","1","1","-1","R","R"
"417752","C","41","3","2","-1","R","R"
"417752","C","48","3","3","-1","R","R"
"417752","C","99","23","20","-1","R","R"
"419305","C","35","12","1","-1","R","R"
"419305","C","99","12","1","-1","T","T"
"419509","C","06","57","17","-1","R","I"
"419509","C","99","57","17","-1","R","I"
"419572","C","26","293","3","-1","A","R"
"419572","C","39","3","0","-1","R","R"
"419572","C","99","296","3","-1","M","R"
"420006","C","90","1","0","-1","R","N"
"420042","C","15","28","10","-1","R","I"
"420042","C","99","28","10","-1","R","I"
"420282","C","02","1","1","-1","R","R"
"420282","C","06","567","164","-1","R","R"
"420282","C","20","1","0","-1","R","N"
"420282","C","23","1","0","-1","R","N"
"420282","C","32","2","1","-1","R","R"
"420282","C","35","1","1","-1","R","R"
"420282","C","36","1","0","-1","R","N"
"420282","C","42","1","0","-1","R","N"
"420282","C","51","1","1","-1","R","R"
"420282","C","53","1","1","-1","R","R"
"420282","C","90","1","0","-1","R","N"
"420282","C","99","578","169","-1","R","R"
"420307","C","01","134","15","-1","R","R"
"420307","C","90","4","0","-1","R","N"
"420307","C","99","138","15","-1","R","R"
"420316","C","01","58","9","-1","R","R"
"420316","C","47","1","1","-1","R","R"
"420316","C","99","59","10","-1","R","R"
"420538","C","02","1","1","-1","R","R"
"420538","C","05","160","91","-1","R","R"
"420538","C","20","1","0","-1","R","R"
"420538","C","22","1","0","-1","R","R"
"420538","C","24","1","1","-1","R","R"
"420538","C","29","3","1","-1","R","R"
"420538","C","40","1","1","-1","R","R"
"420538","C","48","1","1","-1","R","R"
"420538","C","55","1","0","-1","R","R"
"420538","C","99","170","96","-1","R","R"
"420556","C","41","63","29","-1","R","R"
"420556","C","53","40","14","-1","R","R"
"420556","C","99","103","43","-1","R","R"
"420574","C","04","25","23","-1","R","R"
"420574","C","06","5","4","-1","R","R"
"420574","C","08","1","1","-1","R","R"
"420574","C","13","1","0","-1","R","R"
"420574","C","15","1","1","-1","R","R"
"420574","C","16","1","0","-1","R","R"
"420574","C","17","4","4","-1","R","R"
"420574","C","27","1","0","-1","R","R"
"420574","C","32","1","1","-1","R","R"
"420574","C","36","1","1","-1","R","R"
"420574","C","47","1","1","-1","R","R"
"420574","C","48","1","1","-1","R","R"
"420574","C","72","1","1","-1","R","R"
"420574","C","90","7","4","-1","R","R"
"420574","C","99","51","42","-1","R","R"
"421009","C","22","10","4","-1","R","I"
"421009","C","99","10","4","-1","R","I"
"421018","C","26","26","10","-1","R","I"
"421018","C","99","26","10","-1","R","I"
"421027","C","06","60","18","-1","R","I"
"421027","C","99","60","18","-1","R","I"
"421054","C","26","5","1","-1","R","R"
"421054","C","99","5","1","-1","R","R"
"227526","C","49","1","1","-1","R","C"
"227526","C","51","4","4","-1","R","C"
"227526","C","53","3","3","-1","R","C"
"227526","C","55","1","1","-1","R","C"
"227526","C","90","50","50","-1","R","C"
"227526","C","99","1950","1950","-1","R","T"
"227757","C","01","2","1","-1","R","R"
"227757","C","02","2","2","-1","R","R"
"227757","C","04","6","4","-1","R","R"
"227757","C","05","5","2","-1","R","R"
"227757","C","06","33","23","-1","R","R"
"227757","C","08","7","5","-1","R","R"
"227757","C","09","3","3","-1","R","R"
"227757","C","11","1","1","-1","R","R"
"227757","C","12","18","10","-1","R","R"
"227757","C","13","16","15","-1","R","R"
"227757","C","15","4","3","-1","R","R"
"227757","C","16","2","0","-1","R","R"
"227757","C","17","6","4","-1","R","R"
"227757","C","18","4","3","-1","R","R"
"227757","C","19","2","1","-1","R","R"
"227757","C","20","8","6","-1","R","R"
"227757","C","21","5","3","-1","R","R"
"227757","C","22","8","6","-1","R","R"
"227757","C","24","20","17","-1","R","R"
"227757","C","25","9","9","-1","R","R"
"227757","C","26","5","3","-1","R","R"
"227757","C","27","6","5","-1","R","R"
"227757","C","28","2","0","-1","R","R"
"227757","C","29","8","5","-1","R","R"
"227757","C","30","1","1","-1","R","R"
"227757","C","31","3","3","-1","R","R"
"227757","C","32","5","4","-1","R","R"
"227757","C","33","1","1","-1","R","R"
"227757","C","34","18","16","-1","R","R"
"227757","C","35","13","10","-1","R","R"
"227757","C","36","22","13","-1","R","R"
"227757","C","37","2","2","-1","R","R"
"227757","C","38","1","1","-1","R","R"
"227757","C","39","8","7","-1","R","R"
"227757","C","40","7","4","-1","R","R"
"227757","C","41","3","3","-1","R","R"
"227757","C","42","8","6","-1","R","R"
"227757","C","44","1","1","-1","R","R"
"227757","C","45","4","3","-1","R","R"
"227757","C","47","18","12","-1","R","R"
"227757","C","48","329","264","-1","R","R"
"227757","C","50","1","1","-1","R","R"
"227757","C","51","20","15","-1","R","R"
"227757","C","53","5","3","-1","R","R"
"227757","C","54","2","2","-1","R","R"
"227757","C","55","5","4","-1","R","R"
"227757","C","57","1","1","-1","R","R"
"227757","C","72","1","1","-1","R","R"
"227757","C","90","9","3","-1","R","R"
"227757","C","99","670","512","-1","R","R"
"227766","C","01","1","1","-1","R","R"
"227766","C","05","97","29","-1","R","R"
"227766","C","06","2","1","-1","R","R"
"227766","C","20","1","1","-1","R","R"
"227766","C","27","1","0","-1","R","R"
"227766","C","48","1756","940","-1","R","R"
"227766","C","51","1","0","-1","R","R"
"227766","C","90","22","5","-1","R","R"
"227766","C","99","1881","977","-1","M","R"
"227845","C","02","1","1","-1","R","R"
"227845","C","05","2","2","-1","R","R"
"227845","C","06","2","1","-1","R","R"
"227845","C","17","1","1","-1","R","R"
"227845","C","19","2","2","-1","R","R"
"227845","C","22","3","3","-1","R","R"
"227845","C","29","1","1","-1","R","R"
"227845","C","30","1","0","-1","R","R"
"227845","C","35","2","1","-1","R","R"
"227845","C","36","2","2","-1","R","R"
"227845","C","39","1","1","-1","R","R"
"227845","C","40","1","1","-1","R","R"
"227845","C","41","1","1","-1","R","R"
"227845","C","48","338","319","-1","R","R"
"227845","C","49","1","1","-1","R","R"
"227845","C","51","1","1","-1","R","R"
"227845","C","55","1","1","-1","R","R"
"227845","C","90","16","6","-1","R","R"
"227845","C","99","377","345","-1","R","R"
"227854","C","01","1","0","-1","R","R"
"227854","C","04","1","0","-1","R","R"
"227854","C","06","3","0","-1","R","R"
"227854","C","12","5","0","-1","R","R"
"227854","C","17","1","0","-1","R","R"
"227854","C","21","1","0","-1","R","R"
"227854","C","22","1","0","-1","R","R"
"227854","C","25","1","0","-1","R","R"
"227854","C","28","1","0","-1","R","R"
"227854","C","33","1","0","-1","R","R"
"227854","C","37","2","0","-1","R","R"
"227854","C","40","1","1","-1","R","R"
"227854","C","42","2","0","-1","R","R"
"227854","C","47","1","0","-1","R","R"
"227854","C","48","725","288","-1","R","R"
"227854","C","51","2","0","-1","R","R"
"227854","C","53","1","0","-1","R","R"
"227854","C","57","26","6","-1","R","R"
"227854","C","99","776","295","-1","R","R"
"227863","C","06","1","1","-1","R","R"
"227863","C","26","1","1","-1","R","R"
"227863","C","35","2","2","-1","R","R"
"227863","C","47","1","1","-1","R","R"
"227863","C","48","210","195","-1","A","R"
"227863","C","51","1","1","-1","R","R"
"227863","C","55","1","1","-1","R","R"
"227863","C","72","1","1","-1","R","R"
"227863","C","90","13","7","-1","R","R"
"227863","C","99","231","210","-1","M","R"
"227881","C","04","1","1","-1","R","R"
"227881","C","05","1","1","-1","R","R"
"227881","C","06","1","1","-1","R","R"
"227881","C","12","1","1","-1","R","R"
"227881","C","16","1","1","-1","R","R"
"227881","C","17","1","1","-1","R","R"
"227881","C","21","1","1","-1","R","R"
"227881","C","22","1","1","-1","R","R"
"227881","C","26","1","1","-1","R","R"
"227881","C","27","1","1","-1","R","R"
"227881","C","29","2","2","-1","R","R"
"227881","C","36","1","1","-1","R","R"
"227881","C","37","1","1","-1","R","R"
"227881","C","39","3","3","-1","R","R"
"227881","C","48","1845","1662","-1","R","R"
"227881","C","78","1","1","-1","R","R"
"227881","C","99","1863","1680","-1","R","R"
"227924","C","06","8","3","-1","R","R"
"227924","C","08","1","0","-1","R","R"
"227924","C","12","5","2","-1","R","R"
"227924","C","15","1","0","-1","R","R"
"227924","C","17","3","0","-1","R","R"
"227924","C","18","1","0","-1","R","R"
"227924","C","26","2","1","-1","R","R"
"227924","C","29","3","0","-1","R","R"
"227924","C","33","1","1","-1","R","R"
"227924","C","34","1","1","-1","R","R"
"227924","C","36","4","1","-1","R","R"
"227924","C","39","2","1","-1","R","R"
"227924","C","42","3","0","-1","R","R"
"227924","C","45","2","1","-1","R","R"
"227924","C","47","3","0","-1","R","R"
"227924","C","48","1327","681","-1","R","R"
"227924","C","49","1","0","-1","R","R"
"227924","C","51","1","0","-1","R","R"
"227924","C","55","1","0","-1","R","R"
"227924","C","90","9","3","-1","R","R"
"227924","C","99","1379","695","-1","R","R"
"227979","C","01","1","1","-1","R","R"
"227979","C","05","2","1","-1","R","R"
"227979","C","06","1","0","-1","R","N"
"227979","C","13","2","0","-1","R","N"
"227979","C","17","3","3","-1","R","R"
"227979","C","22","2","0","-1","R","N"
"227979","C","24","1","0","-1","R","N"
"227979","C","26","1","0","-1","R","N"
"227979","C","27","1","0","-1","R","N"
"227979","C","28","1","1","-1","R","R"
"227979","C","29","1","1","-1","R","R"
"227979","C","30","2","1","-1","R","R"
"227979","C","32","1","0","-1","R","N"
"227979","C","34","1","0","-1","R","N"
"227979","C","36","2","0","-1","R","N"
"227979","C","40","1","1","-1","R","R"
"227979","C","42","1","1","-1","R","R"
"227979","C","47","1","1","-1","R","R"
"227979","C","48","1492","1003","-1","R","R"
"227979","C","51","1","0","-1","R","N"
"227979","C","55","1","1","-1","R","R"
"227979","C","90","122","73","-1","R","R"
"227979","C","99","1641","1088","-1","R","R"
"227997","C","13","1","0","-1","R","N"
"227997","C","17","3","1","-1","R","R"
"227997","C","20","1","0","-1","R","N"
"227997","C","22","3","2","-1","R","R"
"227997","C","29","1","0","-1","R","N"
"227997","C","36","1","0","-1","R","N"
"227997","C","47","1","1","-1","R","R"
"227997","C","48","787","455","-1","R","R"
"227997","C","78","1","1","-1","R","R"
"227997","C","90","61","32","-1","R","R"
"227997","C","99","860","492","-1","R","R"
"228006","C","06","3","2","-1","R","R"
"228006","C","08","1","0","-1","R","N"
"228006","C","12","3","2","-1","R","R"
"228006","C","20","1","0","-1","R","N"
"228006","C","22","1","1","-1","R","R"
"228006","C","23","1","0","-1","R","N"
"228006","C","24","2","1","-1","R","R"
"228006","C","26","1","1","-1","R","R"
"228006","C","42","1","1","-1","R","R"
"228006","C","48","643","429","-1","R","R"
"228006","C","53","1","0","-1","R","N"
"228006","C","90","58","34","-1","R","R"
"228006","C","99","716","471","-1","R","R"
"228042","C","18","1","1","-1","R","R"
"228042","C","22","2","2","-1","R","R"
"228042","C","24","1","0","-1","R","N"
"228042","C","48","177","113","-1","R","R"
"228042","C","90","3","0","-1","R","N"
"228042","C","99","184","116","-1","R","R"
"228149","C","05","2","2","-1","R","C"
"228149","C","06","2","2","-1","R","C"
"228149","C","17","3","3","-1","R","C"
"228149","C","18","1","1","-1","R","C"
"228149","C","22","1","1","-1","R","C"
"228149","C","27","1","1","-1","R","C"
"228149","C","29","4","4","-1","R","C"
"228149","C","31","1","1","-1","R","C"
"228149","C","35","3","3","-1","R","C"
"228149","C","36","2","1","-1","R","C"
"228149","C","37","1","1","-1","R","C"
"228149","C","39","2","1","-1","R","C"
"228149","C","40","1","0","-1","R","N"
"228149","C","48","446","433","-1","R","C"
"228149","C","55","3","3","-1","R","C"
"228149","C","57","16","11","-1","R","C"
"228149","C","99","489","468","-1","T","T"
"228158","C","06","2","1","-1","R","R"
"228158","C","13","1","1","-1","R","R"
"228158","C","17","2","2","-1","R","R"
"228158","C","20","1","1","-1","R","R"
"228158","C","25","1","1","-1","R","R"
"228158","C","35","25","23","-1","R","R"
"228158","C","36","1","1","-1","R","R"
"228158","C","40","2","2","-1","R","R"
"228158","C","48","1887","1094","-1","A","A"
"228158","C","90","10","8","-1","R","R"
"228158","C","99","1932","1134","-1","M","T"
"228246","C","01","17","17","-1","R","R"
"228246","C","02","1","1","-1","R","R"
"228246","C","04","8","8","-1","R","R"
"228246","C","05","20","20","-1","R","R"
"228246","C","06","66","66","-1","R","R"
"228246","C","08","13","13","-1","R","R"
"228246","C","09","7","7","-1","R","R"
"228246","C","11","1","1","-1","R","R"
"228246","C","12","57","57","-1","R","R"
"228246","C","13","22","22","-1","R","R"
"228246","C","16","2","2","-1","R","R"
"228246","C","17","29","29","-1","R","R"
"228246","C","18","10","10","-1","R","R"
"228246","C","19","5","5","-1","R","R"
"228246","C","20","11","11","-1","R","R"
"228246","C","21","10","10","-1","R","R"
"228246","C","22","30","30","-1","R","R"
"228246","C","24","6","6","-1","R","R"
"228246","C","25","2","2","-1","R","R"
"228246","C","26","9","9","-1","R","R"
"228246","C","27","14","14","-1","R","R"
"228246","C","28","12","12","-1","R","R"
"228246","C","29","24","24","-1","R","R"
"228246","C","30","1","1","-1","R","R"
"228246","C","31","10","10","-1","R","R"
"228246","C","32","7","7","-1","R","R"
"228246","C","33","1","1","-1","R","R"
"228246","C","34","5","5","-1","R","R"
"228246","C","35","9","9","-1","R","R"
"228246","C","36","9","9","-1","R","R"
"228246","C","37","6","6","-1","R","R"
"228246","C","38","1","1","-1","R","R"
"228246","C","39","10","10","-1","R","R"
"228246","C","40","24","24","-1","R","R"
"228246","C","41","3","3","-1","R","R"
"228246","C","42","4","4","-1","R","R"
"228246","C","44","1","1","-1","R","R"
"228246","C","45","3","3","-1","R","R"
"228246","C","47","21","21","-1","R","R"
"228246","C","48","685","685","-1","R","R"
"228246","C","49","1","1","-1","R","R"
"228246","C","51","15","15","-1","R","R"
"228246","C","53","3","3","-1","R","R"
"228246","C","54","1","1","-1","R","R"
"228246","C","55","6","6","-1","R","R"
"228246","C","90","16","16","-1","R","R"
"228246","C","99","1218","1218","-1","R","R"
"228316","C","90","6","4","-1","R","R"
"228325","C","04","3","1","-1","R","R"
"228325","C","05","8","2","-1","R","R"
"228325","C","06","2","1","-1","R","R"
"228325","C","08","10","8","-1","R","R"
"228325","C","16","1","1","-1","R","R"
"228325","C","17","1","1","-1","R","R"
"228325","C","18","2","2","-1","R","R"
"228325","C","20","4","4","-1","R","R"
"228325","C","22","14","10","-1","R","R"
"228325","C","26","1","0","-1","R","N"
"228325","C","28","3","0","-1","R","N"
"228325","C","29","5","2","-1","R","R"
"228325","C","30","2","1","-1","R","R"
"228325","C","35","6","4","-1","R","R"
"228325","C","36","1","1","-1","R","R"
"228325","C","40","36","28","-1","R","R"
"228325","C","45","1","0","-1","R","N"
"228325","C","47","3","1","-1","R","R"
"228325","C","48","130","83","-1","R","R"
"228325","C","72","1","1","-1","R","R"
"228343","C","01","1","1","-1","R","R"
"228343","C","04","1","1","-1","R","R"
"228343","C","06","3","3","-1","R","R"
"228343","C","08","2","2","-1","R","R"
"228343","C","19","1","1","-1","R","R"
"228343","C","20","1","1","-1","R","R"
"228343","C","22","3","3","-1","R","R"
"228343","C","24","2","2","-1","R","R"
"228343","C","25","1","1","-1","R","R"
"228343","C","27","1","1","-1","R","R"
"228343","C","30","1","1","-1","R","R"
"228343","C","35","5","5","-1","R","R"
"228343","C","36","1","1","-1","R","R"
"228343","C","40","1","1","-1","R","R"
"228343","C","47","1","1","-1","R","R"
"228343","C","48","277","277","-1","R","R"
"228343","C","53","3","3","-1","R","R"
"228343","C","55","1","1","-1","R","R"
"228343","C","90","3","3","-1","R","R"
"228343","C","99","309","309","-1","R","R"
"228431","C","01","1","1","-1","R","R"
"228431","C","05","3","3","-1","R","R"
"228431","C","06","1","1","-1","R","R"
"228431","C","17","2","2","-1","R","R"
"228431","C","20","2","2","-1","R","R"
"228431","C","22","23","21","-1","R","R"
"228431","C","25","1","1","-1","R","R"
"228431","C","29","1","1","-1","R","R"
"228431","C","30","1","1","-1","R","R"
"228431","C","36","4","4","-1","R","R"
"228431","C","39","1","1","-1","R","R"
"228431","C","48","1996","1867","-1","A","R"
"228431","C","51","2","2","-1","R","R"
"228431","C","55","1","1","-1","R","R"
"228431","C","90","5","5","-1","R","R"
"228431","C","99","2044","1913","-1","M","R"
"228459","C","01","2","2","-1","R","I"
"228459","C","05","1","1","-1","R","I"
"228459","C","06","2","2","-1","R","I"
"228459","C","08","1","1","-1","R","I"
"228459","C","12","2","2","-1","R","I"
"228459","C","17","4","4","-1","R","I"
"228459","C","19","1","1","-1","R","I"
"228459","C","20","2","2","-1","R","I"
"228459","C","21","1","1","-1","R","I"
"228459","C","22","1","1","-1","R","I"
"228459","C","24","1","1","-1","R","I"
"228459","C","25","1","1","-1","R","I"
"228459","C","27","1","1","-1","R","I"
"228459","C","29","1","1","-1","R","I"
"228459","C","31","1","1","-1","R","I"
"228459","C","35","1","1","-1","R","I"
"228459","C","36","1","1","-1","R","I"
"228459","C","37","1","1","-1","R","I"
"228459","C","39","1","1","-1","R","I"
"228459","C","40","4","4","-1","R","I"
"228459","C","42","1","1","-1","R","I"
"106041","C","42","3","1","-1","R","I"
"106041","C","44","2","1","-1","R","I"
"106041","C","47","2","1","-1","R","I"
"106041","C","48","73","23","-1","R","I"
"106041","C","49","41","13","-1","R","I"
"106041","C","50","1","0","-1","R","I"
"106041","C","51","4","1","-1","R","I"
"106041","C","53","172","53","-1","R","I"
"106041","C","56","12","4","-1","R","I"
"106041","C","60","10","3","-1","R","I"
"106041","C","66","15","5","-1","R","I"
"106041","C","72","25","8","-1","R","I"
"106041","C","78","1","0","-1","R","I"
"106041","C","90","2","1","-1","R","I"
"106041","C","99","2022","632","-1","R","I"
"106050","C","04","18","6","-1","R","R"
"106050","C","99","18","6","-1","R","R"
"106102","C","04","39","24","-1","P","P"
"106102","C","66","1","1","-1","P","P"
"106102","C","78","1","1","-1","P","P"
"106102","C","90","15","9","-1","P","P"
"106102","C","99","56","35","-1","P","P"
"106148","C","02","1","0","-1","R","R"
"106148","C","04","228","119","-1","R","R"
"106148","C","06","22","2","-1","R","R"
"106148","C","08","2","0","-1","R","R"
"106148","C","09","1","1","-1","R","R"
"106148","C","12","1","0","-1","R","R"
"106148","C","13","1","0","-1","R","R"
"106148","C","17","2","0","-1","R","R"
"106148","C","18","1","0","-1","R","R"
"106148","C","23","2","0","-1","R","R"
"106148","C","26","3","0","-1","R","R"
"106148","C","27","2","0","-1","R","R"
"106148","C","36","2","1","-1","R","R"
