unitid,"xtuit1",tuition1,"xfee1",fee1,"xhrchg1",hrchg1,"xcmpfee1",cmpfee1,"xtuit2",tuition2,"xfee2",fee2,"xhrchg2",hrchg2,"xcmpfee2",cmpfee2,"xtuit3",tuition3,"xfee3",fee3,"xhrchg3",hrchg3,"xcmpfee3",cmpfee3,"xtuit5",tuition5,"xfee5",fee5,"xhrchg5",hrchg5,"xtuit6",tuition6,"xfee6",fee6,"xhrchg6",hrchg6,"xtuit7",tuition7,"xfee7",fee7,"xhrchg7",hrchg7,"xispro1",isprof1,"xispfe1",ispfee1,"xospro1",osprof1,"xospfe1",ospfee1,"xispro2",isprof2,"xispfe2",ispfee2,"xospro2",osprof2,"xospfe2",ospfee2,"xispro3",isprof3,"xispfe3",ispfee3,"xospro3",osprof3,"xospfe3",ospfee3,"xispro4",isprof4,"xispfe4",ispfee4,"xospro4",osprof4,"xospfe4",ospfee4,"xispro5",isprof5,"xispfe5",ispfee5,"xospro5",osprof5,"xospfe5",ospfee5,"xispro6",isprof6,"xispfe6",ispfee6,"xospro6",osprof6,"xospfe6",ospfee6,"xispro7",isprof7,"xispfe7",ispfee7,"xospro7",osprof7,"xospfe7",ospfee7,"xispro8",isprof8,"xispfe8",ispfee8,"xospro8",osprof8,"xospfe8",ospfee8,"xispro9",isprof9,"xispfe9",ispfee9,"xospro9",osprof9,"xospfe9",ospfee9,"xispro10",isprof10,"xispfe10",ispfee10,"xospro10",osprof10,"xospfe10",ospfee10,"xispro11",isprof11,"xispfe11",ispfee11,"xospro11",osprof11,"xospfe11",ospfee11,"xchg1ay1",chg1ay1,"xchg1ay2",chg1ay2,"xchg1ay3",chg1ay3,"xchg2ay1",chg2ay1,"xchg2ay2",chg2ay2,"xchg2ay3",chg2ay3,"xchg3ay1",chg3ay1,"xchg3ay2",chg3ay2,"xchg3ay3",chg3ay3,"xchg4ay1",chg4ay1,"xchg4ay2",chg4ay2,"xchg4ay3",chg4ay3,"xchg5ay1",chg5ay1,"xchg5ay2",chg5ay2,"xchg5ay3",chg5ay3,"xchg6ay1",chg6ay1,"xchg6ay2",chg6ay2,"xchg6ay3",chg6ay3,"xchg7ay1",chg7ay1,"xchg7ay2",chg7ay2,"xchg7ay3",chg7ay3,"xchg8ay1",chg8ay1,"xchg8ay2",chg8ay2,"xchg8ay3",chg8ay3,"xchg9ay1",chg9ay1,"xchg9ay2",chg9ay2,"xchg9ay3",chg9ay3
"213233",10,"8400",10,"325",10,"275",30,"",10,"8400",10,"325",10,"275",30,"",10,"8400",10,"325",10,"275",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"7340",10,"7780",10,"8400",10,"7340",10,"7780",10,"8400",10,"7340",10,"7780",10,"8400",10,"1000",10,"1000",10,"1000",10,"2800",10,"2800",10,"2800",10,"235",10,"310",10,"325",10,"2800",10,"2800",30,"",10,"235",10,"310",30,"",10,"235",10,"310",30,""
"213251",10,"18940",10,"420",10,"800",30,"",10,"18940",10,"420",10,"800",30,"",10,"18940",10,"420",10,"800",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"17820",10,"18450",10,"19360",10,"17820",10,"18450",10,"19360",10,"17820",10,"18450",10,"19360",10,"450",10,"450",10,"450",10,"4960",10,"5110",10,"5290",10,"700",10,"700",10,"700",10,"4960",10,"5110",10,"5290",10,"700",10,"700",10,"700",10,"1020",10,"1020",10,"1020"
"213303",10,"11320",10,"786",10,"275",30,"",10,"11320",10,"786",10,"275",30,"",10,"11320",10,"786",10,"275",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"11120",10,"11606",10,"12106",10,"11120",10,"11606",10,"12106",10,"11120",10,"11606",10,"12106",10,"600",10,"650",10,"650",10,"6040",10,"6200",10,"6200",10,"1000",10,"1200",10,"1200",10,"2500",10,"3000",10,"3000",10,"1500",10,"1500",10,"1500",10,"1500",10,"1500",10,"1500"
"213321",10,"16000",10,"700",10,"393",30,"",10,"16000",10,"700",10,"393",30,"",10,"16000",10,"700",10,"393",30,"",10,"19950",30,"",30,"",10,"19950",30,"",30,"",10,"19950",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"14970",10,"15910",10,"16700",10,"14970",10,"15910",10,"16700",10,"14970",10,"15910",10,"16700",10,"630",10,"630",10,"700",10,"6360",10,"6620",10,"6890",10,"1140",10,"1390",10,"1440",10,"3440",10,"3800",10,"3980",10,"970",10,"1210",10,"1250",10,"3390",10,"3250",10,"3650"
"213349",10,"3792",10,"875",10,"158",30,"",10,"3792",10,"875",10,"158",30,"",10,"9480",10,"875",10,"395",30,"",10,"4138",10,"761",10,"230",10,"4138",10,"761",10,"230",10,"7008",10,"761",10,"389",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"4247",10,"4470",10,"4655",10,"4247",10,"4470",10,"4655",10,"9603",10,"10092",10,"10283",10,"750",10,"750",10,"750",10,"4086",10,"4284",10,"4522",10,"2000",10,"2000",10,"2000",10,"4500",10,"5050",10,"5215",10,"2950",10,"3200",10,"3200",10,"1750",10,"2000",10,"2000"
"213358",10,"11600",10,"400",10,"420",30,"",10,"11600",10,"400",10,"420",30,"",10,"11600",10,"400",10,"420",30,"",10,"10560",10,"200",10,"440",10,"10560",10,"200",10,"440",10,"10560",10,"200",10,"440",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"10660",10,"11260",31,"",10,"10660",10,"11260",31,"",10,"10660",10,"11260",31,"",10,"600",10,"750",31,"",10,"5624",10,"6130",31,"",10,"1300",10,"1300",31,"",10,"5624",10,"6130",31,"",10,"1300",10,"1300",31,"",10,"1300",10,"1300",31,""
"213367",10,"18020",10,"380",10,"628",30,"",10,"18020",10,"380",10,"628",30,"",10,"18020",10,"380",10,"628",30,"",10,"12528",10,"160",10,"522",10,"12528",10,"160",10,"522",10,"12528",10,"160",10,"522",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"16010",10,"17260",10,"18400",10,"16010",10,"17260",10,"18400",10,"16010",10,"17260",10,"18400",10,"500",10,"500",10,"500",10,"6630",10,"6812",10,"7676",10,"1000",10,"1000",10,"1000",10,"5200",10,"5200",10,"12863",10,"1000",10,"1000",10,"1000",10,"2000",10,"2000",10,"2000"
"213376",10,"7970",10,"0",10,"260",30,"",10,"7970",10,"0",10,"260",30,"",10,"7970",10,"0",10,"260",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"7590",10,"7920",10,"7970",10,"7590",10,"7920",10,"7970",10,"7590",10,"7920",10,"7970",10,"784",10,"800",10,"816",30,"",30,"",30,"",30,"",30,"",30,"",10,"9487",10,"9680",10,"9873",32,"",32,"",32,"",10,"4546",10,"4639",10,"4732"
"213385",10,"23758",10,"88",10,"743",30,"",10,"23758",10,"88",10,"743",30,"",10,"23758",10,"88",10,"743",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"22049",10,"22929",10,"23846",10,"22049",10,"22929",10,"23846",10,"22049",10,"22929",10,"23846",10,"600",10,"600",10,"600",10,"6841",10,"7106",10,"7413",10,"975",10,"975",10,"975",10,"6841",10,"7106",10,"7413",10,"975",10,"975",10,"975",10,"1600",10,"1600",10,"1600"
"213400",10,"9600",10,"330",10,"320",30,"",10,"9600",10,"330",10,"320",30,"",10,"9600",10,"330",10,"320",30,"",10,"4680",10,"50",10,"260",10,"4680",10,"50",10,"260",10,"4680",10,"50",10,"260",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"8900",10,"9430",10,"9930",10,"8900",10,"9430",10,"9930",10,"8900",10,"9430",10,"9930",10,"575",10,"600",10,"600",10,"3950",10,"4300",10,"4550",10,"2400",10,"2400",10,"2400",10,"5800",10,"5800",10,"6000",10,"2700",10,"2700",10,"2800",10,"2700",10,"2700",10,"2700"
"213428",10,"7180",10,"0",10,"200",30,"",10,"7180",10,"0",10,"200",30,"",10,"11948",10,"0",10,"437",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"5660",10,"6680",10,"7180",10,"5660",10,"6680",10,"7180",10,"9500",10,"10500",10,"11948",10,"750",10,"780",10,"820",10,"2160",10,"2280",10,"2280",10,"310",10,"310",10,"325",10,"2160",10,"2280",10,"2280",10,"310",10,"310",10,"325",10,"310",10,"310",10,"325"
"213446",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"8750",10,"50",10,"285",10,"8750",10,"50",10,"285",10,"8750",10,"50",10,"285",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"8750",10,"50",10,"8750",10,"50",31,"",31,"",31,"",31,"",30,"",30,"",31,"",30,"",30,"",31,"",30,"",30,"",31,"",30,"",30,"",31,"",30,"",30,"",31,"",30,"",30,"",31,"",30,"",30,"",31,"",30,"",30,"",31,"",30,"",30,"",31,""
"213473",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",30,"",30,"",30,"",30,"",30,"",30,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,""
"213507",10,"17870",10,"550",30,"",30,"",10,"17870",10,"550",30,"",30,"",10,"17870",10,"550",30,"",30,"",31,"",31,"",10,"299",31,"",31,"",10,"299",31,"",31,"",10,"299",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"16610",10,"17260",10,"18420",10,"16610",10,"17260",10,"18420",10,"16610",10,"17260",10,"18420",10,"500",10,"600",10,"600",10,"5300",10,"5490",10,"5680",10,"970",10,"1140",10,"1140",10,"2800",10,"2880",10,"3530",10,"1074",10,"1154",10,"1340",10,"1074",10,"1154",10,"1340"
"213525",10,"2010",10,"315",10,"67",30,"",10,"4020",10,"615",10,"134",30,"",10,"6030",10,"885",10,"201",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2115",10,"2235",10,"2325",10,"4320",10,"4590",10,"4650",10,"6488",10,"6705",10,"6915",10,"1070",10,"1120",10,"1176",30,"",30,"",30,"",30,"",30,"",30,"",10,"2500",10,"2500",10,"2500",10,"2000",10,"2000",10,"2000",10,"2000",10,"2000",10,"2000"
"213543",10,"24000",10,"0",30,"",30,"",10,"24000",10,"0",30,"",30,"",10,"24000",10,"0",30,"",30,"",10,"16020",10,"0",10,"890",10,"16020",10,"0",10,"890",10,"16020",10,"0",10,"890",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"22300",10,"23150",10,"24000",10,"22300",10,"23150",10,"24000",10,"22300",10,"23150",10,"24000",10,"720",10,"750",10,"750",10,"6410",10,"6630",10,"6860",10,"1100",10,"1100",10,"1100",10,"6335",10,"6525",10,"6860",10,"1040",10,"1071",10,"1100",32,"",32,"",32,""
"213570",10,"8258",10,"346",10,"0",30,"",10,"8258",10,"346",10,"0",30,"",10,"8258",10,"346",10,"0",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",32,"",32,"",32,"",32,"",32,"",32,"",32,"",32,"",32,"",32,"",32,"",32,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1166",10,"1564",10,"1717",30,"",30,"",30,"",10,"500",10,"490",10,"824"
"213589",10,"14664",10,"250",10,"253",30,"",10,"14664",10,"250",10,"253",30,"",10,"14664",10,"250",10,"253",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"13797",10,"14187",10,"14814",10,"13797",10,"14187",10,"14814",10,"13797",10,"14187",10,"14814",10,"1385",10,"1495",10,"1720",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,""
"213598",10,"3916",10,"1110",10,"163",30,"",10,"3916",10,"1110",10,"163",30,"",10,"6662",10,"1530",10,"278",30,"",10,"5664",10,"730",10,"283",10,"5664",10,"730",10,"283",10,"10120",10,"820",10,"506",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"4595",10,"4824",10,"5026",10,"4595",10,"4824",10,"5026",10,"7210",10,"7716",10,"8192",10,"750",10,"800",10,"1000",10,"4795",10,"5034",10,"5256",10,"780",10,"780",10,"795",10,"8000",10,"8000",10,"8000",10,"2000",10,"2000",10,"2000",10,"0",10,"0",10,"0"
"213613",10,"3792",10,"756",10,"158",30,"",10,"3792",10,"756",10,"158",30,"",10,"7480",10,"756",10,"312",30,"",10,"4138",10,"790",10,"230",10,"4138",10,"790",10,"230",10,"7008",10,"790",10,"389",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"4071",10,"4260",10,"4548",10,"4071",10,"4260",10,"4548",10,"7427",10,"7688",10,"8236",10,"700",10,"700",10,"750",10,"3976",10,"4136",10,"4520",10,"2252",10,"2300",10,"2350",10,"3800",10,"4050",10,"4280",10,"2128",10,"2200",10,"2280",10,"2028",10,"2144",10,"2269"
"213622",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",31,"",30,"",30,"",31,"",30,"",30,"",31,"",30,"",30,"",31,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",31,"",30,"",30,"",31,"",30,"",30,"",31,""
"213631",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"6000",10,"220",10,"260",10,"6000",10,"220",10,"260",10,"6000",10,"220",10,"260",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"6000",10,"220",10,"6000",10,"220",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,""
"213640",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"7040",10,"1300",10,"293",10,"7040",10,"1300",10,"293",10,"7040",10,"1300",10,"293",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"8250",10,"1340",10,"8250",10,"1340",31,"",31,"",31,"",31,"",30,"",30,"",31,"",30,"",30,"",31,"",30,"",30,"",31,"",30,"",30,"",31,"",30,"",30,"",31,"",30,"",30,"",31,"",30,"",30,"",31,"",30,"",30,"",31,"",30,"",30,"",31,""
"213659",10,"1770",10,"210",10,"66",30,"",10,"3540",10,"210",10,"125",30,"",10,"5310",10,"210",10,"184",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1800",10,"1800",10,"1980",10,"3390",10,"3390",10,"3750",10,"4980",10,"4980",10,"5520",10,"500",10,"500",10,"500",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,""
"213668",10,"18240",10,"80",10,"570",30,"",10,"18240",10,"80",10,"570",30,"",10,"18240",10,"80",10,"570",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"16810",10,"17520",31,"",10,"16810",10,"17520",31,"",10,"16810",10,"17520",31,"",10,"800",10,"800",31,"",10,"4770",10,"4960",31,"",10,"1360",10,"1460",31,"",10,"4770",10,"4960",31,"",10,"2760",10,"2860",31,"",10,"2760",10,"2860",31,""
"213686",10,"4060",10,"150",10,"135",30,"",10,"4060",10,"150",10,"135",30,"",10,"4060",10,"150",10,"135",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"4210",10,"4210",10,"4210",10,"4210",10,"4210",10,"4210",10,"4210",10,"4210",10,"4210",10,"700",10,"700",10,"800",30,"",30,"",30,"",30,"",30,"",30,"",10,"3334",10,"3334",10,"3334",10,"1667",10,"1667",10,"1667",10,"1107",10,"1107",10,"1107"
"213774",10,"8200",10,"400",10,"205",30,"",10,"8200",10,"400",10,"205",30,"",10,"8200",10,"400",10,"205",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"7796",10,"7800",10,"8200",10,"7796",10,"7800",10,"8200",10,"7796",10,"7800",10,"8200",10,"385",10,"418",10,"492",10,"4100",10,"4300",10,"4600",10,"200",10,"200",10,"200",32,"",32,"",32,"",32,"",32,"",32,"",32,"",32,"",32,""
"213783",10,"3792",10,"974",10,"158",30,"",10,"3792",10,"974",10,"158",30,"",10,"9480",10,"974",10,"395",30,"",10,"4138",10,"808",10,"230",10,"4138",10,"808",10,"230",10,"7002",10,"808",10,"389",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"4410",10,"4560",10,"4766",10,"4410",10,"4560",10,"4766",10,"9766",10,"9988",10,"10454",10,"750",10,"750",10,"800",10,"3770",10,"3844",10,"4192",10,"1600",10,"1600",10,"1600",10,"3770",10,"4292",10,"4622",10,"1600",10,"1152",10,"1170",10,"1842",10,"2880",10,"2925"
"213826",10,"14850",10,"647",10,"495",30,"",10,"14850",10,"647",10,"495",30,"",10,"14850",10,"647",10,"495",30,"",10,"11976",10,"558",10,"499",10,"11976",10,"558",10,"499",10,"11976",10,"558",10,"499",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"14803",10,"15623",10,"16487",10,"14803",10,"15623",10,"16487",10,"14803",10,"15623",10,"16487",10,"700",10,"700",10,"700",10,"6200",10,"6540",10,"6900",10,"1200",10,"1200",10,"1200",10,"5700",10,"5700",10,"5700",10,"1600",10,"1600",10,"1600",10,"3100",10,"3100",10,"3100"
"213871",10,"6525",10,"362",10,"145",30,"",10,"6525",10,"362",10,"145",30,"",10,"6525",10,"362",10,"145",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"6300",10,"6300",10,"6525",10,"6300",10,"6300",10,"6525",10,"6300",10,"6300",10,"6525",10,"1050",10,"1050",10,"1200",30,"",30,"",30,"",30,"",30,"",30,"",10,"2700",10,"2700",10,"2700",10,"2100",10,"2100",10,"2100",10,"1600",10,"1600",10,"1600"
