unitid,"xtuit1",tuition1,"xfee1",fee1,"xhrchg1",hrchg1,"xcmpfee1",cmpfee1,"xtuit2",tuition2,"xfee2",fee2,"xhrchg2",hrchg2,"xcmpfee2",cmpfee2,"xtuit3",tuition3,"xfee3",fee3,"xhrchg3",hrchg3,"xcmpfee3",cmpfee3,"xtuit5",tuition5,"xfee5",fee5,"xhrchg5",hrchg5,"xtuit6",tuition6,"xfee6",fee6,"xhrchg6",hrchg6,"xtuit7",tuition7,"xfee7",fee7,"xhrchg7",hrchg7,"xispro1",isprof1,"xispfe1",ispfee1,"xospro1",osprof1,"xospfe1",ospfee1,"xispro2",isprof2,"xispfe2",ispfee2,"xospro2",osprof2,"xospfe2",ospfee2,"xispro3",isprof3,"xispfe3",ispfee3,"xospro3",osprof3,"xospfe3",ospfee3,"xispro4",isprof4,"xispfe4",ispfee4,"xospro4",osprof4,"xospfe4",ospfee4,"xispro5",isprof5,"xispfe5",ispfee5,"xospro5",osprof5,"xospfe5",ospfee5,"xispro6",isprof6,"xispfe6",ispfee6,"xospro6",osprof6,"xospfe6",ospfee6,"xispro7",isprof7,"xispfe7",ispfee7,"xospro7",osprof7,"xospfe7",ospfee7,"xispro8",isprof8,"xispfe8",ispfee8,"xospro8",osprof8,"xospfe8",ospfee8,"xispro9",isprof9,"xispfe9",ispfee9,"xospro9",osprof9,"xospfe9",ospfee9,"xispro10",isprof10,"xispfe10",ispfee10,"xospro10",osprof10,"xospfe10",ospfee10,"xispro11",isprof11,"xispfe11",ispfee11,"xospro11",osprof11,"xospfe11",ospfee11,"xchg1ay1",chg1ay1,"xchg1ay2",chg1ay2,"xchg1ay3",chg1ay3,"xchg2ay1",chg2ay1,"xchg2ay2",chg2ay2,"xchg2ay3",chg2ay3,"xchg3ay1",chg3ay1,"xchg3ay2",chg3ay2,"xchg3ay3",chg3ay3,"xchg4ay1",chg4ay1,"xchg4ay2",chg4ay2,"xchg4ay3",chg4ay3,"xchg5ay1",chg5ay1,"xchg5ay2",chg5ay2,"xchg5ay3",chg5ay3,"xchg6ay1",chg6ay1,"xchg6ay2",chg6ay2,"xchg6ay3",chg6ay3,"xchg7ay1",chg7ay1,"xchg7ay2",chg7ay2,"xchg7ay3",chg7ay3,"xchg8ay1",chg8ay1,"xchg8ay2",chg8ay2,"xchg8ay3",chg8ay3,"xchg9ay1",chg9ay1,"xchg9ay2",chg9ay2,"xchg9ay3",chg9ay3
"100858",10,"3050",30,"",30,"",30,"",10,"3050",30,"",30,"",30,"",10,"9150",30,"",30,"",30,"",10,"3050",30,"",30,"",10,"3050",30,"",30,"",10,"9150",30,"",30,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"5830",10,"0",10,"17490",10,"0",31,"",31,"",31,"",31,"",10,"5830",10,"0",10,"17490",10,"0",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"2760",10,"2895",10,"3050",10,"2760",10,"2895",10,"3050",10,"8280",10,"8685",10,"9150",10,"600",10,"900",10,"900",10,"4930",10,"5188",10,"5264",10,"1486",10,"1516",10,"1546",10,"5405",10,"5513",10,"5789",10,"1859",10,"1896",10,"1934",10,"1486",10,"1516",10,"1546"
"100919",10,"1440",10,"240",10,"48",30,"",10,"1440",10,"240",10,"48",30,"",10,"2880",10,"240",10,"96",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1491",10,"1483",10,"1560",10,"1491",10,"1483",10,"1560",10,"2867",10,"2852",10,"2897",10,"912",10,"916",10,"934",30,"",30,"",30,"",30,"",30,"",30,"",10,"4560",10,"5454",10,"5454",10,"1824",10,"2182",10,"2182",10,"1824",10,"2182",10,"2182"
"100937",10,"15930",10,"334",30,"",30,"",10,"15930",10,"334",30,"",30,"",10,"15930",10,"334",30,"",30,"",10,"10760",10,"128",10,"384",10,"10760",10,"128",10,"384",10,"10760",10,"128",10,"384",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"14450",10,"15170",10,"15930",10,"14450",10,"15170",10,"15930",10,"14450",10,"15170",10,"15930",10,"500",10,"500",10,"600",10,"5260",10,"5390",10,"5652",10,"320",10,"328",10,"339",10,"4050",10,"5390",10,"5652",10,"320",10,"328",10,"339",10,"320",10,"328",10,"339"
"100973",10,"1440",10,"120",10,"48",30,"",10,"1440",10,"120",10,"48",30,"",10,"2880",10,"120",10,"96",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1248",10,"1248",10,"1560",10,"1248",10,"1248",10,"1560",10,"2400",10,"2400",10,"3000",10,"739",10,"850",10,"1000",30,"",30,"",30,"",30,"",30,"",30,"",10,"2500",10,"2700",10,"2700",10,"2151",10,"2250",10,"2550",10,"2151",10,"2250",10,"2450"
"101028",10,"1560",10,"240",10,"52",30,"",10,"1560",10,"240",10,"52",30,"",10,"3120",10,"240",10,"104",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1296",10,"1320",10,"1440",10,"1296",10,"1320",10,"1440",10,"2544",10,"2568",10,"2688",10,"500",10,"500",10,"640",30,"",30,"",30,"",30,"",30,"",30,"",10,"8400",10,"8400",10,"7200",10,"1200",10,"1200",10,"2200",10,"2000",10,"2000",10,"2200"
"101073",10,"5600",10,"264",10,"233",30,"",10,"5600",10,"264",10,"233",30,"",10,"5600",10,"264",10,"233",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"5066",10,"5456",10,"5954",10,"5066",10,"5456",10,"5954",10,"5066",10,"5456",10,"5954",10,"600",10,"700",10,"300",10,"2600",10,"3000",10,"3200",10,"1600",10,"1600",30,"",10,"2500",10,"2500",30,"",10,"2200",10,"2300",10,"384",10,"2200",10,"2300",10,"384"
"101107",10,"1440",10,"120",10,"48",30,"",10,"1440",10,"120",10,"48",30,"",10,"2880",10,"120",10,"96",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1344",10,"1344",10,"1560",10,"1344",10,"1344",10,"1560",10,"2624",10,"2576",10,"3000",10,"715",10,"845",10,"845",30,"",30,"",30,"",30,"",30,"",30,"",10,"5700",10,"5700",10,"5700",10,"1000",10,"1000",10,"1000",10,"1000",10,"1000",10,"1000"
"101116",10,"7785",10,"25",30,"",30,"",10,"7785",10,"25",30,"",30,"",10,"7785",10,"25",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"6885",10,"7185",10,"7785",10,"6885",10,"7185",10,"7785",10,"6885",10,"7185",10,"7785",10,"900",10,"900",10,"900",30,"",30,"",30,"",30,"",30,"",30,"",10,"4950",10,"4950",10,"4950",10,"2628",10,"2628",10,"2628",10,"2628",10,"2628",10,"2628"
"101143",10,"1560",10,"180",10,"52",30,"",10,"1560",10,"180",10,"52",30,"",10,"3120",10,"180",10,"104",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1620",10,"1680",10,"1682",10,"1620",10,"1680",10,"1682",10,"3120",10,"3240",10,"3190",10,"450",10,"600",10,"600",30,"",30,"",30,"",30,"",30,"",30,"",10,"4275",10,"4275",10,"4275",10,"1450",10,"1300",10,"1300",10,"1150",10,"1000",10,"1000"
"101161",10,"1560",10,"330",10,"52",30,"",10,"1560",10,"330",10,"52",30,"",10,"3120",10,"330",10,"104",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1344",10,"1512",10,"1512",10,"1344",10,"1512",10,"1512",10,"2544",10,"2760",10,"2760",10,"600",10,"600",10,"600",10,"2355",10,"2355",10,"2355",10,"1500",10,"1500",10,"1500",10,"3300",10,"3300",10,"3300",10,"2400",10,"2400",10,"2400",10,"1500",10,"1500",10,"1500"
"101189",10,"7800",10,"0",10,"260",30,"",10,"7800",10,"0",10,"260",30,"",10,"7800",10,"0",10,"260",30,"",10,"10695",10,"0",10,"345",10,"10695",10,"0",10,"345",10,"10695",10,"0",10,"345",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"9000",10,"0",10,"9000",10,"0",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"7350",10,"7500",10,"7800",10,"7350",10,"7500",10,"7800",10,"7350",10,"7500",10,"7800",10,"600",10,"850",10,"850",10,"3700",10,"3750",10,"3950",10,"2600",10,"2200",10,"2200",10,"5000",10,"4200",10,"4200",10,"2600",10,"2200",10,"2200",10,"2600",10,"2200",10,"2200"
"101198",10,"3915",10,"0",10,"145",30,"",10,"3915",10,"0",10,"145",30,"",10,"3915",10,"0",10,"145",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"3240",10,"3780",10,"3915",10,"3240",10,"3780",10,"3915",10,"3240",10,"3780",10,"3915",10,"804",10,"804",10,"750",30,"",30,"",30,"",30,"",30,"",30,"",10,"5400",10,"4200",10,"4200",10,"2400",10,"2400",10,"2400",10,"2400",10,"2400",10,"2400"
"101213",10,"3360",10,"0",10,"145",10,"0",10,"3360",10,"0",10,"145",10,"0",10,"3360",10,"0",10,"145",10,"0",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"3240",10,"3780",10,"3480",10,"3240",10,"3780",10,"3480",10,"3240",10,"3780",10,"3480",10,"804",10,"750",10,"700",30,"",30,"",30,"",30,"",30,"",30,"",10,"5400",10,"4200",10,"4200",10,"2400",10,"2400",10,"2200",10,"2400",10,"2400",10,"2200"
"101240",10,"1560",10,"120",10,"52",30,"",10,"1560",10,"120",10,"52",30,"",10,"3120",10,"120",10,"104",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1560",10,"1680",10,"1680",10,"1560",10,"1680",10,"1680",10,"3000",10,"3240",10,"3240",10,"600",10,"600",10,"600",10,"2350",10,"2350",10,"2350",10,"285",10,"285",10,"285",10,"2039",10,"2039",10,"2039",10,"978",10,"978",10,"978",10,"978",10,"978",10,"978"
"101286",10,"1500",10,"120",10,"50",30,"",10,"1500",10,"120",10,"50",30,"",10,"3000",10,"120",10,"100",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1296",10,"1296",10,"1296",10,"1296",10,"1296",10,"1296",10,"2496",10,"2496",10,"2496",10,"328",10,"328",10,"375",30,"",30,"",30,"",30,"",30,"",30,"",10,"1890",10,"2436",10,"2983",32,"",32,"",32,"",32,"",32,"",32,""
"101295",10,"1200",10,"60",10,"40",30,"",10,"1200",10,"60",10,"40",30,"",10,"2400",10,"60",10,"80",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1008",10,"1008",10,"1428",10,"1008",10,"1008",10,"1428",10,"1968",10,"1968",10,"2788",10,"800",10,"800",10,"800",10,"3000",10,"3000",10,"3000",10,"1575",10,"1575",10,"1575",10,"4200",10,"4200",10,"4200",10,"4006",10,"4006",10,"4006",10,"4525",10,"4525",10,"4525"
